lnfuture lnspot    cost
6.09886  6.09801  -0.033700
6.09864  6.09812  -0.033700
6.09830  6.09805  -0.033700
6.09852  6.09810  -0.033700
6.09830  6.09796  -0.033700
6.09819  6.09803  -0.033700
6.09830  6.09801  -0.033700
6.09852  6.09803  -0.033700
6.09852  6.09798  -0.033700
6.09852  6.09810  -0.033700
6.09841  6.09807  -0.033700
6.09852  6.09816  -0.033700
6.09864  6.09819  -0.033700
6.09852  6.09812  -0.033700
6.09875  6.09814  -0.033700
6.09841  6.09812  -0.033700
6.09841  6.09819  -0.033700
6.09830  6.09814  -0.033700
6.09796  6.09823  -0.033700
6.09819  6.09819  -0.033700
6.09830  6.09821  -0.033700
6.09830  6.09825  -0.033700
6.09830  6.09819  -0.033700
6.09796  6.09819  -0.033700
6.09796  6.09807  -0.033700
6.09774  6.09792  -0.033700
6.09796  6.09792  -0.033700
6.09762  6.09785  -0.033700
6.09785  6.09794  -0.033700
6.09807  6.09796  -0.033700
6.09819  6.09801  -0.033700
6.09785  6.09792  -0.033700
6.09774  6.09794  -0.033700
6.09774  6.09790  -0.033700
6.09774  6.09783  -0.033700
6.09774  6.09785  -0.033700
6.09751  6.09774  -0.033700
6.09751  6.09771  -0.033700
6.09729  6.09735  -0.033700
6.09751  6.09760  -0.033700
6.09751  6.09745  -0.033700
6.09751  6.09747  -0.033700
6.09762  6.09751  -0.033700
6.09740  6.09751  -0.033700
6.09762  6.09738  -0.033700
6.09774  6.09754  -0.033700
6.09751  6.09749  -0.033700
6.09774  6.09747  -0.033700
6.09762  6.09718  -0.033700
6.09740  6.09713  -0.033700
6.09762  6.09708  -0.033700
6.09762  6.09713  -0.033700
6.09785  6.09726  -0.033700
6.09785  6.09731  -0.033700
6.09807  6.09735  -0.033700
6.09830  6.09738  -0.033700
6.09864  6.09751  -0.033700
6.09942  6.09742  -0.033700
6.09920  6.09803  -0.033700
6.09897  6.09895  -0.033700
6.09886  6.09888  -0.033700
6.09807  6.09902  -0.033700
6.09785  6.09866  -0.033700
6.09796  6.09832  -0.033700
6.09830  6.09841  -0.033700
6.09807  6.09832  -0.033700
6.09796  6.09828  -0.033700
6.09785  6.09830  -0.033700
6.09639  6.09756  -0.033700
6.09718  6.09740  -0.033700
6.09718  6.09754  -0.033700
6.09718  6.09745  -0.033700
6.09695  6.09740  -0.033700
6.09695  6.09749  -0.033700
6.09706  6.09733  -0.033700
6.09740  6.09754  -0.033700
6.09718  6.09749  -0.033700
6.09718  6.09740  -0.033700
6.09740  6.09774  -0.033700
6.09729  6.09758  -0.033700
6.09706  6.09756  -0.033700
6.09706  6.09731  -0.033700
6.09740  6.09751  -0.033700
6.09706  6.09729  -0.033700
6.09672  6.09657  -0.033700
6.09616  6.09655  -0.033700
6.09594  6.09648  -0.033700
6.09616  6.09655  -0.033700
6.09650  6.09650  -0.033700
6.09639  6.09648  -0.033700
6.09639  6.09643  -0.033700
6.09661  6.09650  -0.033700
6.09627  6.09636  -0.033700
6.09627  6.09639  -0.033700
6.09639  6.09632  -0.033700
6.09706  6.09641  -0.033700
6.09718  6.09661  -0.033700
6.09695  6.09659  -0.033700
6.09729  6.09661  -0.033700
6.09751  6.09675  -0.033700
6.09695  6.09670  -0.033700
6.09718  6.09670  -0.033700
6.09718  6.09675  -0.033700
6.09718  6.09677  -0.033700
6.09718  6.09686  -0.033700
6.09740  6.09697  -0.033700
6.09751  6.09699  -0.033700
6.09740  6.09699  -0.033700
6.09751  6.09718  -0.033700
6.09729  6.09706  -0.033700
6.09762  6.09708  -0.033700
6.09740  6.09726  -0.033700
6.09751  6.09731  -0.033700
6.09762  6.09729  -0.033700
6.09729  6.09726  -0.033700
6.09729  6.09713  -0.033700
6.09729  6.09704  -0.033700
6.09729  6.09708  -0.033700
6.09729  6.09706  -0.033700
6.09729  6.09718  -0.033700
6.09706  6.09724  -0.033700
6.09740  6.09729  -0.033700
6.09718  6.09715  -0.033700
6.09729  6.09735  -0.033700
6.09729  6.09724  -0.033700
6.09729  6.09726  -0.033700
6.09718  6.09720  -0.033700
6.09740  6.09729  -0.033700
6.09740  6.09738  -0.033700
6.09740  6.09742  -0.033700
6.09740  6.09740  -0.033700
6.09751  6.09738  -0.033700
6.09706  6.09735  -0.033700
6.09740  6.09726  -0.033700
6.09639  6.09715  -0.033700
6.09639  6.09715  -0.033700
6.09627  6.09706  -0.033700
6.09560  6.09699  -0.033700
6.09515  6.09663  -0.033700
6.09537  6.09632  -0.033700
6.09537  6.09576  -0.033700
6.09549  6.09560  -0.033700
6.09537  6.09549  -0.033700
6.09571  6.09560  -0.033700
6.09571  6.09551  -0.033700
6.09571  6.09564  -0.033700
6.09583  6.09596  -0.033700
6.09571  6.09589  -0.033700
6.09594  6.09603  -0.033700
6.09616  6.09612  -0.033700
6.09560  6.09535  -0.033700
6.09515  6.09504  -0.033700
6.09447  6.09517  -0.033700
6.09436  6.09497  -0.033700
6.09413  6.09461  -0.033700
6.09425  6.09454  -0.033700
6.09425  6.09449  -0.033700
6.09402  6.09443  -0.033700
6.09447  6.09468  -0.033700
6.09425  6.09454  -0.033700
6.09391  6.09456  -0.033700
6.09346  6.09393  -0.033700
6.09267  6.09382  -0.033700
6.09233  6.09337  -0.033700
6.09222  6.09276  -0.033700
6.09199  6.09262  -0.033700
6.09301  6.09267  -0.033700
6.09301  6.09267  -0.033700
6.09312  6.09269  -0.033700
6.09301  6.09206  -0.033700
6.09323  6.09222  -0.033700
6.09301  6.09231  -0.033700
6.09301  6.09239  -0.033700
6.09334  6.09244  -0.033700
6.09334  6.09237  -0.033700
6.09278  6.09174  -0.033700
6.09357  6.09393  -0.036860
6.09334  6.09395  -0.036860
6.09312  6.09386  -0.036860
6.09334  6.09389  -0.036860
6.09278  6.09380  -0.036860
6.09312  6.09384  -0.036860
6.09244  6.09357  -0.036860
6.09210  6.09328  -0.036860
6.09210  6.09301  -0.036860
6.09244  6.09287  -0.036860
6.09222  6.09264  -0.036860
6.09176  6.09262  -0.036860
6.09142  6.09210  -0.036860
6.09199  6.09206  -0.036860
6.09199  6.09197  -0.036860
6.09176  6.09197  -0.036860
6.09040  6.09197  -0.036860
6.09086  6.09172  -0.036860
6.09074  6.09165  -0.036860
6.09108  6.09163  -0.036860
6.08995  6.09147  -0.036860
6.08995  6.09145  -0.036860
6.09074  6.09117  -0.036860
6.09040  6.09088  -0.036860
6.09108  6.09088  -0.036860
6.09074  6.09065  -0.036860
6.09018  6.09063  -0.036860
6.09063  6.09052  -0.036860
6.09063  6.09040  -0.036860
6.09063  6.09040  -0.036860
6.09074  6.09038  -0.036860
6.09086  6.09022  -0.036860
6.09108  6.09043  -0.036860
6.09120  6.09052  -0.036860
6.09108  6.09074  -0.036860
6.09131  6.09077  -0.036860
6.09154  6.09088  -0.036860
6.09131  6.09099  -0.036860
6.09131  6.09084  -0.036860
6.09131  6.09088  -0.036860
6.09097  6.09088  -0.036860
6.09108  6.09084  -0.036860
6.09108  6.09090  -0.036860
6.09142  6.09102  -0.036860
6.09176  6.09115  -0.036860
6.09199  6.09120  -0.036860
6.09199  6.09129  -0.036860
6.09222  6.09140  -0.036860
6.09210  6.09154  -0.036860
6.09165  6.09172  -0.036860
6.09176  6.09178  -0.036860
6.09131  6.09176  -0.036860
6.09131  6.09183  -0.036860
6.09154  6.09181  -0.036860
6.09176  6.09183  -0.036860
6.09165  6.09181  -0.036860
6.09154  6.09174  -0.036860
6.09188  6.09169  -0.036860
6.09210  6.09181  -0.036860
6.09255  6.09181  -0.036860
6.09244  6.09199  -0.036860
6.09289  6.09210  -0.036860
6.09244  6.09217  -0.036860
6.09244  6.09217  -0.036860
6.09233  6.09222  -0.036860
6.09233  6.09215  -0.036860
6.09233  6.09233  -0.036860
6.09244  6.09237  -0.036860
6.09222  6.09233  -0.036860
6.09222  6.09239  -0.036860
6.09199  6.09237  -0.036860
6.09233  6.09258  -0.036860
6.09188  6.09239  -0.036860
6.09176  6.09253  -0.036860
6.09222  6.09260  -0.036860
6.09233  6.09258  -0.036860
6.09199  6.09253  -0.036860
6.09188  6.09253  -0.036860
6.09210  6.09264  -0.036860
6.09210  6.09260  -0.036860
6.09176  6.09255  -0.036860
6.09176  6.09242  -0.036860
6.09176  6.09235  -0.036860
6.09199  6.09242  -0.036860
6.09199  6.09226  -0.036860
6.09210  6.09231  -0.036860
6.09165  6.09235  -0.036860
6.09131  6.09242  -0.036860
6.09108  6.09231  -0.036860
6.09108  6.09219  -0.036860
6.09108  6.09192  -0.036860
6.09097  6.09190  -0.036860
6.09086  6.09169  -0.036860
6.09097  6.09183  -0.036860
6.09086  6.09176  -0.036860
6.09086  6.09190  -0.036860
6.09086  6.09181  -0.036860
6.09074  6.09169  -0.036860
6.09063  6.09147  -0.036860
6.09086  6.09158  -0.036860
6.09086  6.09163  -0.036860
6.09097  6.09165  -0.036860
6.09120  6.09163  -0.036860
6.09131  6.09156  -0.036860
6.09154  6.09163  -0.036860
6.09131  6.09165  -0.036860
6.09154  6.09174  -0.036860
6.09165  6.09178  -0.036860
6.09165  6.09183  -0.036860
6.09131  6.09183  -0.036860
6.09154  6.09194  -0.036860
6.09142  6.09185  -0.036860
6.09154  6.09181  -0.036860
6.09199  6.09178  -0.036860
6.09199  6.09188  -0.036860
6.09199  6.09208  -0.036860
6.09188  6.09199  -0.036860
6.09199  6.09212  -0.036860
6.09222  6.09208  -0.036860
6.09199  6.09215  -0.036860
6.09222  6.09226  -0.036860
6.09233  6.09219  -0.036860
6.09222  6.09215  -0.036860
6.09210  6.09228  -0.036860
6.09188  6.09219  -0.036860
6.09176  6.09222  -0.036860
6.09188  6.09242  -0.036860
6.09188  6.09237  -0.036860
6.09199  6.09244  -0.036860
6.09210  6.09255  -0.036860
6.09233  6.09264  -0.036860
6.09222  6.09264  -0.036860
6.09267  6.09273  -0.036860
6.09244  6.09262  -0.036860
6.09222  6.09264  -0.036860
6.09244  6.09278  -0.036860
6.09222  6.09267  -0.036860
6.09244  6.09287  -0.036860
6.09244  6.09285  -0.036860
6.09289  6.09287  -0.036860
6.09255  6.09280  -0.036860
6.09267  6.09282  -0.036860
6.09233  6.09271  -0.036860
6.09244  6.09282  -0.036860
6.09233  6.09294  -0.036860
6.09222  6.09294  -0.036860
6.09222  6.09294  -0.036860
6.09222  6.09294  -0.036860
6.09210  6.09296  -0.036860
6.09222  6.09296  -0.036860
6.09210  6.09298  -0.036860
6.09210  6.09310  -0.036860
6.09222  6.09298  -0.036860
6.09233  6.09301  -0.036860
6.09233  6.09303  -0.036860
6.09255  6.09301  -0.036860
6.09255  6.09307  -0.036860
6.09267  6.09298  -0.036860
6.09255  6.09305  -0.036860
6.09289  6.09323  -0.036860
6.09278  6.09330  -0.036860
6.09278  6.09323  -0.036860
6.09267  6.09307  -0.036860
6.09289  6.09305  -0.036860
6.09289  6.09307  -0.036860
6.09278  6.09325  -0.036860
6.09289  6.09330  -0.036860
6.09312  6.09339  -0.036860
6.09323  6.09357  -0.036860
6.09334  6.09364  -0.036860
6.09323  6.09377  -0.036860
6.09334  6.09386  -0.036860
6.09334  6.09375  -0.036860
6.09289  6.09386  -0.036860
6.09278  6.09377  -0.036860
6.09267  6.09377  -0.036860
6.09267  6.09362  -0.036860
6.09267  6.09355  -0.036860
6.09289  6.09362  -0.036860
6.09289  6.09368  -0.036860
6.09255  6.09334  -0.036860
6.09244  6.09321  -0.036860
6.09255  6.09352  -0.036860
6.09244  6.09334  -0.036860
6.09255  6.09332  -0.036860
6.09267  6.09337  -0.036860
6.09244  6.09314  -0.036860
6.09267  6.09323  -0.036860
6.09255  6.09328  -0.036860
6.09244  6.09332  -0.036860
6.09244  6.09314  -0.036860
6.09244  6.09321  -0.036860
6.09255  6.09307  -0.036860
6.09255  6.09305  -0.036860
6.09244  6.09312  -0.036860
6.09244  6.09307  -0.036860
6.09244  6.09321  -0.036860
6.09267  6.09316  -0.036860
6.09267  6.09312  -0.036860
6.09255  6.09312  -0.036860
6.09267  6.09303  -0.036860
6.09278  6.09296  -0.036860
6.09255  6.09294  -0.036860
6.09244  6.09296  -0.036860
6.09267  6.09305  -0.036860
6.09267  6.09316  -0.036860
6.09267  6.09310  -0.036860
6.09267  6.09319  -0.036860
6.09267  6.09319  -0.036860
6.09278  6.09323  -0.036860
6.09267  6.09321  -0.036860
6.09278  6.09330  -0.036860
6.09289  6.09328  -0.036860
6.09267  6.09332  -0.036860
6.09278  6.09332  -0.036860
6.09289  6.09341  -0.036860
6.09323  6.09352  -0.036860
6.09312  6.09350  -0.036860
6.09301  6.09346  -0.036860
6.09301  6.09332  -0.036860
6.09301  6.09339  -0.036860
6.09312  6.09357  -0.036860
6.09323  6.09364  -0.036860
6.09312  6.09364  -0.036860
6.09323  6.09364  -0.036860
6.09334  6.09377  -0.036860
6.09323  6.09362  -0.036860
6.09334  6.09366  -0.036860
6.09334  6.09384  -0.036860
6.09346  6.09384  -0.036860
6.09357  6.09386  -0.036860
6.09346  6.09404  -0.036860
6.09380  6.09398  -0.036860
6.09380  6.09402  -0.036860
6.09380  6.09382  -0.036860
6.09380  6.09382  -0.036860
6.09402  6.09407  -0.036860
6.09368  6.09409  -0.036860
6.09346  6.09422  -0.036860
6.09357  6.09416  -0.036860
6.09334  6.09398  -0.036860
6.09334  6.09402  -0.036860
6.09357  6.09411  -0.036860
6.09346  6.09429  -0.036860
6.09368  6.09431  -0.036860
6.09380  6.09434  -0.036860
6.09380  6.09434  -0.036860
6.09391  6.09438  -0.036860
6.09391  6.09445  -0.036860
6.09402  6.09458  -0.036860
6.09368  6.09454  -0.036860
6.09380  6.09452  -0.036860
6.09391  6.09452  -0.036860
6.09391  6.09431  -0.036860
6.09391  6.09443  -0.036860
6.09391  6.09443  -0.036860
6.09380  6.09434  -0.036860
6.09357  6.09425  -0.036860
6.09312  6.09429  -0.036860
6.09278  6.09420  -0.036860
6.09301  6.09391  -0.036860
6.09380  6.09400  -0.036860
6.09402  6.09393  -0.036860
6.09357  6.09393  -0.036860
6.09447  6.09407  -0.036860
6.09413  6.09407  -0.036860
6.09391  6.09398  -0.036860
6.09357  6.09391  -0.036860
6.09323  6.09386  -0.036860
6.09334  6.09380  -0.036860
6.09301  6.09384  -0.036860
6.09301  6.09366  -0.036860
6.09312  6.09389  -0.036860
6.09334  6.09382  -0.036860
6.09312  6.09384  -0.036860
6.09289  6.09373  -0.036860
6.09267  6.09364  -0.036860
6.09312  6.09362  -0.036860
6.09289  6.09355  -0.036860
6.09267  6.09355  -0.036860
6.09278  6.09357  -0.036860
6.09301  6.09368  -0.036860
6.09312  6.09368  -0.036860
6.09312  6.09359  -0.036860
6.09289  6.09364  -0.036860
6.09289  6.09362  -0.036860
6.09289  6.09373  -0.036860
6.09289  6.09373  -0.036860
6.09289  6.09371  -0.036860
6.09278  6.09364  -0.036860
6.09301  6.09371  -0.036860
6.09334  6.09371  -0.036860
6.09380  6.09375  -0.036860
6.09346  6.09377  -0.036860
6.09323  6.09382  -0.036860
6.09323  6.09377  -0.036860
6.09334  6.09377  -0.036860
6.09334  6.09380  -0.036860
6.09346  6.09382  -0.036860
6.09357  6.09386  -0.036860
6.09346  6.09380  -0.036860
6.09357  6.09391  -0.036860
6.09357  6.09389  -0.036860
6.09380  6.09384  -0.036860
6.09357  6.09382  -0.036860
6.09391  6.09380  -0.036860
6.09391  6.09384  -0.036860
6.09380  6.09384  -0.036860
6.09380  6.09391  -0.036860
6.09368  6.09402  -0.036860
6.09380  6.09398  -0.036860
6.09402  6.09400  -0.036860
6.09380  6.09404  -0.036860
6.09368  6.09416  -0.036860
6.09368  6.09434  -0.036860
6.09413  6.09427  -0.036860
6.09436  6.09422  -0.036860
6.09413  6.09447  -0.036860
6.09391  6.09447  -0.036860
6.09413  6.09447  -0.036860
6.09402  6.09461  -0.036860
6.09436  6.09468  -0.036860
6.09425  6.09468  -0.036860
6.09425  6.09465  -0.036860
6.09391  6.09477  -0.036860
6.09413  6.09483  -0.036860
6.09402  6.09479  -0.036860
6.09357  6.09465  -0.036860
6.09346  6.09447  -0.036860
6.09323  6.09441  -0.036860
6.09289  6.09416  -0.036860
6.09312  6.09425  -0.036860
6.09312  6.09418  -0.036860
6.09346  6.09418  -0.036860
6.09357  6.09422  -0.036860
6.09380  6.09422  -0.036860
6.09368  6.09413  -0.036860
6.09368  6.09420  -0.036860
6.09380  6.09434  -0.036860
6.09380  6.09443  -0.036860
6.09425  6.09445  -0.036860
6.09402  6.09445  -0.036860
6.09391  6.09456  -0.036860
6.09402  6.09474  -0.036860
6.09425  6.09465  -0.036860
6.09481  6.09477  -0.036860
6.09492  6.09492  -0.036860
6.09492  6.09495  -0.036860
6.09492  6.09499  -0.036860
6.09560  6.09508  -0.036860
6.09571  6.09531  -0.036860
6.09571  6.09542  -0.036860
6.09627  6.09546  -0.036860
6.09605  6.09544  -0.036860
6.09605  6.09560  -0.036860
6.09583  6.09571  -0.036860
6.09346  6.09355  -0.044390
6.09301  6.09332  -0.044390
6.09334  6.09337  -0.044390
6.09334  6.09328  -0.044390
6.09425  6.09357  -0.044390
6.09402  6.09343  -0.044390
6.09436  6.09391  -0.044390
6.09436  6.09404  -0.044390
6.09413  6.09422  -0.044390
6.09402  6.09452  -0.044390
6.09391  6.09456  -0.044390
6.09380  6.09461  -0.044390
6.09346  6.09474  -0.044390
6.09312  6.09472  -0.044390
6.09312  6.09436  -0.044390
6.09312  6.09413  -0.044390
6.09334  6.09420  -0.044390
6.09368  6.09402  -0.044390
6.09391  6.09400  -0.044390
6.09447  6.09438  -0.044390
6.09515  6.09465  -0.044390
6.09447  6.09492  -0.044390
6.09425  6.09501  -0.044390
6.09447  6.09499  -0.044390
6.09458  6.09495  -0.044390
6.09470  6.09492  -0.044390
6.09526  6.09499  -0.044390
6.09526  6.09513  -0.044390
6.09549  6.09513  -0.044390
6.09515  6.09542  -0.044390
6.09504  6.09519  -0.044390
6.09470  6.09537  -0.044390
6.09492  6.09537  -0.044390
6.09537  6.09535  -0.044390
6.09537  6.09542  -0.044390
6.09515  6.09549  -0.044390
6.09515  6.09560  -0.044390
6.09481  6.09555  -0.044390
6.09492  6.09569  -0.044390
6.09447  6.09531  -0.044390
6.09413  6.09526  -0.044390
6.09447  6.09515  -0.044390
6.09458  6.09515  -0.044390
6.09504  6.09513  -0.044390
6.09515  6.09522  -0.044390
6.09436  6.09517  -0.044390
6.09470  6.09519  -0.044390
6.09470  6.09517  -0.044390
6.09605  6.09537  -0.044390
6.09616  6.09535  -0.044390
6.09627  6.09544  -0.044390
6.09661  6.09558  -0.044390
6.09605  6.09546  -0.044390
6.09594  6.09574  -0.044390
6.09605  6.09587  -0.044390
6.09616  6.09605  -0.044390
6.09639  6.09610  -0.044390
6.09661  6.09598  -0.044390
6.09672  6.09600  -0.044390
6.09672  6.09616  -0.044390
6.09661  6.09646  -0.044390
6.09627  6.09655  -0.044390
6.09571  6.09650  -0.044390
6.09583  6.09655  -0.044390
6.09605  6.09643  -0.044390
6.09605  6.09639  -0.044390
6.09583  6.09646  -0.044390
6.09583  6.09652  -0.044390
6.09571  6.09643  -0.044390
6.09583  6.09646  -0.044390
6.09571  6.09643  -0.044390
6.09560  6.09639  -0.044390
6.09526  6.09625  -0.044390
6.09560  6.09610  -0.044390
6.09549  6.09600  -0.044390
6.09537  6.09591  -0.044390
6.09537  6.09587  -0.044390
6.09549  6.09598  -0.044390
6.09549  6.09589  -0.044390
6.09537  6.09587  -0.044390
6.09526  6.09574  -0.044390
6.09537  6.09594  -0.044390
6.09526  6.09591  -0.044390
6.09492  6.09578  -0.044390
6.09504  6.09574  -0.044390
6.09470  6.09562  -0.044390
6.09436  6.09567  -0.044390
6.09402  6.09551  -0.044390
6.09425  6.09492  -0.044390
6.09436  6.09481  -0.044390
6.09436  6.09458  -0.044390
6.09425  6.09449  -0.044390
6.09425  6.09456  -0.044390
6.09413  6.09441  -0.044390
6.09380  6.09436  -0.044390
6.09402  6.09447  -0.044390
6.09447  6.09449  -0.044390
6.09447  6.09447  -0.044390
6.09447  6.09427  -0.044390
6.09447  6.09441  -0.044390
6.09492  6.09447  -0.044390
6.09492  6.09447  -0.044390
6.09481  6.09449  -0.044390
6.09492  6.09461  -0.044390
6.09470  6.09447  -0.044390
6.09436  6.09438  -0.044390
6.09458  6.09465  -0.044390
6.09425  6.09461  -0.044390
6.09425  6.09449  -0.044390
6.09425  6.09452  -0.044390
6.09436  6.09449  -0.044390
6.09447  6.09470  -0.044390
6.09447  6.09477  -0.044390
6.09447  6.09479  -0.044390
6.09481  6.09479  -0.044390
6.09470  6.09472  -0.044390
6.09458  6.09486  -0.044390
6.09458  6.09470  -0.044390
6.09458  6.09470  -0.044390
6.09470  6.09479  -0.044390
6.09458  6.09472  -0.044390
6.09470  6.09470  -0.044390
6.09481  6.09463  -0.044390
6.09470  6.09474  -0.044390
6.09492  6.09492  -0.044390
6.09515  6.09495  -0.044390
6.09515  6.09490  -0.044390
6.09526  6.09506  -0.044390
6.09537  6.09506  -0.044390
6.09537  6.09513  -0.044390
6.09537  6.09510  -0.044390
6.09526  6.09526  -0.044390
6.09492  6.09544  -0.044390
6.09504  6.09562  -0.044390
6.09504  6.09558  -0.044390
6.09515  6.09562  -0.044390
6.09537  6.09560  -0.044390
6.09492  6.09553  -0.044390
6.09526  6.09564  -0.044390
6.09504  6.09551  -0.044390
6.09526  6.09560  -0.044390
6.09504  6.09567  -0.044390
6.09515  6.09553  -0.044390
6.09526  6.09564  -0.044390
6.09515  6.09551  -0.044390
6.09504  6.09542  -0.044390
6.09504  6.09562  -0.044390
6.09504  6.09549  -0.044390
6.09492  6.09546  -0.044390
6.09492  6.09551  -0.044390
6.09481  6.09558  -0.044390
6.09492  6.09551  -0.044390
6.09492  6.09544  -0.044390
6.09504  6.09510  -0.044390
6.09504  6.09526  -0.044390
6.09526  6.09537  -0.044390
6.09515  6.09535  -0.044390
6.09504  6.09551  -0.044390
6.09526  6.09571  -0.044390
6.09526  6.09580  -0.044390
6.09560  6.09591  -0.044390
6.09560  6.09603  -0.044390
6.09571  6.09623  -0.044390
6.09583  6.09634  -0.044390
6.09560  6.09580  -0.044390
6.09571  6.09587  -0.044390
6.09583  6.09605  -0.044390
6.09583  6.09610  -0.044390
6.09560  6.09605  -0.044390
6.09560  6.09612  -0.044390
6.09549  6.09600  -0.044390
6.09549  6.09598  -0.044390
6.09537  6.09605  -0.044390
6.09537  6.09596  -0.044390
6.09560  6.09605  -0.044390
6.09560  6.09614  -0.044390
6.09594  6.09614  -0.044390
6.09571  6.09612  -0.044390
6.09571  6.09612  -0.044390
6.09583  6.09610  -0.044390
6.09560  6.09600  -0.044390
6.09560  6.09610  -0.044390
6.09571  6.09632  -0.044390
6.09605  6.09630  -0.044390
6.09594  6.09632  -0.044390
6.09616  6.09636  -0.044390
6.09627  6.09650  -0.044390
6.09616  6.09657  -0.044390
6.09627  6.09663  -0.044390
6.09616  6.09652  -0.044390
6.09616  6.09648  -0.044390
6.09627  6.09650  -0.044390
6.09650  6.09675  -0.044390
6.09627  6.09682  -0.044390
6.09627  6.09677  -0.044390
6.09560  6.09675  -0.044390
6.09571  6.09670  -0.044390
6.09560  6.09670  -0.044390
6.09583  6.09675  -0.044390
6.09571  6.09679  -0.044390
6.09594  6.09691  -0.044390
6.09571  6.09679  -0.044390
6.09549  6.09666  -0.044390
6.09526  6.09672  -0.044390
6.09526  6.09659  -0.044390
6.09492  6.09657  -0.044390
6.09470  6.09551  -0.044390
6.09470  6.09542  -0.044390
6.09481  6.09535  -0.044390
6.09515  6.09528  -0.044390
6.09504  6.09517  -0.044390
6.09526  6.09524  -0.044390
6.09537  6.09528  -0.044390
6.09549  6.09531  -0.044390
6.09537  6.09528  -0.044390
6.09537  6.09540  -0.044390
6.09549  6.09549  -0.044390
6.09504  6.09542  -0.044390
6.09492  6.09542  -0.044390
6.09481  6.09535  -0.044390
6.09492  6.09537  -0.044390
6.09515  6.09540  -0.044390
6.09504  6.09526  -0.044390
6.09470  6.09533  -0.044390
6.09515  6.09522  -0.044390
6.09481  6.09517  -0.044390
6.09526  6.09540  -0.044390
6.09492  6.09506  -0.044390
6.09537  6.09515  -0.044390
6.09537  6.09535  -0.044390
6.09549  6.09531  -0.044390
6.09560  6.09528  -0.044390
6.09537  6.09535  -0.044390
6.09526  6.09524  -0.044390
6.09526  6.09524  -0.044390
6.09526  6.09537  -0.044390
6.09537  6.09540  -0.044390
6.09537  6.09533  -0.044390
6.09526  6.09535  -0.044390
6.09515  6.09535  -0.044390
6.09504  6.09544  -0.044390
6.09504  6.09544  -0.044390
6.09492  6.09537  -0.044390
6.09504  6.09540  -0.044390
6.09515  6.09542  -0.044390
6.09492  6.09540  -0.044390
6.09492  6.09562  -0.044390
6.09504  6.09549  -0.044390
6.09504  6.09549  -0.044390
6.09470  6.09540  -0.044390
6.09492  6.09528  -0.044390
6.09515  6.09522  -0.044390
6.09526  6.09546  -0.044390
6.09526  6.09542  -0.044390
6.09526  6.09555  -0.044390
6.09526  6.09546  -0.044390
6.09526  6.09549  -0.044390
6.09515  6.09549  -0.044390
6.09515  6.09553  -0.044390
6.09526  6.09544  -0.044390
6.09526  6.09544  -0.044390
6.09515  6.09549  -0.044390
6.09515  6.09569  -0.044390
6.09515  6.09576  -0.044390
6.09537  6.09569  -0.044390
6.09515  6.09571  -0.044390
6.09526  6.09591  -0.044390
6.09515  6.09591  -0.044390
6.09526  6.09594  -0.044390
6.09537  6.09587  -0.044390
6.09560  6.09591  -0.044390
6.09549  6.09589  -0.044390
6.09560  6.09600  -0.044390
6.09560  6.09610  -0.044390
6.09560  6.09607  -0.044390
6.09526  6.09603  -0.044390
6.09560  6.09616  -0.044390
6.09526  6.09616  -0.044390
6.09571  6.09619  -0.044390
6.09594  6.09621  -0.044390
6.09616  6.09621  -0.044390
6.09627  6.09612  -0.044390
6.09627  6.09634  -0.044390
6.09639  6.09639  -0.044390
6.09605  6.09648  -0.044390
6.09594  6.09636  -0.044390
6.09616  6.09636  -0.044390
6.09571  6.09639  -0.044390
6.09594  6.09652  -0.044390
6.09639  6.09672  -0.044390
6.09672  6.09677  -0.044390
6.09684  6.09699  -0.044390
6.09695  6.09704  -0.044390
6.09718  6.09713  -0.044390
6.09751  6.09718  -0.044390
6.09830  6.09731  -0.044390
6.09852  6.09760  -0.044390
6.09819  6.09787  -0.044390
6.09819  6.09796  -0.044390
6.09796  6.09794  -0.044390
6.09819  6.09801  -0.044390
6.09852  6.09816  -0.044390
6.09819  6.09825  -0.044390
6.09785  6.09823  -0.044390
6.09762  6.09837  -0.044390
6.09774  6.09832  -0.044390
6.09718  6.09810  -0.044390
6.09695  6.09798  -0.044390
6.09672  6.09774  -0.044390
6.09695  6.09747  -0.044390
6.09695  6.09749  -0.044390
6.09695  6.09745  -0.044390
6.09695  6.09745  -0.044390
6.09740  6.09735  -0.044390
6.09740  6.09747  -0.044390
6.09762  6.09749  -0.044390
6.09841  6.09754  -0.044390
6.09751  6.09742  -0.044390
6.09762  6.09745  -0.044390
6.09796  6.09771  -0.044390
6.09785  6.09767  -0.044390
6.09819  6.09778  -0.044390
6.09841  6.09781  -0.044390
6.09830  6.09774  -0.044390
6.09920  6.09785  -0.044390
6.09864  6.09807  -0.044390
6.09841  6.09830  -0.044390
6.09796  6.09843  -0.044390
6.09695  6.09819  -0.044390
6.09695  6.09830  -0.044390
6.09695  6.09819  -0.044390
6.09695  6.09803  -0.044390
6.09616  6.09776  -0.044390
6.09583  6.09754  -0.044390
6.09571  6.09619  -0.044390
6.09515  6.09598  -0.044390
6.09537  6.09600  -0.044390
6.09549  6.09594  -0.044390
6.09583  6.09587  -0.044390
6.09616  6.09587  -0.044390
6.09672  6.09596  -0.044390
6.09650  6.09607  -0.044390
