date            ibm           vw            ew
19831031      -0.000985     -0.028049     -0.059273
19831130      -0.066469      0.029556      0.031713
19831230       0.039404     -0.010464     -0.019672
19840131      -0.064549     -0.013023      0.005424
19840229      -0.025630     -0.039073     -0.050767
19840330       0.034014      0.013389      0.007449
19840430      -0.002193      0.002534     -0.020524
19840531      -0.044396     -0.052342     -0.051570
19840629      -0.018561      0.023385      0.011996
19840731       0.047281     -0.020621     -0.050303
19840831       0.127314      0.112689      0.088817
19840928       0.004040      0.000404     -0.000377
19841031       0.011871     -0.000074     -0.023756
19841130      -0.023069     -0.010685     -0.031506
19841231       0.011294      0.023656      0.002732
19850131       0.107614      0.085718      0.121473
19850228      -0.009349      0.016896      0.046017
19850329      -0.052239     -0.001747     -0.003526
19850430      -0.003937     -0.002186     -0.009646
19850531       0.025494      0.055775      0.022235
19850628      -0.037901      0.017091      0.002100
19850731       0.061616     -0.000251      0.021411
19850830      -0.027783     -0.004795     -0.002204
19850930      -0.021718     -0.039825     -0.056852
19851031       0.048436      0.044441      0.017645
19851129       0.084504      0.069228      0.052572
19851231       0.112701      0.043061      0.028004
19860131      -0.025723      0.009829      0.044056
19860228       0.003135      0.072500      0.060388
19860331       0.004143      0.053885      0.047201
19860430       0.031353     -0.007900      0.016154
19860530      -0.017760      0.050844      0.036194
19860630      -0.038556      0.014246      0.008087
19860731      -0.095563     -0.059700     -0.073128
19860829       0.055472      0.066181      0.023269
19860930      -0.030631     -0.079021     -0.059071
19861031      -0.080855      0.049303      0.023777
19861128       0.037209      0.015093     -0.006263
19861231      -0.056047     -0.026388     -0.034609
19870130       0.072917      0.128496      0.117565
19870227       0.092039      0.047918      0.074612
19870331       0.076165      0.023664      0.036313
19870430       0.066611     -0.017001     -0.017673
19870529       0.006089      0.005125      0.000573
19870630       0.015625      0.043662      0.021475
19870731      -0.009231      0.044248      0.035128
19870831       0.052640      0.037146      0.014528
19870930      -0.104677     -0.020774     -0.015876
19871030      -0.187396     -0.225363     -0.272248
19871130      -0.086939     -0.072273     -0.050850
19871231       0.042889      0.070327      0.026065
19880129      -0.027056      0.044880      0.077392
19880229       0.055395      0.051695      0.060265
19880331      -0.084043     -0.016598      0.035690
19880429       0.053426      0.010991      0.014016
19880531       0.001985      0.000448     -0.017671
19880630       0.132222      0.051460      0.047677
19880729      -0.012758     -0.007272      0.000289
19880831      -0.104573     -0.028006     -0.025001
19880930       0.034753      0.037202      0.016951
19881031       0.062839      0.017637     -0.011485
19881130      -0.024669     -0.016412     -0.036484
19881230       0.028481      0.021075      0.018872
19890131       0.071795      0.066103      0.062124
19890228      -0.061435     -0.016446      0.002988
19890331      -0.101852      0.021465      0.018060
19890428       0.044674      0.048204      0.029089
19890531      -0.027763      0.039338      0.025054
19890630       0.020525     -0.004866     -0.007744
19890731       0.027933      0.077131      0.031017
19890831       0.029000      0.022127      0.018626
19890929      -0.067236     -0.001474      0.005532
19891031      -0.082380     -0.029281     -0.049934
19891130      -0.014115      0.017815     -0.005800
19891229      -0.035851      0.018295     -0.012375
19900131       0.047809     -0.070115     -0.046408
19900228       0.065501      0.014901      0.015434
19900330       0.021661      0.024140      0.021315
19900430       0.027091     -0.028286     -0.028117
19900531       0.112018      0.088936      0.045675
19900629      -0.020833     -0.004196      0.005359
19900731      -0.051064     -0.009405     -0.025732
19900831      -0.075471     -0.091896     -0.108911
19900928       0.044172     -0.053843     -0.080468
19901031      -0.009401     -0.012504     -0.057155
19901130       0.089775      0.065744      0.035468
19901231      -0.005501      0.029513     -0.004526
19910131       0.121681      0.049078      0.084175
19910228       0.025325      0.075847      0.133898
19910328      -0.115534      0.028923      0.078293
19910430      -0.095499      0.003322      0.031962
19910531       0.042087      0.040732      0.031385
19910628      -0.084806     -0.044029     -0.031773
19910731       0.042471      0.046795      0.034202
19910830      -0.031259      0.026819      0.027507
19910930       0.069677     -0.010975      0.008131
19911031      -0.051870      0.017789      0.024639
19911129      -0.046209     -0.037275     -0.023735
19911231      -0.037838      0.106778      0.035353
19920131       0.011236     -0.001182      0.149970
19920228      -0.021278      0.013354      0.052124
19920331      -0.038849     -0.023700     -0.014169
19920430       0.086826      0.013419     -0.033262
19920529       0.013333      0.006439      0.005678
19920630       0.078512     -0.019287     -0.039215
19920731      -0.031928      0.039900      0.027617
19920831      -0.072982     -0.020822     -0.023900
19920930      -0.067821      0.012449      0.011050
19921030      -0.171827      0.010986      0.016224
19921130       0.038654      0.040193      0.066686
19921231      -0.261905      0.017773      0.035678
19930129       0.022333      0.012643      0.067612
19930226       0.066311      0.005402     -0.007198
19930331      -0.064368      0.025076      0.031411
19930430      -0.044226     -0.025400     -0.011112
19930528       0.095938      0.029598      0.038740
19930630      -0.063981      0.005440      0.013419
19930730      -0.098734     -0.000795      0.013719
19930831       0.033708      0.039479      0.039698
19930930      -0.081967      0.000641      0.025507
19931029       0.095238      0.018064      0.040518
19931130       0.176630     -0.017606     -0.024467
19931231       0.048724      0.019513      0.016190
19940131       0.000000      0.031466      0.049166
19940228      -0.059735     -0.024224     -0.009952
19940331       0.033097     -0.045795     -0.045962
19940429       0.052632      0.009478     -0.011728
19940531       0.100000      0.009360     -0.000831
19940630      -0.067460     -0.027909     -0.028182
19940729       0.053191      0.030633      0.015778
19940831       0.111111      0.042597      0.036756
19940930       0.016423     -0.018363      0.004865
19941031       0.070018      0.014520     -0.003305
19941130      -0.046980     -0.037219     -0.040741
19941230       0.038869      0.012609     -0.013424
19950131      -0.018707      0.020399      0.027860
19950228       0.046794      0.039615      0.028369
19950331       0.091362      0.027041      0.019518
19950428       0.152207      0.025048      0.026976
19950531      -0.014531      0.034007      0.020270
19950630       0.032258      0.031173      0.049917
19950731       0.134115      0.040783      0.054708
19950831      -0.048220      0.009305      0.032043
19950929      -0.085852      0.036362      0.026400
19951031       0.029101     -0.011317     -0.041473
19951130      -0.003856      0.042708      0.016659
19951229      -0.054334      0.015191      0.008928
19960131       0.187414      0.028144      0.034657
19960229       0.132488      0.016310      0.032305
19960329      -0.092762      0.010927      0.024086
19960430      -0.031461      0.025511      0.058049
19960531      -0.006032      0.026800      0.062615
19960628      -0.072600     -0.008298     -0.032167
19960731       0.085859     -0.053819     -0.079602
19960830       0.067209      0.032463      0.045634
19960930       0.088525      0.053015      0.028753
19961031       0.036145      0.013632     -0.020842
19961129       0.238178      0.065502      0.024696
19961231      -0.049412     -0.011358     -0.002604
19970131       0.035479      0.053449      0.063831
19970228      -0.081434     -0.001144     -0.010299
19970331      -0.045217     -0.044820     -0.049224
19970430       0.169399      0.042303     -0.021596
19970530       0.080374      0.071624      0.085194
19970630       0.043353      0.044145      0.043145
19970731       0.171745      0.076502      0.048824
19970829      -0.039480     -0.036267      0.027605
19970930       0.045623      0.058433      0.081737
19971031      -0.070755     -0.034528     -0.026145
19971128       0.113706      0.030459     -0.022063
19971231      -0.044521      0.017772     -0.023875
