Date         ibm         vw           ew          sp
19710730    -0.08123    -0.04028    -0.05363    -0.04132
19710831     0.04824     0.04251     0.04116     0.03610
19710930    -0.00082    -0.00502    -0.00465    -0.00697
19711029    -0.01070    -0.04068    -0.05747    -0.04179
19711130     0.02097    -0.00126    -0.03415    -0.00255
19711231     0.10147     0.09126     0.11713     0.08618
19720131     0.09361     0.02839     0.10389     0.01812
19720229     0.00503     0.03135     0.04181     0.02530
19720330     0.03731     0.00872    -0.00095     0.00591
19720428     0.00981     0.00550     0.00123     0.00438
19720531     0.03394     0.01637    -0.01812     0.01728
19720630    -0.01446    -0.02090    -0.03377    -0.02182
19720731     0.02232    -0.00425    -0.02949     0.00233
19720831     0.02271     0.03596     0.01225     0.03445
19720929    -0.00490    -0.00767    -0.03073    -0.00486
19721031    -0.05166     0.00867    -0.01377     0.00932
19721130     0.01777     0.04977     0.05110     0.04562
19721229     0.02813     0.01124    -0.01987     0.01183
19730131     0.08333    -0.02758    -0.02613    -0.01711
19730228    -0.00597    -0.04449    -0.07284    -0.03749
19730330     0.00000    -0.00794    -0.02898    -0.00143
19730430    -0.05446    -0.05178    -0.07062    -0.04080
19730531    -0.03226    -0.02451    -0.08358    -0.01888
19730629     0.00715    -0.00868    -0.03774    -0.00657
19730731    -0.00789     0.05710     0.10592     0.03798
19730831    -0.03936    -0.02965    -0.04442    -0.03668
19730928    -0.14286     0.05398     0.07299     0.04010
19731031     0.08624    -0.00029     0.00030    -0.00129
19731130    -0.05042    -0.12082    -0.17525    -0.11386
19731231    -0.06887     0.01141    -0.04176     0.01657
19740131    -0.00608     0.00443     0.13237    -0.01005
19740228    -0.02485     0.00235     0.00862    -0.00362
19740329    -0.00893    -0.02337     0.00838    -0.02328
19740430    -0.03606    -0.04596    -0.05554    -0.03905
19740531    -0.05927    -0.04198    -0.07255    -0.03355
19740628     0.00118    -0.02294    -0.03348    -0.01467
19740731    -0.05229    -0.07088    -0.05191    -0.07779
19740830    -0.04030    -0.08775    -0.08579    -0.09028
19740930    -0.17188    -0.10971    -0.07903    -0.11933
19741031     0.18947     0.16559     0.08888     0.16305
19741129    -0.05486    -0.04095    -0.05134    -0.05318
19741231    -0.05219    -0.02701    -0.08074    -0.02015
19750131     0.12054     0.14150     0.29921     0.12281
19750228     0.15272     0.05842     0.05392     0.05989
19750331    -0.04118     0.03019     0.08150     0.02169
19750430     0.01573     0.04649     0.03109     0.04726
19750530     0.03157     0.05514     0.07288     0.04410
19750630    -0.02791     0.05147     0.07179     0.04432
19750731    -0.08971    -0.06039    -0.00896    -0.06765
19750829    -0.01183    -0.02356    -0.04812    -0.02107
19750930     0.01074    -0.03801    -0.03887    -0.03465
19751031     0.12749     0.05586     0.01472     0.06164
19751128     0.07479     0.03122     0.01680     0.02471
19751231    -0.00939    -0.01100    -0.00060    -0.01151
19760130     0.14939     0.12601     0.19004     0.11831
19760227    -0.00145     0.00731     0.10629    -0.01140
19760331     0.02494     0.02680     0.01811     0.03069
19760430    -0.03292    -0.01039    -0.00381    -0.01100
19760528     0.01973    -0.00937    -0.01968    -0.01436
19760630     0.07842     0.04449     0.02651     0.04093
19760730    -0.01671    -0.00616     0.00224    -0.00806
19760831     0.01378    -0.00143    -0.01667    -0.00512
19760930     0.02832     0.02448     0.01699     0.02264
19761029    -0.03421    -0.02037    -0.02259    -0.02223
19761130     0.00552     0.00536     0.02669    -0.00777
19761231     0.02998     0.06160     0.10249     0.05250
19770131    -0.01388    -0.03634     0.03690    -0.05053
19770228     0.01181    -0.01576     0.00440    -0.02166
19770331     0.00181    -0.00925     0.01065    -0.01403
19770429    -0.06420     0.00495     0.01693     0.00020
19770531    -0.04155    -0.01079     0.00287    -0.02357
19770630     0.07536     0.05137     0.05150     0.04536
19770729     0.01563    -0.01281     0.01236    -0.01622
19770831     0.01026    -0.01335    -0.00123    -0.02104
19770930    -0.02748     0.00157     0.01497    -0.00248
19771031    -0.01437    -0.03928    -0.02319    -0.04341
19771130     0.03596     0.04543     0.07087     0.02697
19771230     0.03598     0.00822     0.02108     0.00285
19780131    -0.02925    -0.05520    -0.01115    -0.06151
19780228    -0.04282    -0.00927     0.02601    -0.02476
19780331    -0.06269     0.03401     0.06784     0.02493
19780428     0.12951     0.08284     0.07932     0.08542
19780531    -0.01831     0.02324     0.06762     0.00423
19780630    -0.00387    -0.01075     0.01029    -0.01759
19780731     0.09232     0.05675     0.05239     0.05391
19780831     0.04895     0.04235     0.09355     0.02592
19780929    -0.05096    -0.00689     0.00620    -0.00726
19781031    -0.04603    -0.11100    -0.17728    -0.09157
19781130     0.03077     0.03379     0.03821     0.01664
19781229     0.10761     0.01771     0.01435     0.01489
19790131     0.03434     0.04949     0.09366     0.03975
19790228    -0.01720    -0.02677    -0.01627    -0.03653
19790330     0.05167     0.06562     0.08417     0.05515
19790430    -0.00396     0.00852     0.02881     0.00167
19790531    -0.02167    -0.01358    -0.00684    -0.02634
19790629    -0.03454     0.04685     0.05466     0.03866
19790731    -0.04940     0.01499     0.02137     0.00875
19790831     0.01591     0.06473     0.07562     0.05308
19790928    -0.03214     0.00143    -0.00117     0.00000
19791031    -0.07934    -0.07266    -0.09791    -0.06861
19791130     0.05988     0.06360     0.06529     0.04262
19791231    -0.01341     0.02821     0.06748     0.01677
19800131     0.06602     0.06561     0.10513     0.05762
19800229    -0.06215     0.00101    -0.00630    -0.00438
19800331    -0.12205    -0.12022    -0.16504    -0.10179
19800430    -0.01570     0.05229     0.05346     0.04114
19800530     0.02478     0.06009     0.07125     0.04657
19800630     0.06095     0.03771     0.04618     0.02697
19800731     0.11064     0.06944     0.08928     0.06504
19800829     0.01701     0.02355     0.06398     0.00584
19800930    -0.02099     0.02950     0.05246     0.02517
19801031     0.03899     0.02008     0.04752     0.01602
19801128     0.03542     0.10492     0.06920     0.10238
19801231    -0.00367    -0.03441    -0.03242    -0.03387
19810130    -0.05157    -0.04011     0.00561    -0.04574
19810227     0.01142     0.01552     0.00215     0.01328
19810331    -0.02918     0.04618     0.07267     0.03603
19810430    -0.06012    -0.01126     0.02789    -0.02346
19810529     0.01680     0.01355     0.02719    -0.00166
19810630    -0.01489    -0.01023    -0.01319    -0.01041
19810731    -0.03024    -0.00307    -0.01998    -0.00221
19810831    -0.00249    -0.05628    -0.07191    -0.06210
19810930    -0.01814    -0.06377    -0.09006    -0.05383
19811030    -0.04850     0.06018     0.06973     0.04915
19811130     0.07495     0.04584     0.02167     0.03659
19811231     0.04358    -0.02810    -0.01969    -0.03008
19820129     0.11868    -0.02621    -0.01735    -0.01754
19820226    -0.01399    -0.05113    -0.04799    -0.06055
19820331    -0.03434    -0.01009    -0.01206    -0.01017
19820430     0.07531     0.04327     0.05224     0.04001
19820528    -0.02942    -0.02821    -0.02249    -0.03916
19820630    -0.01423    -0.02391    -0.03670    -0.02029
19820730     0.08247    -0.02053    -0.01478    -0.02299
19820831     0.08739     0.11901     0.06328     0.11598
19820930     0.04078     0.01676     0.03316     0.00761
19821029     0.08859     0.11864     0.12845     0.11036
19821130     0.09371     0.05193     0.09204     0.03612
19821231     0.11272     0.01452     0.02346     0.01516
19830131     0.02727     0.04184     0.11703     0.03313
19830228     0.00996     0.03021     0.04726     0.01900
19830331     0.02778     0.03468     0.05052     0.03309
19830429     0.14988     0.07418     0.08069     0.07492
19830531    -0.04103     0.01322     0.09174    -0.01235
19830630     0.08090     0.03784     0.04634     0.03522
19830729     0.00104    -0.03156    -0.01754    -0.03301
19830831     0.00062     0.00347    -0.03291     0.01132
19830930     0.06172     0.01606     0.00005     0.01016
19831031    -0.00099    -0.02805    -0.05920    -0.01517
19831130    -0.06647     0.02955     0.03169     0.01743
19831230     0.03940    -0.01047    -0.01966    -0.00883
19840131    -0.06455    -0.01302     0.00544    -0.00922
19840229    -0.02563    -0.03907    -0.05075    -0.03886
19840330     0.03401     0.01339     0.00746     0.01350
19840430    -0.00219     0.00254    -0.02050     0.00547
19840531    -0.04440    -0.05234    -0.05151    -0.05936
19840629    -0.01856     0.02338     0.01197     0.01747
19840731     0.04728    -0.02062    -0.05025    -0.01645
19840831     0.12731     0.11268     0.08876     0.10633
19840928     0.00404     0.00041    -0.00035    -0.00348
19841031     0.01187    -0.00008    -0.02377    -0.00006
19841130    -0.02307    -0.01068    -0.03148    -0.01511
19841231     0.01129     0.02366     0.00272     0.02237
19850131     0.10761     0.08572     0.12150     0.07409
19850228    -0.00935     0.01690     0.04609     0.00868
19850329    -0.05224    -0.00174    -0.00352    -0.00293
19850430    -0.00394    -0.00220    -0.00964    -0.00459
19850531     0.02549     0.05578     0.02223     0.05405
19850628    -0.03790     0.01708     0.00210     0.01213
19850731     0.06162    -0.00025     0.02141    -0.00485
19850830    -0.02778    -0.00479    -0.00220    -0.01199
19850930    -0.02172    -0.03982    -0.05685    -0.03472
19851031     0.04844     0.04444     0.01765     0.04251
19851129     0.08450     0.06923     0.05257     0.06506
19851231     0.11270     0.04313     0.02802     0.04506
19860131    -0.02572     0.00983     0.04402     0.00237
19860228     0.00314     0.07255     0.06048     0.07149
19860331     0.00414     0.05396     0.04732     0.05279
19860430     0.03135    -0.00790     0.01613    -0.01415
19860530    -0.01776     0.05080     0.03619     0.05023
19860630    -0.03856     0.01424     0.00798     0.01411
19860731    -0.09556    -0.05970    -0.07313    -0.05868
19860829     0.05547     0.06618     0.02326     0.07119
19860930    -0.03063    -0.07902    -0.05909    -0.08544
19861031    -0.08086     0.04931     0.02381     0.05473
19861128     0.03721     0.01508    -0.00631     0.02148
19861231    -0.05605    -0.02639    -0.03458    -0.02829
19870130     0.07292     0.12848     0.11749     0.13177
19870227     0.09204     0.04790     0.07457     0.03692
19870331     0.07616     0.02364     0.03636     0.02639
19870430     0.06661    -0.01701    -0.01767    -0.01145
19870529     0.00609     0.00513     0.00057     0.00603
19870630     0.01563     0.04369     0.02148     0.04791
19870731    -0.00923     0.04423     0.03518     0.04822
19870831     0.05264     0.03712     0.01454     0.03496
19870930    -0.10468    -0.02079    -0.01588    -0.02417
19871030    -0.18740    -0.22534    -0.27231    -0.21763
19871130    -0.08694    -0.07229    -0.05084    -0.08535
19871231     0.04289     0.07032     0.02612     0.07286
19880129    -0.02706     0.04488     0.07740     0.04043
19880229     0.05539     0.05169     0.06015     0.04182
19880331    -0.08404    -0.01660     0.03569    -0.03334
19880429     0.05343     0.01100     0.01408     0.00942
19880531     0.00198     0.00044    -0.01770     0.00318
19880630     0.13222     0.05146     0.04770     0.04326
19880729    -0.01276    -0.00727     0.00024    -0.00541
19880831    -0.10457    -0.02801    -0.02490    -0.03860
19880930     0.03475     0.03721     0.01700     0.03973
19881031     0.06284     0.01764    -0.01152     0.02596
19881130    -0.02467    -0.01642    -0.03653    -0.01889
19881230     0.02848     0.02107     0.01879     0.01469
19890131     0.07179     0.06610     0.06215     0.07111
19890228    -0.06144    -0.01645     0.00299    -0.02894
19890331    -0.10185     0.02147     0.01806     0.02081
19890428     0.04467     0.04820     0.02908     0.05009
19890531    -0.02776     0.03934     0.02506     0.03514
19890630     0.02052    -0.00487    -0.00774    -0.00792
19890731     0.02793     0.07713     0.03103     0.08837
19890831     0.02900     0.02213     0.01862     0.01552
19890929    -0.06724    -0.00147     0.00555    -0.00654
19891031    -0.08238    -0.02928    -0.04998    -0.02518
19891130    -0.01411     0.01782    -0.00580     0.01654
19891229    -0.03585     0.01830    -0.01238     0.02142
19900131     0.04781    -0.07012    -0.04642    -0.06882
19900228     0.06550     0.01490     0.01543     0.00854
19900330     0.02166     0.02414     0.02132     0.02426
19900430     0.02709    -0.02828    -0.02810    -0.02689
19900531     0.11202     0.08894     0.04567     0.09199
19900629    -0.02083    -0.00420     0.00538    -0.00889
19900731    -0.05106    -0.00940    -0.02572    -0.00522
19900831    -0.07547    -0.09190    -0.10896    -0.09431
19900928     0.04417    -0.05384    -0.08059    -0.05118
19901031    -0.00940    -0.01250    -0.05711    -0.00670
19901130     0.08977     0.06574     0.03550     0.05993
19901231    -0.00550     0.02952    -0.00452     0.02483
19910131     0.12168     0.04908     0.08402     0.04152
19910228     0.02533     0.07585     0.13394     0.06728
19910328    -0.11553     0.02892     0.07836     0.02220
19910430    -0.09550     0.00332     0.03202     0.00035
19910531     0.04209     0.04073     0.03145     0.03858
19910628    -0.08481    -0.04403    -0.03174    -0.04789
19910731     0.04247     0.04680     0.03427     0.04486
19910830    -0.03126     0.02682     0.02760     0.01965
19910930     0.06968    -0.01097     0.00813    -0.01914
19911031    -0.05187     0.01779     0.02464     0.01186
19911129    -0.04621    -0.03728    -0.02374    -0.04393
19911231    -0.03784     0.10678     0.03523     0.11159
19920131     0.01124    -0.00119     0.14985    -0.01990
19920228    -0.02128     0.01334     0.05208     0.00956
19920331    -0.03885    -0.02370    -0.01418    -0.02183
19920430     0.08683     0.01344    -0.03327     0.02789
19920529     0.01333     0.00642     0.00568     0.00096
19920630     0.07851    -0.01928    -0.03915    -0.01736
19920731    -0.03193     0.03987     0.02761     0.03937
19920831    -0.07298    -0.02080    -0.02390    -0.02400
19920930    -0.06782     0.01243     0.01104     0.00911
19921030    -0.17183     0.01100     0.01623     0.00211
19921130     0.03865     0.04019     0.06660     0.03026
19921231    -0.26190     0.01775     0.03573     0.01011
19930129     0.02233     0.01264     0.06763     0.00705
19930226     0.06631     0.00540    -0.00725     0.01048
19930331    -0.06437     0.02507     0.03138     0.01870
19930430    -0.04423    -0.02540    -0.01111    -0.02542
19930528     0.09594     0.02959     0.03875     0.02272
19930630    -0.06398     0.00545     0.01332     0.00076
19930730    -0.09873    -0.00080     0.01371    -0.00533
19930831     0.03371     0.03948     0.03970     0.03443
19930930    -0.08197     0.00064     0.02551    -0.00999
19931029     0.09524     0.01807     0.04053     0.01939
19931130     0.17663    -0.01759    -0.02447    -0.01291
19931231     0.04872     0.01952     0.01619     0.01009
19940131     0.00000     0.03145     0.04915     0.03250
19940228    -0.05973    -0.02420    -0.01008    -0.03005
19940331     0.03310    -0.04580    -0.04600    -0.04575
19940429     0.05263     0.00948    -0.01172     0.01153
19940531     0.10000     0.00936    -0.00085     0.01242
19940630    -0.06746    -0.02791    -0.02819    -0.02681
19940729     0.05319     0.03063     0.01579     0.03147
19940831     0.11111     0.04260     0.03673     0.03764
19940930     0.01642    -0.01836     0.00487    -0.02690
19941031     0.07002     0.01452    -0.00325     0.02083
19941130    -0.04698    -0.03721    -0.04071    -0.03950
19941230     0.03887     0.01260    -0.01343     0.01230
19950131    -0.01871     0.02040     0.02782     0.02428
19950228     0.04679     0.03962     0.02834     0.03607
19950331     0.09136     0.02704     0.01949     0.02733
19950428     0.15221     0.02505     0.02700     0.02796
19950531    -0.01453     0.03401     0.02025     0.03631
19950630     0.03226     0.03118     0.04995     0.02128
19950731     0.13411     0.04078     0.05473     0.03178
19950831    -0.04822     0.00931     0.03207    -0.00032
19950929    -0.08585     0.03636     0.02637     0.04010
19951031     0.02910    -0.01132    -0.04150    -0.00498
19951130    -0.00386     0.04271     0.01669     0.04105
19951229    -0.05433     0.01519     0.00895     0.01744
19960131     0.18741     0.02815     0.03476     0.03262
19960229     0.13249     0.01630     0.03227     0.00693
19960329    -0.09276     0.01094     0.02408     0.00792
19960430    -0.03146     0.02551     0.05806     0.01343
19960531    -0.00603     0.02678     0.06259     0.02285
19960628    -0.07260    -0.00828    -0.03209     0.00226
19960731     0.08586    -0.05382    -0.07955    -0.04575
19960830     0.06721     0.03247     0.04562     0.01881
19960930     0.08852     0.05299     0.02875     0.05417
19961031     0.03614     0.01362    -0.02087     0.02613
19961129     0.23818     0.06552     0.02470     0.07338
19961231    -0.04941    -0.01137    -0.00245    -0.02151
19970131     0.03548     0.05344     0.06383     0.06132
19970228    -0.08143    -0.00116    -0.01026     0.00593
19970331    -0.04522    -0.04481    -0.04921    -0.04261
19970430     0.16940     0.04230    -0.02158     0.05841
19970530     0.08037     0.07163     0.08523     0.05858
19970630     0.04335     0.04413     0.04315     0.04345
19970731     0.17175     0.07651     0.04882     0.07812
19970829    -0.03948    -0.03624     0.02754    -0.05745
19970930     0.04562     0.05846     0.08174     0.05315
19971031    -0.07075    -0.03448    -0.02618    -0.03448
19971128     0.11371     0.03050    -0.02209     0.04459
19971231    -0.04452     0.01775    -0.02389     0.01573
19980130    -0.05615     0.00452     0.01533     0.01015
19980227     0.05962     0.07322     0.06045     0.07045
19980331    -0.00539     0.05132     0.04687     0.04995
19980430     0.11552     0.01088     0.02329     0.00908
19980529     0.01592    -0.02573    -0.04259    -0.01883
19980630    -0.02287     0.03200    -0.02914     0.03944
19980731     0.15406    -0.02324    -0.05049    -0.01162
19980831    -0.14834    -0.15768    -0.19659    -0.14580
19980930     0.14095     0.06390     0.04322     0.06240
19981030     0.15564     0.07435     0.03788     0.08029
19981130     0.11343     0.06200     0.07606     0.05913
19981231     0.11658     0.06314     0.01880     0.05638
19990129    -0.00610     0.03845     0.06474     0.04101
19990226    -0.07247    -0.03808    -0.04212    -0.03228
19990331     0.04418     0.03806    -0.00127     0.03879
19990430     0.18018     0.04890     0.08393     0.03794
19990528     0.11020    -0.02069     0.02511    -0.02497
19990630     0.11422     0.05112     0.03848     0.05444
19990730    -0.02756    -0.03052     0.00719    -0.03205
19990831    -0.00800    -0.01000    -0.03058    -0.00625
19990930    -0.02860    -0.02257    -0.01424    -0.02855
19991029    -0.18802     0.06211    -0.00133     0.06254
19991130     0.05020     0.03698     0.09144     0.01906
19991231     0.04669     0.08397     0.08491     0.05784
20000131     0.04056    -0.03960     0.05056    -0.05090
20000229    -0.08356     0.03194     0.12036    -0.02011
20000331     0.14842     0.05390    -0.00036     0.09672
20000428    -0.05508    -0.05968    -0.08850    -0.03080
20000531    -0.03583    -0.03898    -0.05733    -0.02192
20000630     0.02037     0.05162     0.07930     0.02393
20000731     0.02624    -0.01718    -0.01938    -0.01634
20000831     0.17514     0.07631     0.05930     0.06070
20000929    -0.14773    -0.05137    -0.04014    -0.05348
20001031    -0.12444    -0.02462    -0.06682    -0.00495
20001130    -0.04944    -0.10313    -0.11856    -0.08007
20001229    -0.09091     0.01957    -0.00690     0.00405
20010131     0.31765     0.03960     0.22490     0.03464
20010228    -0.10687    -0.09936    -0.07456    -0.09229
20010330    -0.03724    -0.07020    -0.07276    -0.06420
20010430     0.19713     0.08422     0.07656     0.07681
20010531    -0.02779     0.01055     0.06209     0.00509
20010629     0.01073    -0.01726     0.00766    -0.02500
20010731    -0.06894    -0.01816    -0.02841    -0.01077
20010831    -0.04866    -0.05964    -0.03495    -0.06411
20010928    -0.08234    -0.09159    -0.12781    -0.08172
20011031     0.17826     0.02795     0.07814     0.01810
20011130     0.07088     0.07876     0.08083     0.07518
20011231     0.04646     0.01786     0.05776     0.00757
20020131    -0.10805    -0.01595     0.01811    -0.01557
20020228    -0.08926    -0.02208    -0.03298    -0.02077
20020328     0.05993     0.04459     0.07454     0.03674
20020430    -0.19462    -0.04972    -0.00317    -0.06142
20020531    -0.03773    -0.01087    -0.01564    -0.00908
20020628    -0.10503    -0.07053    -0.06745    -0.07246
20020731    -0.02222    -0.08113    -0.10773    -0.07899
20020830     0.07287     0.00772     0.00651     0.00488
20020930    -0.22645    -0.09984    -0.08466    -0.11001
20021031     0.35380     0.07454     0.04297     0.08644
20021129     0.10299     0.06127     0.11768     0.05707
20021231    -0.10838    -0.05338    -0.04014    -0.06033
20030131     0.00903    -0.02308     0.00605    -0.02741
20030228    -0.00128    -0.01523    -0.02160    -0.01700
20030331     0.00616     0.01028     0.00965     0.00836
20030430     0.08249     0.08249     0.09833     0.08104
20030530     0.03887     0.06305     0.13305     0.05090
20030630    -0.06293     0.01638     0.04965     0.01132
20030731    -0.01515     0.02296     0.06173     0.01622
20030829     0.01132     0.02543     0.04752     0.01787
20030930     0.07706    -0.00931     0.02521    -0.01194
20031031     0.01302     0.06018     0.08097     0.05496
20031128     0.01363     0.01645     0.03810     0.00713
20031231     0.02364     0.04547     0.03908     0.05077
