hour min second price      volume
 10 12 21    40.9000      100
 10 12 21    40.9000      200
 10 12 23    40.8900      100
 10 12 26    40.8990      100
 10 12 27    40.8754      100
 10 12 27    40.9000      100
 10 12 27    40.9000      100
 10 12 27    40.9000      100
 10 12 27    40.9000      100
 10 12 27    40.9000      100
 10 12 29    40.8825      400
 10 12 30    40.8850      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      100
 10 12 31    40.8700      300
 10 12 31    40.8700      197
 10 12 31    40.8700      100
 10 12 31    40.8700      200
 10 12 31    40.8700      100
 10 12 31    40.8500      100
 10 12 31    40.8600      200
 10 12 31    40.8600      100
 10 12 32    40.8500      200
 10 12 32    40.8500      200
 10 12 32    40.8600      400
 10 12 32    40.8600      300
 10 12 34    40.8500      100
 10 12 36    40.8500      300
 10 12 36    40.8500      200
 10 12 36    40.8500      100
 10 12 36    40.8500      100
 10 12 37    40.8300      100
 10 12 37    40.8200      100
 10 12 37    40.8200      100
 10 12 37    40.8250      100
 10 12 38    40.8300      100
 10 12 38    40.8300      200
 10 12 38    40.8400      100
 10 12 38    40.8300      100
 10 12 38    40.8400      300
 10 12 38    40.8400      200
 10 12 38    40.8400      100
 10 12 38    40.8400      100
 10 12 38    40.8400      100
 10 12 39    40.8300      100
 10 12 39    40.8450      200
 10 12 41    40.8600      100
 10 12 41    40.8600      300
 10 12 41    40.8500      200
 10 12 41    40.8600      100
 10 12 41    40.8600      100
 10 12 41    40.8700      100
 10 12 41    40.8600      100
 10 12 41    40.8700      100
 10 12 41    40.8700      100
 10 12 41    40.8700      100
 10 12 42    40.8700      100
 10 12 42    40.8800      100
 10 12 42    40.8950      100
 10 12 42    40.9000      100
 10 12 42    40.8900      100
 10 12 43    40.9000      100
 10 12 43    40.9200      100
 10 12 43    40.9200      100
 10 12 43    40.9200      100
 10 12 43    40.9100      100
 10 12 44    40.8900      200
 10 12 45    40.8900      100
 10 12 45    40.8900      100
 10 12 45    40.8900      100
 10 12 46    40.9000      100
 10 12 46    40.9000      200
 10 12 47    40.8800      100
 10 12 48    40.8700      100
 10 12 49    40.8450      200
 10 12 50    40.8500      100
 10 12 50    40.8400      100
 10 12 50    40.8500      200
 10 12 50    40.8500      100
 10 12 53    40.8700      100
 10 12 53    40.8800      100
 10 12 53    40.8800      100
 10 12 53    40.8800      300
 10 12 53    40.8700      100
 10 12 53    40.8800      100
 10 12 53    40.8700      100
 10 12 53    40.8700      100
 10 12 53    40.8700      100
 10 12 53    40.8800      100
 10 12 53    40.8700      100
 10 13 00    40.8700      100
 10 13 00    40.8600      100
 10 13 00    40.8600      100
 10 13 00    40.8600      400
 10 13 00    40.8600      200
 10 13 05    40.8799      100
 10 13 07    40.8800      100
 10 13 07    40.8800      100
 10 13 07    40.8900      100
 10 13 08    40.8800      100
 10 13 08    40.8800      100
 10 13 08    40.8800      100
 10 13 08    40.8800      100
 10 13 08    40.8700      100
 10 13 08    40.8700      100
 10 13 08    40.8700      100
 10 13 09    40.8700      100
 10 13 09    40.8700      100
 10 13 10    40.8700      100
 10 13 10    40.8700      100
 10 13 10    40.8600      100
 10 13 10    40.8600      100
 10 13 10    40.8600      100
 10 13 10    40.8700      200
 10 13 10    40.8600      100
 10 13 10    40.8600      100
 10 13 10    40.8700      200
 10 13 10    40.8800      100
 10 13 10    40.8700      100
 10 13 10    40.8700      200
 10 13 10    40.8800      200
 10 13 10    40.8800      100
 10 13 10    40.8700      100
 10 13 10    40.8900      200
 10 13 12    40.8800      100
 10 13 12    40.8800      100
 10 13 15    40.8600      100
 10 13 15    40.8600      288
 10 13 15    40.8600      100
 10 13 15    40.8600      300
 10 13 15    40.8600      100
 10 13 15    40.8600      300
 10 13 15    40.8700      100
 10 13 15    40.8750      200
 10 13 15    40.8750      400
 10 13 15    40.8600      100
 10 13 15    40.8700      100
 10 13 15    40.8600      100
 10 13 15    40.8600      100
 10 13 16    40.8600      300
 10 13 18    40.8400      100
 10 13 18    40.8400      100
 10 13 18    40.8400      100
 10 13 18    40.8400      100
 10 13 18    40.8400      100
 10 13 18    40.8400      100
 10 13 21    40.8400      100
 10 13 21    40.8400      300
 10 13 22    40.8600      200
 10 13 22    40.8400      100
 10 13 23    40.8500      100
 10 13 23    40.8600      100
 10 13 23    40.8600      100
 10 13 23    40.8350      300
 10 13 23    40.8600      100
 10 13 23    40.8600      100
 10 13 23    40.8500      100
 10 13 23    40.8700      100
 10 13 23    40.8800      100
 10 13 23    40.8700      100
 10 13 23    40.8600      200
 10 13 23    40.8900      100
 10 13 23    40.8800      100
 10 13 23    40.8900      100
 10 13 23    40.8700      100
 10 13 23    40.8900      100
 10 13 23    40.8900      100
 10 13 23    40.9000      100
 10 13 23    40.8900      100
 10 13 24    40.8900      100
 10 13 24    40.8900      100
 10 13 25    40.8900      100
 10 13 26    40.8700      100
 10 13 26    40.8700      100
 10 13 29    40.8400      100
 10 13 29    40.8200      100
 10 13 29    40.8300      300
 10 13 29    40.8000      100
 10 13 29    40.8350      200
 10 13 29    40.8300      100
 10 13 29    40.8000      100
 10 13 29    40.8350      400
 10 13 29    40.8300      100
 10 13 29    40.8300      100
 10 13 29    40.8300      100
 10 13 29    40.8350      100
 10 13 29    40.8300      200
 10 13 29    40.8350      100
 10 13 29    40.8000      100
 10 13 30    40.8100      100
 10 13 30    40.8100      200
 10 13 30    40.8200      100
 10 13 30    40.8200      100
 10 13 30    40.8100      100
 10 13 30    40.8300      100
 10 13 30    40.8300      100
 10 13 30    40.8200      100
 10 13 30    40.8200      100
 10 13 30    40.8200      100
 10 13 30    40.8200      200
 10 13 30    40.8300      100
 10 13 30    40.8300      100
 10 13 31    40.8400      200
 10 13 31    40.8300      100
 10 13 31    40.8300      100
 10 13 31    40.8300      100
 10 13 31    40.8400      100
 10 13 33    40.8600      100
 10 13 33    40.8800      100
 10 13 34    40.8600      100
 10 13 34    40.8600      100
 10 13 34    40.8800      200
 10 13 34    40.8600      100
 10 13 34    40.8700      100
 10 13 34    40.8600      100
 10 13 34    40.8600      100
 10 13 34    40.8700      100
 10 13 34    40.8700      100
 10 13 34    40.9000      100
 10 13 34    40.9000      100
 10 13 34    40.8525      300
 10 13 34    40.8900      100
 10 13 36    40.8900      199
 10 13 38    40.8700      100
 10 13 39    40.8900      100
 10 13 39    40.8900      100
 10 13 41    40.8500      195
 10 13 41    40.8500      100
 10 13 41    40.8500      100
 10 13 41    40.8500      100
 10 13 41    40.8500      100
 10 13 41    40.8500      100
 10 13 41    40.8500      100
 10 13 41    40.8400      100
 10 13 42    40.8400      200
 10 13 42    40.8400      103
 10 13 42    40.8400      100
 10 13 42    40.8450      200
 10 13 42    40.8400      100
 10 13 42    40.8400      100
 10 13 42    40.8500      100
 10 13 43    40.8400      100
 10 13 43    40.8300      100
 10 13 43    40.8400      200
 10 13 43    40.8236      250
 10 13 43    40.8300      200
 10 13 43    40.8300      100
 10 13 43    40.8300      400
 10 13 43    40.8400      100
 10 13 43    40.8400      200
 10 13 43    40.8300      100
 10 13 43    40.8300      100
 10 13 43    40.8450      200
 10 13 43    40.8350      100
 10 13 43    40.8300      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8450      200
 10 13 43    40.8450      400
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8300      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8400      100
 10 13 43    40.8450      100
 10 13 43    40.8350      200
 10 13 43    40.8200      100
 10 13 43    40.8200      100
 10 13 43    40.8350      100
 10 13 43    40.8000      100
 10 13 43    40.8350      200
 10 13 43    40.8100      100
 10 13 43    40.8000      100
 10 13 43    40.8350      100
 10 13 43    40.8400      100
 10 13 44    40.8350      100
 10 13 44    40.8200      100
 10 13 44    40.8350      100
 10 13 44    40.8100      100
 10 13 44    40.8350      200
 10 13 44    40.8200      200
 10 13 44    40.8000      100
 10 13 44    40.8000      100
 10 13 44    40.8300      100
 10 13 44    40.8000      100
 10 13 44    40.8100      100
 10 13 44    40.8000      100
 10 13 44    40.8000      100
 10 13 44    40.8000      100
 10 13 44    40.8000      100
 10 13 44    40.8000      100
 10 13 44    40.7700      100
 10 13 44    40.7500      100
 10 13 45    40.8100      100
 10 13 45    40.7800      100
 10 13 45    40.8100      100
 10 13 45    40.7800      100
 10 13 45    40.8050      200
 10 13 45    40.8050      100
 10 13 45    40.8000      100
 10 13 45    40.8100      100
 10 13 45    40.8100      100
 10 13 45    40.8100      300
 10 13 45    40.8100      100
 10 13 45    40.8100      100
 10 13 46    40.8200      200
 10 13 49    40.7900      100
 10 13 49    40.8200      300
 10 13 49    40.8200      300
 10 13 49    40.8200      100
 10 13 49    40.8200      200
 10 13 49    40.8200      100
 10 13 50    40.8200      100
 10 13 52    40.8200      100
 10 13 52    40.8200      100
 10 13 54    40.8200      100
 10 13 54    40.8200      100
 10 13 54    40.8200      100
 10 13 54    40.8300      100
 10 13 54    40.8300      100
 10 13 54    40.8200      100
 10 13 54    40.8200      100
 10 13 54    40.8200      100
 10 13 54    40.8200      100
 10 13 54    40.8200      100
 10 13 55    40.8300      200
 10 13 56    40.8300      100
 10 13 56    40.8300      300
 10 13 57    40.8250      100
 10 13 59    40.8200      400
 10 14 00    40.8200      100
 10 14 01    40.8200      100
 10 14 01    40.8200      100
 10 14 01    40.8200      100
 10 14 02    40.8299      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8200      100
 10 14 03    40.8250      300
 10 14 03    40.8250      300
 10 14 03    40.8225      500
 10 14 03    40.8250      300
 10 14 03    40.8200      500
 10 14 04    40.8000      200
 10 14 04    40.8100      100
 10 14 04    40.8000      300
 10 14 04    40.8000      200
 10 14 04    40.8200      100
 10 14 04    40.8100      200
 10 14 05    40.8000      100
 10 14 05    40.8000      100
 10 14 07    40.7900      200
 10 14 07    40.7900      100
 10 14 07    40.7900      100
 10 14 07    40.7900      100
 10 14 07    40.7900      200
 10 14 07    40.7700      100
 10 14 09    40.7650      100
 10 14 09    40.7650      100
 10 14 09    40.7650      100
 10 14 10    40.7700      300
 10 14 10    40.7700      100
 10 14 10    40.7700      200
 10 14 10    40.7700      100
 10 14 10    40.7700      100
 10 14 10    40.7800      100
 10 14 10    40.7800      100
 10 14 11    40.7900      100
 10 14 11    40.7900      100
 10 14 11    40.7900      100
 10 14 11    40.8000      100
 10 14 13    40.8000      100
 10 14 13    40.8000      100
 10 14 14    40.7800      100
 10 14 15    40.7700      100
 10 14 16    40.7820      100
 10 14 17    40.8000      100
 10 14 17    40.8000      100
 10 14 18    40.8100      300
 10 14 22    40.7800      100
 10 14 22    40.7800      100
 10 14 22    40.7700      100
 10 14 22    40.7700      100
 10 14 22    40.7700      100
 10 14 22    40.7600      100
 10 14 22    40.7750      100
 10 14 22    40.7750      300
 10 14 22    40.7700      300
 10 14 22    40.7700      200
 10 14 22    40.7500      100
 10 14 22    40.7500      100
 10 14 22    40.7600      100
 10 14 22    40.7500      100
 10 14 23    40.7500      100
 10 14 23    40.7500      600
 10 14 23    40.7500      100
 10 14 23    40.7500      100
 10 14 23    40.7500      100
 10 14 23    40.7500      100
 10 14 23    40.7750      200
 10 14 23    40.7400      100
 10 14 23    40.7500      100
 10 14 23    40.7500      100
 10 14 23    40.7300      100
 10 14 23    40.7400      100
 10 14 23    40.7600      200
 10 14 24    40.7300      100
 10 14 24    40.7300      100
 10 14 24    40.7300      100
 10 14 24    40.7200      100
 10 14 24    40.7200      100
 10 14 25    40.7100      200
 10 14 25    40.7200      200
 10 14 25    40.7200      100
 10 14 25    40.7150      500
 10 14 26    40.7200      200
 10 14 26    40.7100      500
 10 14 26    40.7200      100
 10 14 26    40.7300      300
 10 14 26    40.7400      100
 10 14 26    40.7300      100
 10 14 26    40.7400      100
 10 14 27    40.7500      100
 10 14 27    40.7500      200
 10 14 27    40.7500      100
 10 14 27    40.7500      100
 10 14 27    40.7500      100
 10 14 27    40.7600      200
 10 14 27    40.7600      100
 10 14 28    40.7500      100
 10 14 29    40.7400      100
 10 14 29    40.7400      100
 10 14 29    40.7400      100
 10 14 29    40.7450      200
 10 14 29    40.7400      200
 10 14 29    40.7350      200
 10 14 29    40.7300      100
 10 14 29    40.7300      100
 10 14 31    40.7300      300
 10 14 31    40.7300      100
 10 14 31    40.7300      100
 10 14 31    40.7400      100
 10 14 32    40.7400      100
 10 14 32    40.7400      100
 10 14 35    40.7500      100
 10 14 37    40.7600      100
 10 14 38    40.7700      200
 10 14 38    40.7800      100
 10 14 41    40.7600      100
 10 14 41    40.7600      100
 10 14 42    40.7700      100
 10 14 42    40.7600      100
 10 14 47    40.7600      100
 10 14 56    40.7700      100
 10 14 56    40.7700      100
 10 14 56    40.7700      100
 10 14 56    40.7700      100
 10 14 56    40.7700      100
 10 14 56    40.7700      100
 10 14 56    40.7700      100
 10 14 57    40.7700      100
 10 14 57    40.7700      100
 10 14 57    40.7700      100
 10 14 57    40.7700      100
 10 14 57    40.7800      100
 10 15 00    40.7800      100
 10 15 00    40.7800      100
 10 15 00    40.7900      100
 10 15 00    40.7800      100
 10 15 00    40.7900      100
 10 15 00    40.7800      100
 10 15 00    40.7900      100
 10 15 00    40.7800      100
 10 15 01    40.8100      100
 10 15 01    40.8100      100
 10 15 01    40.8200      100
 10 15 02    40.8100      100
 10 15 02    40.8100      100
 10 15 02    40.8100      100
 10 15 05    40.8000      100
 10 15 08    40.7900      100
 10 15 11    40.7900      100
 10 15 13    40.7900      100
 10 15 15    40.8100      100
 10 15 15    40.8100      100
 10 15 15    40.8000      100
 10 15 15    40.8000      100
 10 15 15    40.8190      500
 10 15 20    40.8000      300
 10 15 20    40.8000      106
 10 15 22    40.7800      100
 10 15 22    40.7900      100
 10 15 22    40.7800      200
 10 15 22    40.7800      100
 10 15 23    40.7800      100
 10 15 23    40.7800      100
 10 15 23    40.7700      100
 10 15 23    40.7750      100
 10 15 24    40.7800      100
 10 15 24    40.7750      300
 10 15 24    40.7750      100
 10 15 24    40.7800      100
 10 15 24    40.7800      100
 10 15 24    40.7800      200
 10 15 24    40.7700      100
 10 15 24    40.7700      200
 10 15 24    40.7701      100
 10 15 24    40.7701      200
 10 15 24    40.7600      400
 10 15 24    40.7600      100
 10 15 24    40.7600      100
 10 15 24    40.7601      400
 10 15 24    40.7601      100
 10 15 24    40.7601      100
 10 15 24    40.7600      100
 10 15 25    40.7500      202
 10 15 25    40.7600      100
 10 15 25    40.7650      100
 10 15 25    40.7500      100
 10 15 25    40.7600      300
 10 15 26    40.7700      100
 10 15 26    40.7700      100
 10 15 29    40.7500      100
 10 15 32    40.7700      100
 10 15 32    40.7800      100
 10 15 32    40.7800      100
 10 15 32    40.7800      200
 10 15 35    40.7900      200
 10 15 41    40.7740      500
 10 15 44    40.7700      100
 10 15 44    40.7800      100
 10 15 44    40.7800      100
 10 15 44    40.7700      100
 10 15 45    40.7800      100
 10 15 45    40.7700      100
 10 15 47    40.7800      100
 10 15 47    40.7800      100
 10 15 51    40.7800      100
 10 15 51    40.7800      100
 10 15 51    40.7800      100
 10 15 51    40.7800      100
 10 15 51    40.7900      100
 10 15 51    40.7900      100
 10 15 51    40.8000      100
 10 15 51    40.7900      100
 10 15 51    40.8000      100
 10 15 51    40.8100      100
 10 15 51    40.7900      200
 10 15 51    40.7900      100
 10 15 52    40.8100      100
 10 15 53    40.8320      300
 10 15 54    40.8400      100
 10 15 54    40.8400      100
 10 15 54    40.8400      100
 10 15 54    40.8300      100
 10 15 54    40.8300      200
 10 15 54    40.8200      100
 10 15 55    40.8400      100
 10 15 55    40.8300      159
 10 15 55    40.8200      100
 10 15 55    40.8100      100
 10 15 55    40.8100      100
 10 15 55    40.8100      100
 10 15 55    40.8100      100
 10 15 57    40.8200      300
 10 15 57    40.8400      100
 10 15 57    40.8400      100
 10 15 59    40.8000      106
 10 16 00    40.8000      194
 10 16 00    40.8000      100
 10 16 00    40.8100      100
 10 16 00    40.8200      200
 10 16 00    40.8100      200
 10 16 04    40.8200      100
 10 16 08    40.8250      100
 10 16 08    40.8400      300
 10 16 08    40.8300      100
 10 16 08    40.8400      100
 10 16 08    40.8500      100
 10 16 11    40.8800      100
 10 16 11    40.8800      100
 10 16 11    40.8800      100
 10 16 11    40.9000      100
 10 16 11    40.9000      100
 10 16 11    40.9000      100
 10 16 11    40.9000      100
 10 16 11    40.8900      100
 10 16 11    40.9000      100
 10 16 11    40.8800      600
 10 16 11    40.8900      100
 10 16 11    40.9000      100
 10 16 11    40.9100      100
 10 16 11    40.9000      400
 10 16 11    40.9200      500
 10 16 11    40.9500      100
 10 16 11    40.9200      100
 10 16 12    40.8900      100
 10 16 13    40.8800      100
 10 16 13    40.9100      100
 10 16 13    40.9100      100
 10 16 13    40.9200      190
 10 16 15    40.9000      100
 10 16 18    40.8900      100
 10 16 18    40.8800      100
 10 16 18    40.8800      100
 10 16 19    40.8800      400
 10 16 19    40.8800      200
 10 16 19    40.9000      300
 10 16 22    40.9000      100
 10 16 22    40.9100      100
 10 16 22    40.9100      100
 10 16 22    40.9000      100
 10 16 22    40.9000      100
 10 16 22    40.9100      500
 10 16 22    40.9100      200
 10 16 23    40.8900      100
 10 16 24    40.9100      100
 10 16 24    40.9100      100
 10 16 24    40.9100      800
 10 16 25    40.9000      100
 10 16 25    40.9050      100
 10 16 29    40.9050      100
 10 16 29    40.9000      200
 10 16 29    40.9000      100
 10 16 32    40.8700      100
 10 16 32    40.8700      100
 10 16 33    40.9000      100
 10 16 33    40.9000      100
 10 16 33    40.8900      100
 10 16 33    40.8900      100
 10 16 41    40.8800      100
 10 16 41    40.8850      100
 10 16 41    40.8800      200
 10 16 41    40.8800      100
 10 16 41    40.8800      100
 10 16 42    40.8700      100
 10 16 48    40.8900      100
 10 16 58    40.8800      100
 10 16 58    40.8600      100
 10 16 58    40.8600      300
 10 16 58    40.8500      100
 10 16 58    40.8500      400
 10 16 58    40.8500      100
 10 16 59    40.8350      200
 10 16 59    40.8300      100
 10 16 59    40.8300      100
 10 16 59    40.8300      100
 10 17 00    40.8200      100
 10 17 00    40.8200      100
 10 17 01    40.8200      100
 10 17 02    40.8100      100
 10 17 02    40.8000      100
 10 17 04    40.8200      100
 10 17 04    40.8200      100
 10 17 04    40.8200      100
 10 17 04    40.8200      100
 10 17 04    40.8200      100
 10 17 04    40.8200      100
 10 17 04    40.8200      100
 10 17 07    40.8100      100
 10 17 07    40.8200      100
 10 17 14    40.8300      100
 10 17 15    40.8500      100
 10 17 23    40.8800      100
 10 17 23    40.8800      100
 10 17 24    40.8600      100
 10 17 25    40.8700      300
 10 17 25    40.8700      300
 10 17 25    40.8700      100
 10 17 27    40.8600      100
 10 17 27    40.8600      100
 10 17 27    40.8600      100
 10 17 27    40.8600      100
 10 17 27    40.8600      100
 10 17 27    40.8500      337
 10 17 27    40.8650      300
 10 17 27    40.8500      200
 10 17 27    40.8400      100
 10 17 28    40.8400      100
 10 17 35    40.8500      100
 10 17 46    40.8800      100
 10 17 46    40.8800      100
 10 17 46    40.8700      100
 10 17 47    40.8800      100
 10 17 47    40.8800      100
 10 17 51    40.8700      100
 10 17 51    40.8700      100
 10 17 52    40.8600      300
 10 17 54    40.8600      265
 10 17 54    40.8600      100
 10 17 59    40.8800      100
 10 18 04    40.8600      100
 10 18 04    40.8600      100
 10 18 04    40.8600      100
 10 18 05    40.8400      100
 10 18 05    40.8400      100
 10 18 05    40.8600      200
 10 18 05    40.8600      100
 10 18 05    40.8500      100
 10 18 05    40.8600      100
 10 18 05    40.8650      400
 10 18 05    40.8650      100
 10 18 05    40.8400      100
 10 18 05    40.8400      200
 10 18 05    40.8200      100
 10 18 05    40.8200      100
 10 18 06    40.8450      200
 10 18 06    40.8200      100
 10 18 06    40.8250      200
 10 18 06    40.8200      300
 10 18 06    40.8200      300
 10 18 06    40.8400      100
 10 18 06    40.8250      200
 10 18 06    40.8500      100
 10 18 10    40.8600      100
 10 18 10    40.8600      100
 10 18 10    40.8600      100
 10 18 11    40.8600      500
 10 18 11    40.8600      500
 10 18 13    40.8600      500
 10 18 13    40.8500      100
 10 18 13    40.8600      100
 10 18 13    40.8500      100
 10 18 16    40.8500      100
 10 18 18    40.8600      100
 10 18 24    40.8500      100
 10 18 24    40.8500      200
 10 18 24    40.8500      200
 10 18 24    40.8500      200
 10 18 24    40.8500      200
 10 18 24    40.8500      200
 10 18 25    40.8500      200
 10 18 25    40.8500      200
 10 18 25    40.8500      200
 10 18 25    40.8500      200
 10 18 25    40.8500      200
 10 18 25    40.8518      300
 10 18 28    40.8500      100
 10 18 32    40.8500      100
 10 18 35    40.8500      100
 10 18 35    40.8500      100
 10 18 38    40.8500      100
 10 18 38    40.8500      100
 10 18 38    40.8500      100
 10 18 41    40.8600      100
 10 18 41    40.8500      100
 10 18 41    40.8500      500
 10 18 43    40.8550      400
 10 18 43    40.8500      100
 10 18 43    40.8500      400
 10 18 44    40.8584      500
 10 18 45    40.8500      100
 10 18 46    40.8500      100
 10 18 46    40.8600      100
 10 18 46    40.8500      100
 10 18 47    40.8500      500
 10 18 50    40.8500      300
 10 18 50    40.8500      100
 10 18 50    40.8500      100
 10 18 50    40.8500      400
 10 18 51    40.8500      100
 10 18 51    40.8500      100
 10 18 51    40.8500      100
 10 18 52    40.8500      100
 10 18 52    40.8500      100
 10 18 52    40.8500      200
 10 18 52    40.8500      300
 10 18 52    40.8500      200
 10 18 55    40.8600      100
 10 18 56    40.8500      100
 10 18 56    40.8500      300
 10 18 57    40.8500      106
 10 18 57    40.8400      100
 10 18 58    40.8500      100
 10 18 58    40.8500      100
 10 19 02    40.8500      100
 10 19 03    40.8697      100
 10 19 03    40.8700      800
 10 19 05    40.8500      100
 10 19 05    40.8500      100
 10 19 05    40.8400      100
 10 19 05    40.8550      200
 10 19 05    40.8550      400
 10 19 08    40.8500      300
 10 19 08    40.8400      100
 10 19 08    40.8450      200
 10 19 09    40.8400      100
 10 19 14    40.8300      100
 10 19 15    40.8300      100
 10 19 15    40.8300      100
 10 19 15    40.8300      100
 10 19 15    40.8300      100
 10 19 15    40.8300      300
 10 19 15    40.8300      200
 10 19 15    40.8300      300
 10 19 15    40.8250      100
 10 19 15    40.8250      100
 10 19 15    40.8200      100
 10 19 16    40.8000      100
 10 19 16    40.7900      100
 10 19 16    40.7900      100
 10 19 16    40.8100      100
 10 19 16    40.8150      200
 10 19 16    40.8150      200
 10 19 16    40.7900      100
 10 19 17    40.8000      100
 10 19 17    40.8000      100
 10 19 18    40.8000      100
 10 19 23    40.8200      100
 10 19 23    40.8000      400
 10 19 24    40.8100      100
 10 19 24    40.8100      100
 10 19 24    40.8100      100
 10 19 25    40.8000      100
 10 19 26    40.8300      100
 10 19 26    40.8300      100
 10 19 26    40.8300      300
 10 19 28    40.8100      100
 10 19 41    40.8150      100
 10 19 44    40.8200      100
 10 19 44    40.8200      100
 10 19 45    40.8200      100
 10 19 45    40.8200      100
 10 19 45    40.8300      100
 10 19 46    40.8000      100
 10 19 46    40.8000      100
 10 19 46    40.8100      100
 10 19 46    40.8000      100
 10 19 46    40.8000      100
 10 19 46    40.8000      500
 10 19 46    40.8000      100
 10 19 47    40.8050      200
 10 19 47    40.7800      100
 10 19 47    40.7700      100
 10 19 47    40.7800      100
 10 19 47    40.7800      100
 10 19 47    40.7700      100
 10 19 47    40.7700      100
 10 19 51    40.7800      300
 10 19 51    40.7800      100
 10 19 51    40.7800      100
 10 19 51    40.7800      100
 10 19 51    40.7800      100
 10 19 51    40.7800      100
 10 19 51    40.7700      100
 10 19 51    40.7800      200
 10 19 51    40.7700      100
 10 19 52    40.7600      100
 10 19 54    40.7500      800
 10 19 56    40.7500      100
 10 19 56    40.7500      100
 10 19 56    40.7500      100
 10 19 56    40.7500      100
 10 19 56    40.7500      100
 10 19 56    40.7500      100
 10 19 57    40.7500      100
 10 19 58    40.7515      300
 10 20 01    40.7600      100
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7650      100
 10 20 02    40.7400      100
 10 20 02    40.7500      100
 10 20 02    40.7200      100
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7200      200
 10 20 02    40.7500      200
 10 20 02    40.7500      100
 10 20 02    40.7500      100
 10 20 02    40.7200      100
 10 20 03    40.7200      100
 10 20 04    40.7200      100
 10 20 04    40.7200      100
 10 20 04    40.7200      200
 10 20 04    40.7200      100
 10 20 04    40.7200      100
 10 20 04    40.7300      100
 10 20 04    40.7300      100
 10 20 04    40.7300      100
 10 20 04    40.7400      100
 10 20 05    40.7400      100
 10 20 05    40.7300      100
 10 20 05    40.7300      100
 10 20 07    40.7400      100
 10 20 07    40.7400      289
 10 20 07    40.7400      100
 10 20 07    40.7400      100
 10 20 07    40.7400      100
 10 20 07    40.7400      100
 10 20 07    40.7400      100
 10 20 07    40.7200      100
 10 20 08    40.7399     1000
 10 20 08    40.7300      100
 10 20 08    40.7200      100
 10 20 08    40.7200      100
 10 20 08    40.7200      100
 10 20 08    40.7200      100
 10 20 20    40.7200      200
 10 20 20    40.7200      100
 10 20 20    40.7100      100
 10 20 21    40.7100      200
 10 20 23    40.7200      100
 10 20 24    40.7200      100
 10 20 24    40.7200      100
 10 20 24    40.7300      100
 10 20 24    40.7300      100
 10 20 24    40.7300      100
 10 20 24    40.7300      100
 10 20 24    40.7300      100
 10 20 24    40.7200      100
 10 20 24    40.7300      100
 10 20 24    40.7300      100
 10 20 34    40.7300      200
 10 20 34    40.7300      100
 10 20 34    40.7300      100
 10 20 34    40.7300      300
 10 20 34    40.7200      200
 10 20 37    40.7300      200
 10 20 38    40.7400      100
 10 20 45    40.7200      100
 10 20 45    40.7200      100
 10 20 45    40.7300      100
 10 20 46    40.7200      100
 10 20 48    40.7200      200
 10 20 48    40.7200      100
 10 20 48    40.7200      100
 10 20 48    40.7200      100
 10 20 48    40.7200      100
 10 20 49    40.7300      100
 10 20 49    40.7400      100
 10 20 49    40.7400      100
 10 20 51    40.7300      100
 10 20 52    40.7200      100
 10 20 52    40.7200      100
 10 20 54    40.7360      400
 10 20 56    40.7400      100
 10 20 57    40.7400      100
 10 21 02    40.7500      100
 10 21 03    40.7300      100
 10 21 03    40.7400      100
 10 21 03    40.7400      100
 10 21 03    40.7300      200
 10 21 03    40.7300      100
 10 21 03    40.7300      100
 10 21 03    40.7300      200
 10 21 03    40.7300      100
 10 21 03    40.7300      100
 10 21 03    40.7300      100
 10 21 04    40.7100      200
 10 21 06    40.7400      100
 10 21 12    40.7800      100
 10 21 15    40.8000      100
 10 21 15    40.8100      100
 10 21 15    40.8200      100
 10 21 15    40.8200      100
 10 21 15    40.7900      200
 10 21 15    40.7900      300
 10 21 15    40.7900      100
 10 21 15    40.8200      200
 10 21 15    40.8100      300
 10 21 15    40.8200      100
 10 21 15    40.8200      100
 10 21 15    40.8100      100
 10 21 16    40.8000      200
 10 21 16    40.8000      400
 10 21 16    40.8100      100
 10 21 16    40.8100      100
 10 21 16    40.7900      500
 10 21 16    40.7900      100
 10 21 16    40.8100      100
 10 21 17    40.8100      100
 10 21 17    40.8000      100
 10 21 17    40.7975      100
