year mom day ibm vw ew sp M T W R F
1985 1 16 -0.006018 0.003975 0.008148 0.002283 0 0 1 0 0
1985 1 17 -0.002018 -0.000804 0.006097 -0.002687 0 0 0 1 0
1985 1 18 0.004044 0.003258 0.006896 0.003456 0 0 0 0 1
1985 1 21 0.033233 0.020114 0.012534 0.022823 1 0 0 0 0
1985 1 22 0.010721 0.002493 0.00398 0.001427 0 1 0 0 0
1985 1 23 0.022179 0.010059 0.006711 0.010372 0 0 1 0 0
1985 1 24 0.004717 -0.001175 0.004185 -0.003328 0 0 0 1 0
1985 1 25 0.000939 0.004314 0.004845 0.003622 0 0 0 0 1
1985 1 28 0.010319 0.002292 0.004891 0.000226 1 0 0 0 0
1985 1 29 0.017642 0.008298 0.004578 0.010091 0 1 0 0 0
1985 1 30 -0.002737 0.00303 0.007229 0.001172 0 0 1 0 0
1985 1 31 -0.00183 0.000734 0.003628 0.001338 0 0 0 1 0
1985 2 1 -0.0055 -0.004217 0.002159 -0.005567 0 0 0 0 1
1985 2 4 0.014747 0.00967 0.006223 0.009629 1 0 0 0 0
1985 2 5 -0.008174 0.003451 0.005382 0.001442 0 1 0 0 0
1985 2 6 -0.000183 0.001366 0.005836 -0.000997 0 0 1 0 0
1985 2 7 0.012927 0.008118 0.010062 0.007704 0 0 0 1 0
1985 2 8 0.000912 0.002607 0.006795 0.002035 0 0 0 0 1
1985 2 11 -0.027322 -0.007415 -0.000984 -0.009221 1 0 0 0 0
1985 2 12 -0.013109 -2.7e-05 0.000843 0.000277 0 1 0 0 0
1985 2 13 0.01518 0.013652 0.008707 0.015452 0 0 1 0 0
1985 2 14 -0.013084 -0.00296 0.003444 -0.005127 0 0 0 1 0
1985 2 15 -0.004735 -0.003967 0.001122 -0.004441 0 0 0 0 1
1985 2 19 0.003806 -0.001205 -0.00118 -0.001487 0 1 0 0 0
1985 2 20 0.014218 0.000302 0.00176 -0.000827 0 0 1 0 0
1985 2 21 0 -0.00538 -0.002675 -0.005464 0 0 0 1 0
1985 2 22 -0.006542 -0.004027 -0.001535 -0.004606 0 0 0 0 1
1985 2 25 0.007526 -0.002605 -0.006262 -0.000725 1 0 0 0 0
1985 2 26 0.004669 0.00869 0.003234 0.010824 0 1 0 0 0
1985 2 27 -0.010223 -0.001178 0.000254 -0.002539 0 0 1 0 0
1985 2 28 0.006573 0.002215 0.001561 0.002656 0 0 0 1 0
1985 3 1 0.013993 0.01051 0.007383 0.011259 0 0 0 0 1
1985 3 4 -0.00644 -0.004733 -0.001324 -0.006385 1 0 0 0 0
1985 3 5 0 0.000717 -2.5e-05 0.000934 0 1 0 0 0
1985 3 6 -0.015741 -0.00757 -0.002191 -0.00867 0 0 1 0 0
1985 3 7 -0.020696 -0.005603 -0.003635 -0.006311 0 0 0 1 0
1985 3 8 -0.003842 -0.002358 -0.000721 -0.002284 0 0 0 0 1
1985 3 11 0.014465 -0.00185 -0.003051 -0.001731 1 0 0 0 0
1985 3 12 0.002852 0.003364 -9.4e-05 0.004866 0 1 0 0 0
1985 3 13 -0.014218 -0.008328 -0.006445 -0.008182 0 0 1 0 0
1985 3 14 -0.008654 -0.001121 -0.001293 -0.001964 0 0 0 1 0
1985 3 15 -0.00194 -0.004105 0.000955 -0.007366 0 0 0 0 1
1985 3 18 -0.001944 -0.000794 -0.003292 0.001983 1 0 0 0 0
1985 3 19 0.016553 0.012643 0.005915 0.015038 0 1 0 0 0
1985 3 20 -0.008621 -0.001675 -0.000612 -0.002562 0 0 1 0 0
1985 3 21 -0.004831 0.001601 0.000731 0.001508 0 0 0 1 0
1985 3 22 -0.007767 -0.001787 -0.000528 -0.001728 0 0 0 0 1
1985 3 25 -0.02544 -0.005511 -0.005061 -0.005976 1 0 0 0 0
1985 3 26 0.007028 0.001909 -0.001075 0.002585 0 1 0 0 0
1985 3 27 0.007976 0.006083 0.00402 0.006221 0 0 1 0 0
1985 3 28 0.001978 0.001341 0.001839 0 0 0 0 1 0
1985 3 29 0.002962 0.005897 0.004605 0.006238 0 0 0 0 1
1985 4 1 0.008858 0.002861 -0.00017 0.003377 1 0 0 0 0
1985 4 2 -0.002927 -0.003397 -0.001568 -0.004082 0 1 0 0 0
1985 4 3 -0.009785 -0.007093 -0.004356 -0.007866 0 0 1 0 0
1985 4 4 0.003953 -0.000448 -0.000232 -0.000447 0 0 0 1 0
1985 4 8 -0.024606 -0.003839 -0.003036 -0.005586 1 0 0 0 0
1985 4 9 0.006054 0.000847 -0.000636 0.001011 0 1 0 0 0
1985 4 10 0.01003 0.006488 0.004106 0.00679 0 0 1 0 0
1985 4 11 0.008937 0.004519 0.004144 0.004292 0 0 0 1 0
1985 4 12 0.007874 0.001705 0.001235 0.001942 0 0 0 0 1
1985 4 15 0.009766 0.002389 0.001408 0.002105 1 0 0 0 0
1985 4 16 0.003868 0.001814 1e-04 0.001548 0 1 0 0 0
1985 4 17 -0.000963 0.002456 0.001706 0.002649 0 0 1 0 0
1985 4 18 -0.016393 -0.00387 -0.000416 -0.004624 0 0 0 1 0
1985 4 19 0.00098 0.001241 0.000109 0.001493 0 0 0 0 1
1985 4 22 0.000979 -0.002234 -0.00218 -0.002264 1 0 0 0 0
1985 4 23 0.009785 0.00533 0.000731 0.00653 0 1 0 0 0
1985 4 24 -0.002907 0.001694 0.000219 0.002089 0 0 1 0 0
1985 4 25 0.001944 0.005174 0.00138 0.006419 0 0 0 1 0
1985 4 26 -0.013579 -0.004892 7.1e-05 -0.006815 0 0 0 0 1
1985 4 29 -0.006883 -0.007751 -0.00455 -0.008508 1 0 0 0 0
1985 4 30 0.00198 -0.005008 -0.005014 -0.004429 0 1 0 0 0
1985 5 1 -0.006917 -0.00637 -0.00256 -0.008119 0 0 1 0 0
1985 5 2 -0.00199 0.00148 -0.001705 0.003588 0 0 0 1 0
1985 5 3 0.005783 0.005796 0.002509 0.005977 0 0 0 0 1
1985 5 6 -0.002 0.000425 -0.001388 -5e-04 1 0 0 0 0
1985 5 7 0.008016 0.004319 0.001954 0.004278 0 1 0 0 0
1985 5 8 0.010934 -2.4e-05 0.000111 -0.000775 0 0 1 0 0
1985 5 9 0.0059 0.007696 0.005701 0.007197 0 0 0 1 0
1985 5 10 0.017595 0.012963 0.009294 0.012973 0 0 0 0 1
1985 5 13 0.000961 0.001813 0.001121 0.001791 1 0 0 0 0
1985 5 14 -0.017274 -0.002605 -0.002144 -0.004008 0 1 0 0 0
1985 5 15 0.003906 0.003528 0.000871 0.003644 0 0 1 0 0
1985 5 16 0.003891 0.005813 0.002948 0.006069 0 0 0 1 0
1985 5 17 0.013566 0.009145 0.00535 0.00948 0 0 0 0 1
1985 5 20 0.017208 0.011666 0.006585 0.012272 1 0 0 0 0
1985 5 21 0 -0.000161 -0.000582 -0.000422 0 1 0 0 0
1985 5 22 -0.004699 -0.005491 -0.003577 -0.005695 0 0 1 0 0
1985 5 23 -0.007554 -0.004653 -0.000379 -0.005091 0 0 0 1 0
1985 5 24 -0.003806 0.003407 0.001932 0.003678 0 0 0 0 1
1985 5 28 -0.00382 -0.001145 -0.00297 -0.002284 0 1 0 0 0
1985 5 29 -0.004794 -0.000656 -0.001331 -0.000958 0 0 1 0 0
1985 5 30 -0.013487 7.6e-05 -0.001055 0.000373 0 0 0 1 0
1985 5 31 0.004883 0.007601 0.00402 0.009587 0 0 0 0 1
1985 6 3 0.003887 0.000706 -0.000728 -0.001213 1 0 0 0 0
1985 6 4 0.00484 0.003781 0.000703 0.003803 0 1 0 0 0
1985 6 5 -0.009634 0.001516 0.001424 0.000631 0 0 1 0 0
1985 6 6 0.009728 0.003499 0.000805 0.004733 0 0 0 1 0
1985 6 7 -0.018304 -0.005852 -0.002322 -0.007223 0 0 0 0 1
1985 6 10 0.001963 -0.00101 -0.002383 -0.000896 1 0 0 0 0
1985 6 11 -0.012733 -0.001831 -0.001088 -0.00248 0 1 0 0 0
1985 6 12 -0.041667 -0.005733 -0.002478 -0.007565 0 0 1 0 0
1985 6 13 -0.017598 -0.010504 -0.005855 -0.012153 0 0 0 1 0
1985 6 14 0.021075 0.007449 0.003336 0.009551 0 0 0 0 1
1985 6 17 -0.008256 -0.002323 -0.002568 -0.003046 1 0 0 0 0
1985 6 18 -0.002081 0.003804 0.000372 0.004342 0 1 0 0 0
1985 6 19 -0.004171 -0.001888 0.000242 -0.00379 0 0 1 0 0
1985 6 20 -0.005236 -0.00045 -0.00251 0.000536 0 0 0 1 0
1985 6 21 0.005263 0.010785 0.004273 0.015423 0 0 0 0 1
1985 6 24 0.012565 0.00067 0.000361 -0.002426 1 0 0 0 0
1985 6 25 0.009307 0.003554 0.004024 0.003119 0 1 0 0 0
1985 6 26 0.009221 0.001836 0.000623 0.001687 0 0 1 0 0
1985 6 27 0.007107 0.005781 0.004585 0.006156 0 0 0 1 0
1985 6 28 -0.002016 0.003419 0.003446 0.003242 0 0 0 0 1
1985 7 1 0.009091 0.003019 0.000443 0.003023 1 0 0 0 0
1985 7 2 -0.004004 -0.000881 0.000519 -0.002183 0 1 0 0 0
1985 7 3 -0.005025 -0.00176 0.001251 -0.002917 0 0 1 0 0
1985 7 5 0.006061 0.005528 0.00462 0.005589 0 0 0 0 1
1985 7 8 -0.008032 -0.002969 -0.002751 -0.003065 1 0 0 0 0
1985 7 9 -0.018219 -0.003359 -0.002486 -0.004585 0 1 0 0 0
1985 7 10 0.014433 0.006053 0.003769 0.006909 0 0 1 0 0
1985 7 11 0.006098 0.003464 0.004335 0.002963 0 0 0 1 0
1985 7 12 0.00404 0.002224 0.00351 0.001814 0 0 0 0 1
1985 7 15 0.01006 -0.001068 0.000643 -0.002949 1 0 0 0 0
1985 7 16 0.023904 0.009832 0.005058 0.010378 0 1 0 0 0
1985 7 17 0.006809 0.004315 0.005134 0.004776 0 0 1 0 0
1985 7 18 -0.004831 -0.005015 -0.000611 -0.006491 0 0 0 1 0
1985 7 19 0.003883 0.003323 0.004713 0.003858 0 0 0 0 1
1985 7 22 0.004836 -0.00428 -0.001508 -0.003997 1 0 0 0 0
1985 7 23 -0.00385 -0.007853 -0.00136 -0.009262 0 1 0 0 0
1985 7 24 -0.001932 -0.005623 -0.003099 -0.005038 0 0 1 0 0
1985 7 25 0.008712 0.00126 0.002569 0.002505 0 0 0 1 0
1985 7 26 0.013436 0.001566 0.002397 0.00177 0 0 0 0 1
1985 7 29 -0.017992 -0.013348 -0.00601 -0.014553 1 0 0 0 0
1985 7 30 0.00675 0.000899 -0.000626 0.001741 0 1 0 0 0
1985 7 31 0.006705 0.004882 0.00354 0.005212 0 0 1 0 0
1985 8 1 0.008563 0.006927 0.005049 0.006233 0 0 0 1 0
1985 8 2 -0.006604 -0.002154 0.001844 -0.003279 0 0 0 0 1
1985 8 5 -0.002849 -0.00503 -0.005162 -0.004491 1 0 0 0 0
1985 8 6 -0.014286 -0.011754 -0.006935 -0.014112 0 1 0 0 0
1985 8 7 -0.000966 -0.002614 -0.004663 -0.00133 0 0 1 0 0
1985 8 8 0.001741 0.007149 0.003907 0.006767 0 0 0 1 0
1985 8 9 -0.00779 -0.001766 0.001032 -0.003334 0 0 0 0 1
1985 8 12 -0.001963 -0.002928 -0.002609 -0.003664 1 0 0 0 0
1985 8 13 -0.003933 -0.001737 -0.001887 -0.001759 0 1 0 0 0
1985 8 14 0.000987 0.001219 0.001385 0.000587 0 0 1 0 0
1985 8 15 -0.002959 -0.000265 0.001283 -8e-04 0 0 0 1 0
1985 8 16 -0.004946 -0.005205 -0.002274 -0.006195 0 0 0 0 1
1985 8 19 0.000994 0.001272 -0.000986 0.001505 1 0 0 0 0
1985 8 20 0.01291 0.006552 0.001172 0.009121 0 1 0 0 0
1985 8 21 0.006863 0.004775 0.002801 0.005742 0 0 1 0 0
1985 8 22 -0.013632 -0.007316 -0.002758 -0.009516 0 0 0 1 0
1985 8 23 0.001974 -0.000765 0.001726 -0.001014 0 0 0 0 1
1985 8 26 0.010837 0.001402 -0.000554 0.000748 1 0 0 0 0
1985 8 27 0 0.0035 0.000834 0.004218 0 1 0 0 0
1985 8 28 -0.001949 0.003378 0.001904 0.003881 0 0 1 0 0
1985 8 29 -0.003906 0.000992 0.001434 0.00053 0 0 0 1 0
1985 8 30 -0.006863 -0.000174 0.003723 -0.001588 0 0 0 0 1
1985 9 3 0.003949 -0.004114 -0.005708 -0.003817 0 1 0 0 0
1985 9 4 0.000983 -0.00303 -0.003335 -0.002874 0 0 1 0 0
1985 9 5 0.008841 -0.000199 -0.001198 -0.000534 0 0 0 1 0
1985 9 6 0.005842 0.004259 0.002214 0.00518 0 0 0 0 1
1985 9 9 0.001936 0.000872 -0.001544 5.3e-05 1 0 0 0 0
1985 9 10 -0.011594 -0.007094 -0.004225 -0.007171 0 1 0 0 0
1985 9 11 -0.004888 -0.009884 -0.007499 -0.010005 0 0 1 0 0
1985 9 12 -0.000982 -0.007641 -0.005484 -0.007242 0 0 0 1 0
1985 9 13 0.00295 -0.005866 -0.006589 -0.004246 0 0 0 0 1
1985 9 16 0.006863 -0.001059 -0.00432 -0.000164 1 0 0 0 0
1985 9 17 -0.012658 -0.009385 -0.011877 -0.008311 0 1 0 0 0
1985 9 18 0.005917 0.001089 -0.004296 0.00193 0 0 1 0 0
1985 9 19 0.003922 0.009132 0.006337 0.009246 0 0 0 1 0
1985 9 20 -0.009766 -0.004032 0.00137 -0.007307 0 0 0 0 1
1985 9 23 0.010848 0.009643 0.004607 0.012359 1 0 0 0 0
1985 9 24 -0.010732 -0.007236 -0.004305 -0.009116 0 1 0 0 0
1985 9 25 -0.021696 -0.009726 -0.005276 -0.010733 0 0 1 0 0
1985 9 26 -0.002016 0.001235 -0.004625 0.003487 0 0 0 1 0
1985 9 30 0.00101 0.002809 -0.00029 0.004358 1 0 0 0 0
1985 10 1 0.0222 0.013882 0.003945 0.016421 0 1 0 0 0
1985 10 2 -0.017769 -0.003484 -0.000625 -0.005457 0 0 1 0 0
1985 10 3 0 0.001357 0.001212 0.00163 0 0 0 1 0
1985 10 4 -0.007035 -0.004979 -0.002034 -0.006184 0 0 0 0 1
1985 10 7 0.006073 -0.006426 -0.004064 -0.007368 1 0 0 0 0
1985 10 8 0.001006 -0.001199 -0.003748 0 0 1 0 0 0
1985 10 9 -0.001005 0.003486 0.001379 0.003574 0 0 1 0 0
1985 10 10 0.001006 0.002271 0.000887 0.001425 0 0 0 1 0
1985 10 11 0.01005 0.007841 0.003854 0.008207 0 0 0 0 1
1985 10 14 0.018905 0.009945 0.004319 0.011341 1 0 0 0 0
1985 10 15 0 -0.00091 -0.000202 -0.001556 0 1 0 0 0
1985 10 16 0.010742 0.008456 0.004054 0.010211 0 0 1 0 0
1985 10 17 -0.006763 0.000498 0.003846 -0.001702 0 0 0 1 0
1985 10 18 -0.006809 -0.001862 0.00124 -0.003304 0 0 0 0 1
1985 10 21 -0.000979 -0.000753 -0.002022 -0.000428 1 0 0 0 0
1985 10 22 0.012745 0.005131 0.000901 0.005777 0 1 0 0 0
1985 10 23 0.010649 0.004704 0.002532 0.005584 0 0 1 0 0
1985 10 24 -0.014368 -0.001823 0.001358 -0.00312 0 0 0 1 0
1985 10 25 -0.004859 -0.004815 -0.000862 -0.005199 0 0 0 0 1
1985 10 28 0.010742 0.000863 -0.001513 0.00128 1 0 0 0 0
1985 10 29 0.008696 0.007226 0.003282 0.007829 0 1 0 0 0
1985 10 30 0.004789 0.004438 0.001929 0.004439 0 0 1 0 0
1985 10 31 -0.009533 -0.00011 0.001722 -0.001315 0 0 0 1 0
1985 11 1 0.0077 0.007601 0.003549 0.009009 0 0 0 0 1
1985 11 4 0.010506 -0.000125 -0.000665 -0.001462 1 0 0 0 0
1985 11 5 0.008507 0.005889 0.001945 0.005856 0 1 0 0 0
1985 11 6 0.004499 0.003142 0.003128 0.002027 0 0 1 0 0
1985 11 7 -0.005644 0.000621 0.001886 -0.000726 0 0 0 1 0
1985 11 8 0.002838 0.00706 0.007338 0.005711 0 0 0 0 1
1985 11 11 0.017925 0.015019 0.005866 0.018429 1 0 0 0 0
1985 11 12 0.003707 0.005058 0.004504 0.004004 0 1 0 0 0
1985 11 13 -0.00277 -0.004358 -0.001736 -0.004947 0 0 1 0 0
1985 11 14 0.012037 0.008464 0.004127 0.009944 0 0 0 1 0
1985 11 15 0.000915 -0.002881 0.002743 -0.004772 0 0 0 0 1
1985 11 18 0.012797 0.001902 -0.000908 0.003029 1 0 0 0 0
1985 11 19 -0.001805 0.000871 0.001422 -0.000201 0 1 0 0 0
1985 11 20 0.005425 0.001242 0.000704 0.001611 0 0 1 0 0
1985 11 21 0.008993 0.010924 0.007293 0.012161 0 0 0 1 0
1985 11 22 -0.005348 0.002128 0.005211 0.000546 0 0 0 0 1
1985 11 25 -0.003584 -0.004852 -0.002417 -0.005806 1 0 0 0 0
1985 11 26 0 0.001261 0.001002 0.001597 0 1 0 0 0
1985 11 27 0.008993 0.008094 0.004762 0.009319 0 0 1 0 0
1985 11 29 -0.003565 0.000314 0.003693 -0.001827 0 0 0 0 1
1985 12 2 -0.013417 -0.007369 -0.004956 -0.008458 1 0 0 0 0
1985 12 3 0.00544 0.002243 0.000114 0.001995 0 1 0 0 0
1985 12 4 0.023445 0.014778 0.009294 0.016778 0 0 1 0 0
1985 12 5 -0.00793 -0.000498 0.003093 -0.001714 0 0 0 1 0
1985 12 6 0.007105 -0.004723 -0.003153 -0.004365 0 0 0 0 1
1985 12 9 0.020282 0.005069 -0.00051 0.006207 1 0 0 0 0
1985 12 10 0.013829 0.000667 -0.002944 0.000685 0 1 0 0 0
1985 12 11 0.016198 0.008413 0.00248 0.009394 0 0 1 0 0
1985 12 12 -0.002517 0.002875 0.003461 0.002036 0 0 0 1 0
1985 12 13 0.010934 0.013634 0.008457 0.015528 0 0 0 0 1
1985 12 16 0.013311 0.007686 0.002827 0.009908 1 0 0 0 0
1985 12 17 0.001642 -0.005665 -0.005873 -0.006462 0 1 0 0 0
1985 12 18 0.002459 -0.003937 -0.002604 -0.003988 0 0 1 0 0
1985 12 19 0.005724 0.000607 0.000813 0.001001 0 0 0 1 0
1985 12 20 0.003252 0.004045 0.004604 0.004381 0 0 0 0 1
1985 12 23 -0.001621 -0.009442 -0.003708 -0.011235 1 0 0 0 0
1985 12 24 -0.008117 -0.00513 -0.001233 -0.006856 0 1 0 0 0
1985 12 26 0.003273 0.002216 0.00295 0.002462 0 0 0 1 0
1985 12 27 0.014682 0.008816 0.006249 0.009439 0 0 0 0 1
1985 12 30 0.017685 0.00419 0.00168 0.005105 1 0 0 0 0
1985 12 31 -0.017378 0.003518 0.010696 0.002848 0 1 0 0 0
1986 1 2 -0.022508 -0.005903 0.005233 -0.007999 0 0 0 1 0
1986 1 3 0.015625 0.005688 0.006228 0.006155 0 0 0 0 1
1986 1 6 0 -0.000138 0.001926 -0.001091 1 0 0 0 0
1986 1 7 0.008097 0.013809 0.011058 0.014954 0 1 0 0 0
1986 1 8 -0.043373 -0.020744 -0.005116 -0.027268 0 0 1 0 0
1986 1 9 0.010076 -0.011219 -0.011589 -0.008944 0 0 0 1 0
1986 1 10 -0.012469 8.3e-05 0.00365 -0.000728 0 0 0 0 1
1986 1 13 0.003367 0.002749 0.002431 0.00369 1 0 0 0 0
1986 1 14 0.001678 0.000366 0.004472 -0.000387 0 1 0 0 0
1986 1 15 0.022613 0.008206 0.007692 0.00784 0 0 1 0 0
1986 1 16 0.022113 0.004702 0.005667 0.00437 0 0 0 1 0
1986 1 17 -0.032853 -0.001741 0.003297 -0.003538 0 0 0 0 1
1986 1 20 -0.009942 -0.003735 -0.001358 -0.004318 1 0 0 0 0
1986 1 21 0.000837 -0.006992 -0.003475 -0.008384 0 1 0 0 0
1986 1 22 -0.035117 -0.009593 -0.004588 -0.011176 0 0 1 0 0
1986 1 23 0.025997 0.002664 0.001395 0.003735 0 0 0 1 0
1986 1 24 0.013514 0.009684 0.006769 0.010673 0 0 0 0 1
1986 1 27 -0.0025 0.004343 0.002143 0.00465 1 0 0 0 0
1986 1 28 0.014202 0.009632 0.003183 0.011669 0 1 0 0 0
1986 1 29 -0.004942 0.002445 -0.00025 0.002288 0 0 1 0 0
1986 1 30 -0.009934 -0.003073 0.000896 -0.004565 0 0 0 1 0
1986 1 31 0.013378 0.009399 0.005393 0.011704 0 0 0 0 1
1986 2 3 0.020627 0.008703 0.002842 0.010294 1 0 0 0 0
1986 2 4 -0.004042 -0.00319 -0.003672 -0.005468 0 1 0 0 0
1986 2 5 0.005682 0.00085 -0.000934 0.000799 0 0 1 0 0
1986 2 6 0.000807 0.0033 0.004125 0.002395 0 0 0 1 0
1986 2 7 0.011935 0.005248 0.005002 0.005106 0 0 0 0 1
1986 2 10 0.009631 0.006548 0.004257 0.00783 1 0 0 0 0
1986 2 11 -0.00318 0.000235 0.001553 -0.00148 0 1 0 0 0
1986 2 12 -0.011164 0.001704 0.002823 0.000232 0 0 1 0 0
1986 2 13 0.004032 0.005485 0.004065 0.006621 0 0 0 1 0
1986 2 14 0.004016 0.00877 0.005649 0.010856 0 0 0 0 1
1986 2 18 0.0168 0.010944 0.00496 0.012241 0 1 0 0 0
1986 2 19 -0.008655 -0.008664 -0.001612 -0.012093 0 0 1 0 0
1986 2 20 0.010317 0.00837 0.003277 0.011194 0 0 0 1 0
1986 2 21 0.003928 0.010094 0.006998 0.0108 0 0 0 0 1
1986 2 24 -0.005477 -0.000823 0.001176 -0.001247 1 0 0 0 0
1986 2 25 -0.008655 -0.001531 0.000897 -0.002452 0 1 0 0 0
1986 2 26 0.004762 0.001378 0.003267 0.001117 0 0 1 0 0
1986 2 27 -0.015008 0.0111 0.007245 0.012185 0 0 0 1 0
1986 2 28 -0.032077 0.001982 0.005419 0.000661 0 0 0 0 1
1986 3 3 0.002486 -0.003599 0.000818 -0.00661 1 0 0 0 0
1986 3 4 -0.009917 -0.001041 0.004368 -0.004614 0 1 0 0 0
1986 3 5 -0.009182 -0.00162 -0.002255 -0.000178 0 0 1 0 0
1986 3 6 -0.010952 0.004542 0.005904 0.003521 0 0 0 1 0
1986 3 7 -0.005111 0.001744 0.003266 0.001954 0 0 0 0 1
1986 3 10 0.017123 0.004365 0.003274 0.004478 1 0 0 0 0
1986 3 11 0.023569 0.018869 0.008619 0.022553 0 1 0 0 0
1986 3 12 -0.019737 0.005043 0.006207 0.003669 0 0 1 0 0
1986 3 13 0.010067 0.002131 0.001259 0.002795 0 0 0 1 0
1986 3 14 -0.000831 0.010278 0.005064 0.014409 0 0 0 0 1
1986 3 17 0.003325 -0.007082 -0.004118 -0.007948 1 0 0 0 0
1986 3 18 0.009942 0.004969 0.003319 0.00473 0 1 0 0 0
1986 3 19 -0.004922 -0.00135 0.000263 -0.000763 0 0 1 0 0
1986 3 20 -0.009893 0.004235 0.004078 0.00399 0 0 0 1 0
1986 3 21 -0.007494 -0.007217 0.003887 -0.013528 0 0 0 0 1
1986 3 24 -0.000839 0.003254 -0.003579 0.008528 1 0 0 0 0
1986 3 25 -0.005877 -0.002417 -0.003136 -0.002592 0 1 0 0 0
1986 3 26 -0.002534 0.009801 0.004395 0.010992 0 0 1 0 0
1986 3 27 0.010161 0.007168 0.005392 0.007038 0 0 0 1 0
1986 3 31 0.015926 0.000801 0.000518 -0.000293 1 0 0 0 0
1986 4 1 -0.015677 -0.011716 -0.006432 -0.015739 0 1 0 0 0
1986 4 2 0.012573 0.001289 -5.6e-05 0.002424 0 0 1 0 0
1986 4 3 -0.009106 -0.00956 -0.000245 -0.013746 0 0 0 1 0
1986 4 4 -0.00919 -0.013887 -0.003435 -0.01626 0 0 0 0 1
1986 4 7 0.008432 -0.002677 -0.004795 -0.000262 1 0 0 0 0
1986 4 8 0.016722 0.018684 0.008254 0.021388 0 1 0 0 0
1986 4 9 -0.018092 0.002362 0.002947 0.000985 0 0 1 0 0
1986 4 10 0.0067 0.009745 0.006021 0.011508 0 0 0 1 0
1986 4 11 -0.003328 -0.000478 0.003318 -0.001988 0 0 0 0 1
1986 4 14 0.017529 0.005379 0.004202 0.005552 1 0 0 0 0
1986 4 15 0.001641 0.00166 0.00084 0.001896 0 1 0 0 0
1986 4 16 0.013923 0.01714 0.008368 0.018887 0 0 1 0 0
1986 4 17 -0.000808 0.003249 0.005338 0.003344 0 0 0 1 0
1986 4 18 -0.012935 -0.000695 0.003406 -0.002675 0 0 0 0 1
1986 4 21 0.014742 0.007571 0.003139 0.009737 1 0 0 0 0
1986 4 22 -0.012107 -0.007771 -0.001708 -0.009479 0 1 0 0 0
1986 4 23 0.014706 -0.004023 -0.002022 -0.002764 0 0 1 0 0
1986 4 24 0.015298 0.002155 0.004499 0.001117 0 0 0 1 0
1986 4 25 0.011895 0.000314 0.002468 0.001116 0 0 0 0 1
1986 4 28 0.011755 0.001947 -0.000905 0.003261 1 0 0 0 0
1986 4 29 -0.012393 -0.009244 -0.004327 -0.010573 0 1 0 0 0
1986 4 30 -0.019608 -0.018371 -0.00937 -0.020748 0 0 1 0 0
1986 5 1 0.004 -0.001715 -0.001871 -0.001529 0 0 0 1 0
1986 5 2 -0.01753 -0.000187 0.002859 -0.001573 0 0 0 0 1
1986 5 5 0.009732 0.011256 0.005197 0.012522 1 0 0 0 0
1986 5 6 -0.008835 -0.000866 0.001309 -0.002061 0 1 0 0 0
1986 5 7 -0.019449 -0.003966 -0.001421 -0.00489 0 0 1 0 0
1986 5 8 -0.007603 0.005194 0.005092 0.004448 0 0 0 1 0
1986 5 9 0.005034 0.003277 0.005886 0.003036 0 0 0 0 1
1986 5 12 0.001669 -0.00128 -0.000985 -0.001135 1 0 0 0 0
1986 5 13 -0.0075 -0.003564 -0.002011 -0.004925 0 1 0 0 0
1986 5 14 -0.005038 0.003771 0.001248 0.00478 0 0 1 0 0
1986 5 15 -0.018565 -0.01039 -0.003647 -0.013093 0 0 0 1 0
1986 5 16 -0.003439 -0.005385 -0.002082 -0.007124 0 0 0 0 1
1986 5 19 -0.005177 0.00094 -0.00117 0.00189 1 0 0 0 0
1986 5 20 0.014744 0.010102 0.002188 0.012479 0 1 0 0 0
1986 5 21 -0.011966 -0.001486 0.00117 -0.002795 0 0 1 0 0
1986 5 22 -0.007785 0.015974 0.007402 0.019834 0 0 0 1 0
1986 5 23 0.003487 0.005553 0.005674 0.005122 0 0 0 0 1
1986 5 27 0.02172 0.012729 0.004254 0.014087 0 1 0 0 0
1986 5 28 0.029762 0.00682 0.003739 0.007681 0 0 1 0 0
1986 5 29 0.009909 0.004246 0.001941 0.005474 0 0 0 1 0
1986 5 30 -0.003271 -0.000872 0.002772 -0.002541 0 0 0 0 1
1986 6 2 -0.00082 -0.007502 -0.002489 -0.009339 1 0 0 0 0
1986 6 3 0.003284 0.001167 0.001327 0.001918 0 1 0 0 0
1986 6 4 -0.018003 -0.004616 -0.000613 -0.006395 0 0 1 0 0
1986 6 5 0.005 0.004405 0.002264 0.00701 0 0 0 1 0
1986 6 6 -0.005804 0.000329 0.001845 8.1e-05 0 0 0 0 1
1986 6 9 -0.020851 -0.019374 -0.009959 -0.023243 1 0 0 0 0
1986 6 10 0.011073 -0.002085 -0.001626 -0.001584 0 1 0 0 0
1986 6 11 0.005055 0.00635 0.004065 0.00647 0 0 1 0 0
1986 6 12 -0.007544 0.001988 0.002953 0.001493 0 0 0 1 0
1986 6 13 0.01098 0.014414 0.007739 0.017558 0 0 0 0 1
1986 6 16 -0.007519 0.000176 -0.001653 0.001628 1 0 0 0 0
1986 6 17 -0.010943 -0.005433 -0.003006 -0.007232 0 1 0 0 0
1986 6 18 -0.003404 0.00071 -0.003118 0.002619 0 0 1 0 0
1986 6 19 -0.009394 -0.001528 0.000457 -0.003796 0 0 0 1 0
1986 6 20 0.012931 0.00754 -0.000451 0.014423 0 0 0 0 1
