hour min second price   volume
10 21 24    40.4800       100
10 21 25    40.4800       100
10 21 25    40.4800       100
10 21 25    40.4800       100
10 21 25    40.4800       100
10 21 26    40.4800       100
10 21 26    40.4900       100
10 21 26    40.4800       100
10 21 26    40.4900       100
10 21 26    40.5000       200
10 21 27    40.5100       100
10 21 27    40.5100       100
10 21 28    40.5100       200
10 21 30    40.5100       200
10 21 30    40.4800       100
10 21 30    40.4800       100
10 21 30    40.4700       100
10 21 30    40.4800       400
10 21 30    40.4900       100
10 21 31    40.5000       100
10 21 38    40.4900       400
10 21 39    40.4900       100
10 21 39    40.4864       100
10 21 41    40.4900       100
10 21 44    40.4800       100
10 21 44    40.4700       100
10 21 45    40.4700       300
10 21 45    40.4900       100
10 21 45    40.4900       100
10 21 45    40.4700       100
10 21 45    40.4700       100
10 21 45    40.4700       100
10 21 46    40.4700       200
10 21 48    40.4600       100
10 21 48    40.4600       200
10 21 48    40.4700       100
10 21 48    40.4700       800
10 21 48    40.4500       100
10 21 48    40.4700       200
10 21 48    40.4400       100
10 21 48    40.4400       100
10 21 48    40.4600       100
10 21 48    40.4600       100
10 21 48    40.4400       100
10 21 49    40.4400       100
10 21 49    40.4400       100
10 21 49    40.4600       100
10 21 49    40.4700       100
10 21 50    40.4600       500
10 21 50    40.4600       500
10 21 50    40.4600       100
10 21 50    40.4500       100
10 21 50    40.4700       100
10 21 50    40.4700       200
10 21 50    40.4700       100
10 21 50    40.4700       100
10 21 50    40.4700       100
10 21 50    40.4600       100
10 21 50    40.4600       400
10 21 50    40.4600       100
10 21 51    40.4700       100
10 21 51    40.4700       100
10 21 51    40.4800       200
10 21 51    40.4500       100
10 21 51    40.4500       100
10 21 52    40.4500       200
10 21 52    40.4600       100
10 21 52    40.4600       100
10 21 52    40.4400       300
10 21 52    40.4600       100
10 21 53    40.4700       100
10 21 53    40.4700       100
10 21 53    40.4800       100
10 21 53    40.4600       100
10 21 53    40.4800       100
10 21 53    40.4800       100
10 21 53    40.4800       100
10 21 53    40.4700       100
10 21 53    40.4800       100
10 21 55    40.4800       200
10 21 55    40.4800       100
10 21 55    40.4800       100
10 21 56    40.4400       100
10 21 56    40.4400       100
10 21 56    40.4800       100
10 21 56    40.4400       100
10 21 56    40.4400       100
10 21 56    40.4600       100
10 21 56    40.4600       100
10 21 56    40.4300       200
10 21 56    40.4610       225
10 21 56    40.4700       100
10 21 57    40.4800       100
10 21 57    40.4600       100
10 21 57    40.4600       100
10 22 01    40.4300       100
10 22 01    40.4300       100
10 22 01    40.4200       100
10 22 01    40.4500       100
10 22 01    40.4500       100
10 22 01    40.4300       100
10 22 03    40.4600       100
10 22 03    40.4600       100
10 22 03    40.4600       100
10 22 03    40.4600       200
10 22 04    40.4600       900
10 22 04    40.4500       100
10 22 04    40.4700       100
10 22 04    40.3951       100
10 22 04    40.4700       300
10 22 09    40.4330       105
10 22 09    40.4300       100
10 22 09    40.4500       100
10 22 10    40.4600       100
10 22 10    40.4200       500
10 22 10    40.4500       100
10 22 10    40.4600       100
10 22 10    40.4300       100
10 22 12    40.4500       100
10 22 14    40.4400       100
10 22 14    40.4400       100
10 22 14    40.4400       100
10 22 14    40.4500       200
10 22 14    40.4500       100
10 22 14    40.4600       100
10 22 14    40.4500       600
10 22 14    40.4400       100
10 22 14    40.4500       100
10 22 14    40.4400       100
10 22 14    40.4500       100
10 22 15    40.4600       100
10 22 15    40.4600       100
10 22 15    40.4700       100
10 22 17    40.4300       100
10 22 18    40.4000       100
10 22 18    40.4000       100
10 22 18    40.4300       100
10 22 18    40.4000       100
10 22 18    40.4000       100
10 22 18    40.3700       100
10 22 18    40.4100       100
10 22 18    40.4000       100
10 22 18    40.3700       100
10 22 18    40.3800       100
10 22 18    40.4000       100
10 22 18    40.4000       100
10 22 18    40.4000       100
10 22 18    40.4000       100
10 22 18    40.3900       100
10 22 18    40.3700       100
10 22 18    40.3700       100
10 22 18    40.3700       100
10 22 18    40.3600       100
10 22 20    40.3500       100
10 22 20    40.3400       200
10 22 20    40.3700       100
10 22 20    40.3700       100
10 22 20    40.3700       100
10 22 20    40.3700       100
10 22 20    40.3700       100
10 22 20    40.3700       200
10 22 20    40.3600       100
10 22 21    40.3700       100
10 22 21    40.3800       100
10 22 21    40.3900       100
10 22 22    40.3900       100
10 22 23    40.3900       100
10 22 23    40.3900       100
10 22 23    40.4000       100
10 22 23    40.3800       100
10 22 23    40.3900       100
10 22 23    40.3900       100
10 22 23    40.3800       100
10 22 23    40.3800       100
10 22 24    40.3700       200
10 22 24    40.3700       100
10 22 28    40.4000       100
10 22 30    40.4000       100
10 22 35    40.3900       100
10 22 35    40.3900       300
10 22 36    40.4000       200
10 22 36    40.4000       400
10 22 36    40.4000       300
10 22 36    40.4000       100
10 22 37    40.3900       200
10 22 38    40.4000       100
10 22 40    40.4000       100
10 22 40    40.4100       100
10 22 40    40.4100       100
10 22 40    40.4100       100
10 22 40    40.4100       300
10 22 40    40.4100       100
10 22 40    40.4100       100
10 22 40    40.4100       200
10 22 40    40.4200       100
10 22 40    40.4100       100
10 22 40    40.4200       100
10 22 40    40.4200       100
10 22 40    40.4400       100
10 22 40    40.4500       100
10 22 42    40.4500       100
10 22 42    40.4500       100
10 22 43    40.4300       200
10 22 44    40.4500       100
10 22 44    40.4500       100
10 22 45    40.4300       100
10 22 45    40.4500       200
10 22 45    40.4300       100
10 22 45    40.4300       100
10 22 45    40.4300       100
10 22 45    40.4300       200
10 22 45    40.4300       100
10 22 45    40.4200       100
10 22 45    40.4300       100
10 22 45    40.4300       100
10 22 45    40.4300       100
10 22 45    40.4200       100
10 22 46    40.4200       100
10 22 46    40.4200       100
10 22 46    40.4200       100
10 22 46    40.4200       100
10 22 46    40.4100       100
10 22 48    40.4300       100
10 22 48    40.4400       100
10 22 49    40.4400       100
10 22 49    40.4400       100
10 22 50    40.4500       100
10 22 54    40.4100       100
10 22 54    40.4100       100
10 23 02    40.4300       100
10 23 03    40.4300       300
10 23 03    40.4300       100
10 23 03    40.4100       100
10 23 03    40.4300       200
10 23 12    40.4083       100
10 23 12    40.4100       100
10 23 12    40.4200       100
10 23 17    40.4200       100
10 23 18    40.4200       100
10 23 18    40.4200       100
10 23 18    40.4300       100
10 23 18    40.4300       100
10 23 18    40.4300       100
10 23 18    40.4300       200
10 23 19    40.4300       500
10 23 19    40.4400       100
10 23 19    40.4500       200
10 23 19    40.4500       100
10 23 19    40.4400       200
10 23 19    40.4700       100
10 23 19    40.4700       100
10 23 19    40.4700       100
10 23 20    40.4600       100
10 23 20    40.5000       100
10 23 22    40.4800       100
10 23 22    40.4800       100
10 23 22    40.4800       100
10 23 22    40.4800       100
10 23 22    40.5000       200
10 23 22    40.4900       100
10 23 22    40.4900       100
10 23 23    40.4900       100
10 23 23    40.5000       200
10 23 25    40.5100       600
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5200       100
10 23 26    40.5200       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5100       100
10 23 26    40.5200       200
10 23 26    40.5300       100
10 23 26    40.5300       100
10 23 26    40.5300       100
10 23 26    40.5300       100
10 23 26    40.5300       100
10 23 26    40.5200       100
10 23 26    40.5300       100
10 23 27    40.5200       100
10 23 27    40.5300       100
10 23 27    40.5300       100
10 23 27    40.5300       100
10 23 29    40.5200       100
10 23 29    40.5200       100
10 23 29    40.5200       100
10 23 29    40.5200       100
10 23 29    40.5100       100
10 23 29    40.5200       100
10 23 30    40.5300       100
10 23 30    40.5300       100
10 23 30    40.5300       100
10 23 30    40.5300       300
10 23 31    40.5400       200
10 23 36    40.5300       200
10 23 36    40.5300       100
10 23 37    40.5300       100
10 23 37    40.5500       100
10 23 37    40.5500       400
10 23 37    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5500       300
10 23 38    40.5500       100
10 23 38    40.5500       100
10 23 38    40.5800       100
10 23 38    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 39    40.5800       100
10 23 41    40.6100       100
10 23 41    40.6100       100
10 23 41    40.6000       100
10 23 41    40.6000       100
10 23 41    40.6000       100
10 23 41    40.6000       100
10 23 41    40.6000       200
10 23 41    40.6000       100
10 23 41    40.6000       100
10 23 41    40.5900       100
10 23 41    40.5900       100
10 23 42    40.5900       200
10 23 42    40.5900       200
10 23 42    40.5900       100
10 23 42    40.5900       100
10 23 42    40.5900       100
10 23 42    40.5800       100
10 23 43    40.6100       200
10 23 44    40.6000       100
10 23 45    40.6000       100
10 23 45    40.6100       100
10 23 47    40.6100       100
10 23 47    40.6100       100
10 23 49    40.6100       200
10 23 50    40.6000       100
10 23 50    40.5900       500
10 23 50    40.5900       100
10 23 50    40.5800       100
10 23 50    40.5900       200
10 23 50    40.5900       100
10 23 50    40.5800       100
10 23 51    40.5900       100
10 23 51    40.5700       100
10 23 51    40.5900       100
10 23 52    40.5900       100
10 23 52    40.5900       100
10 23 53    40.5800       200
10 23 53    40.6000       100
10 23 53    40.6000       100
10 23 53    40.6000       100
10 23 53    40.6000       100
10 23 53    40.6000       100
10 23 53    40.6000       200
10 23 53    40.6000       100
10 23 53    40.6000       100
10 23 54    40.6000       100
10 23 54    40.6000       100
10 23 54    40.6000       100
10 23 54    40.6000       200
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6000       100
10 23 54    40.6000       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6100       100
10 23 54    40.6200       100
10 23 55    40.6200       100
10 23 55    40.6100       200
10 23 55    40.6100       200
10 23 56    40.6100       900
10 24 00    40.5900       100
10 24 01    40.6100       200
10 24 02    40.6000       100
10 24 02    40.6000       200
10 24 02    40.6000       100
10 24 02    40.6000       200
10 24 03    40.5900       100
10 24 06    40.6100       200
10 24 06    40.6100       100
10 24 07    40.6200       100
10 24 07    40.6200       500
10 24 08    40.6200       100
10 24 08    40.6200       100
10 24 08    40.6200       100
10 24 08    40.6100       100
10 24 08    40.6300       100
10 24 08    40.6300       100
10 24 08    40.6300       100
10 24 08    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6300       100
10 24 09    40.6400       100
10 24 09    40.6400       100
10 24 09    40.6400       200
10 24 09    40.6400       100
10 24 10    40.6400       100
10 24 10    40.6400       200
10 24 10    40.6300       100
10 24 10    40.6300       100
10 24 10    40.6500       300
10 24 11    40.6200       100
10 24 11    40.6200       100
10 24 11    40.6200       200
10 24 13    40.6200       100
10 24 13    40.6200       100
10 24 13    40.6300       100
10 24 13    40.6200       100
10 24 13    40.6300       100
10 24 13    40.6400       100
10 24 13    40.6200       100
10 24 13    40.6200       100
10 24 13    40.6200       100
10 24 14    40.6400       100
10 24 17    40.6300       100
10 24 18    40.6500       100
10 24 18    40.6500       100
10 24 18    40.6500       100
10 24 18    40.6500       900
10 24 18    40.6400       100
10 24 18    40.6400       200
10 24 18    40.6500       200
10 24 19    40.6800       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6700       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       200
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 19    40.6600       100
10 24 20    40.6700       100
10 24 20    40.6800       100
10 24 20    40.6800       100
10 24 20    40.6800       100
10 24 20    40.6800       100
10 24 20    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 21    40.6800       100
10 24 22    40.6900       100
10 24 22    40.6900       200
10 24 22    40.6800       100
10 24 24    40.7182       200
10 24 24    40.7100       100
10 24 28    40.7100       100
10 24 28    40.7100       100
10 24 29    40.7100       100
10 24 30    40.7100       100
10 24 30    40.7100       100
10 24 30    40.7100       100
10 24 30    40.7100       100
10 24 30    40.7100       100
10 24 30    40.7000       100
10 24 30    40.7000       100
10 24 30    40.6900       100
10 24 30    40.6900       100
10 24 30    40.6900       100
10 24 30    40.7000       200
10 24 30    40.6900       100
10 24 30    40.6900       100
10 24 30    40.7000       100
10 24 31    40.6800       100
10 24 33    40.7000       500
10 24 35    40.6700       200
10 24 36    40.6500       100
10 24 37    40.6625      1000
10 24 39    40.6600       100
10 24 41    40.6700       100
10 24 41    40.6700       500
10 24 41    40.6600       200
10 24 42    40.6800       100
10 24 43    40.6600       100
10 24 44    40.6600       100
10 24 44    40.6600       100
10 24 45    40.6600       400
10 24 46    40.6500       160
10 24 47    40.6700       340
10 24 51    40.6500       100
10 24 51    40.6400       100
10 24 51    40.6400       200
10 24 55    40.6500       100
10 24 58    40.6400       100
10 25 00    40.6600       100
10 25 00    40.6500       100
10 25 01    40.6600       100
10 25 01    40.6600       100
10 25 03    40.6500       100
10 25 03    40.6500       100
10 25 04    40.6500       100
10 25 04    40.6600       100
10 25 04    40.6500       100
10 25 04    40.6400       100
10 25 04    40.6400       100
10 25 05    40.6400       100
10 25 05    40.6400       400
10 25 06    40.6400       100
10 25 06    40.6400       100
10 25 06    40.6400       200
10 25 06    40.6450       100
10 25 06    40.6300       100
10 25 06    40.6200       100
10 25 06    40.6400       100
10 25 06    40.6200       100
10 25 07    40.6200       200
10 25 08    40.6100       100
10 25 08    40.6000       100
10 25 08    40.6100       100
10 25 09    40.6000       100
10 25 09    40.6000       100
10 25 09    40.6000       100
10 25 10    40.5700       100
10 25 11    40.5800       100
10 25 11    40.5800       100
10 25 12    40.5800       100
10 25 12    40.5700       500
10 25 12    40.5700       100
10 25 13    40.5700       100
10 25 14    40.5500       100
10 25 19    40.5700       100
10 25 19    40.5700       100
10 25 19    40.5700       100
10 25 19    40.5700       100
10 25 20    40.5700       300
10 25 20    40.5700       100
10 25 20    40.5800       156
10 25 20    40.5700       100
10 25 20    40.5700       100
10 25 20    40.5700       100
10 25 20    40.5600       100
10 25 20    40.5700       200
10 25 20    40.5700       100
10 25 20    40.5600       100
10 25 23    40.6000       100
10 25 25    40.6000       100
10 25 25    40.6000       100
10 25 25    40.6000       100
10 25 25    40.6000       100
10 25 25    40.6000       200
10 25 25    40.6000       400
10 25 27    40.6100       100
10 25 27    40.6200       100
10 25 27    40.6200       100
10 25 27    40.6200       100
10 25 27    40.6200       100
10 25 27    40.6200       100
10 25 27    40.6400       100
10 25 31    40.5850       100
10 25 33    40.6400       100
10 25 33    40.6200       200
10 25 34    40.6200       100
10 25 34    40.6200       100
10 25 34    40.6200       100
10 25 34    40.6200       400
10 25 35    40.6300       200
10 25 35    40.6300       100
10 25 35    40.6300       100
10 25 36    40.5900       100
10 25 37    40.6200       100
10 25 39    40.6200       100
10 25 39    40.6200       300
10 25 41    40.6200       200
10 25 41    40.6200       200
10 25 41    40.6300       300
10 25 41    40.6400       100
10 25 41    40.6400       100
10 25 41    40.6400       100
10 25 41    40.6100       100
10 25 41    40.6500       100
10 25 41    40.6500       100
10 25 41    40.6700       100
10 25 41    40.6300       100
10 25 41    40.6400       100
10 25 41    40.6400       300
10 25 41    40.6700       100
10 25 42    40.6600       200
10 25 42    40.6600       100
10 25 44    40.6300       100
10 25 44    40.6300       100
10 25 46    40.6250       200
10 25 47    40.6300       100
10 25 47    40.6300       100
10 25 47    40.6300       200
10 25 47    40.6300       100
10 25 47    40.6300       100
10 25 47    40.6300       100
10 25 47    40.6300       100
10 25 49    40.6100       100
10 25 49    40.6100       100
10 25 49    40.6100       100
10 25 53    40.6300       200
10 25 55    40.6200       100
10 25 55    40.6200       100
10 25 56    40.6000       200
10 25 56    40.6100       500
10 25 56    40.6200       200
10 25 56    40.6300       100
10 25 56    40.6300       100
10 25 59    40.6300       100
10 25 59    40.6300       200
10 25 59    40.6200       100
10 25 59    40.6390       100
10 25 59    40.6400       200
10 25 59    40.6400       200
10 25 59    40.6400       100
10 25 59    40.6300       100
10 25 59    40.6200       200
10 25 59    40.6400       100
10 25 59    40.6400       200
10 25 59    40.6300       100
10 25 59    40.6200       100
10 26 01    40.6200       100
10 26 01    40.6200       100
10 26 01    40.6200       100
10 26 01    40.6100       100
10 26 02    40.6200       100
10 26 02    40.6200       100
10 26 02    40.6100       100
10 26 03    40.5900       100
10 26 03    40.5900       100
10 26 03    40.5900       100
10 26 04    40.5900       300
10 26 04    40.5900       200
10 26 04    40.5900       100
10 26 04    40.5900       100
10 26 04    40.5800       100
10 26 04    40.5800       100
10 26 05    40.5600       100
10 26 07    40.5500       100
10 26 08    40.5600       100
10 26 10    40.5400       100
10 26 10    40.5300       300
10 26 11    40.5500       100
10 26 11    40.5300       100
10 26 12    40.5600       200
10 26 15    40.5670       500
10 26 16    40.5700       100
10 26 16    40.5700       100
10 26 16    40.5800       100
10 26 17    40.5900       100
10 26 17    40.5700       100
10 26 17    40.6100       100
10 26 18    40.6100       100
10 26 20    40.5919       100
10 26 20    40.5900       100
10 26 20    40.5700       100
10 26 20    40.5900       100
10 26 20    40.5700       300
10 26 22    40.6000       100
10 26 22    40.6000       100
10 26 23    40.6000       100
10 26 24    40.6000       100
10 26 24    40.5800       100
10 26 24    40.5700       100
10 26 25    40.5600       100
10 26 25    40.5600       100
10 26 25    40.5600       100
10 26 27    40.5700       100
10 26 29    40.5800       100
10 26 29    40.5700       100
10 26 30    40.5800       100
10 26 30    40.5800       100
10 26 30    40.5900       100
10 26 30    40.6000       100
10 26 30    40.6000       100
10 26 30    40.5800       100
10 26 30    40.5600       100
10 26 30    40.5600       100
10 26 32    40.5900       200
10 26 37    40.6100       100
10 26 38    40.5800       100
10 26 38    40.5800       100
10 26 38    40.5700       100
10 26 38    40.5700       100
10 26 42    40.6067      1400
10 26 45    40.5900       100
10 26 46    40.5800       200
10 26 46    40.6000       100
10 26 52    40.5900       100
10 26 52    40.5900       100
10 26 52    40.5900       100
10 26 53    40.5900       100
10 26 54    40.5900       100
10 26 55    40.5900       100
10 26 55    40.5900       100
10 26 56    40.5900       100
10 26 56    40.5800       100
10 26 56    40.5600       100
10 26 56    40.5600       100
10 26 56    40.5600       100
10 26 56    40.5800       100
10 26 56    40.5800       200
10 26 56    40.5800       200
10 26 56    40.5800       100
10 26 56    40.5600       100
10 26 56    40.5600       400
10 26 56    40.5600       100
10 26 57    40.5500       100
10 26 57    40.5400       400
10 27 00    40.5700       100
10 27 00    40.5700       100
10 27 00    40.5700       100
10 27 00    40.5700       200
10 27 00    40.5700       400
10 27 01    40.5800       400
10 27 01    40.5900       100
10 27 01    40.5900       100
10 27 01    40.5900       100
10 27 01    40.5900       100
10 27 01    40.5900       100
10 27 02    40.6000       100
10 27 02    40.6000       100
10 27 02    40.6100       100
10 27 03    40.6100       100
10 27 03    40.5900       900
10 27 03    40.6100       100
10 27 03    40.6100       300
10 27 03    40.6100       100
10 27 03    40.5900       100
10 27 03    40.5900       100
10 27 03    40.5900       100
10 27 04    40.5900       100
10 27 05    40.5750       100
10 27 06    40.5900       100
10 27 08    40.6100       300
10 27 08    40.5900       100
10 27 08    40.5900       100
10 27 08    40.6000       100
10 27 09    40.5900       100
10 27 09    40.5900       100
10 27 09    40.5800       100
10 27 09    40.5900       100
10 27 09    40.5700       100
10 27 10    40.5700       100
10 27 10    40.5700       100
10 27 10    40.5700       100
10 27 11    40.5600       200
10 27 11    40.5700       100
10 27 11    40.5700       100
10 27 12    40.5700       100
10 27 12    40.5800       100
10 27 12    40.5800       200
10 27 14    40.5900       100
10 27 14    40.5900       100
10 27 15    40.5900       100
10 27 15    40.5900       100
10 27 16    40.5900       200
10 27 25    40.5900       100
10 27 25    40.5900       200
10 27 25    40.5900       100
10 27 30    40.5800       299
10 27 32    40.5900       241
10 27 32    40.5700       100
10 27 32    40.5700       800
10 27 33    40.5800       300
10 27 33    40.5900       700
10 27 34    40.5800       300
10 27 34    40.5800       100
10 27 34    40.5900       100
10 27 35    40.5900       275
10 27 35    40.5800       100
10 27 35    40.5700       100
10 27 35    40.5800       200
10 27 35    40.5600       200
10 27 41    40.5600       100
10 27 43    40.5400       100
10 27 43    40.5400       100
10 27 43    40.5400       100
10 27 49    40.5100       100
10 27 50    40.5200       100
10 27 50    40.5000       100
10 27 50    40.4900       100
10 27 50    40.5100       100
10 27 51    40.5000       600
10 27 52    40.5300       100
10 27 52    40.5300       100
10 27 52    40.5400       100
10 27 52    40.5300       100
10 27 52    40.5400       100
10 27 53    40.5400       100
10 27 53    40.5500       200
10 27 53    40.5400       100
10 27 53    40.5400       100
10 27 56    40.5300       100
10 27 56    40.5300       100
10 27 56    40.5300       100
10 27 56    40.5300       100
10 27 56    40.5300       100
10 27 56    40.5300       100
10 27 56    40.5300       200
10 27 56    40.5300       200
10 27 56    40.5300       100
10 27 56    40.5300       100
10 27 56    40.5300       100
10 28 02    40.5500       200
10 28 05    40.5500       100
10 28 05    40.5500       100
10 28 05    40.5500       100
10 28 05    40.5500       100
10 28 05    40.5500       100
10 28 12    40.5400       100
10 28 12    40.5500       100
10 28 12    40.5400       100
10 28 12    40.5400       300
10 28 12    40.5300       100
10 28 13    40.5400       100
10 28 13    40.5400       100
10 28 13    40.5400       100
10 28 13    40.5400       100
10 28 13    40.5600       100
10 28 13    40.5200       100
10 28 15    40.5600       100
10 28 15    40.5600       100
10 28 15    40.5600       100
10 28 17    40.5640       100
10 28 23    40.5600       100
10 28 23    40.5600       100
10 28 23    40.5700       100
10 28 26    40.5700       100
10 28 26    40.5700       100
10 28 26    40.5700       300
10 28 26    40.5700       100
10 28 26    40.5700       300
10 28 26    40.5700       200
10 28 26    40.5700       100
10 28 26    40.5800       125
10 28 29    40.6100       600
10 28 29    40.6400       100
10 28 30    40.6500       100
10 28 30    40.6400       100
10 28 30    40.6300       100
10 28 30    40.6300       100
10 28 30    40.6400       200
10 28 30    40.6400       200
10 28 30    40.6400       100
10 28 30    40.6400       100
10 28 30    40.6300       300
10 28 30    40.6300       500
10 28 30    40.6300       300
10 28 30    40.6300       200
10 28 30    40.6300       400
10 28 30    40.6400       100
10 28 30    40.6300       400
10 28 30    40.6300       300
10 28 30    40.6400       200
10 28 30    40.6400       200
10 28 31    40.6400       100
10 28 31    40.6400       200
10 28 34    40.6500       100
10 28 38    40.6300       100
10 28 38    40.6300       100
10 28 38    40.6300       200
10 28 38    40.6200       100
10 28 39    40.6000       100
10 28 39    40.6200       100
10 28 39    40.6000       100
10 28 39    40.6000       100
10 28 44    40.6100       100
10 28 45    40.6000       100
10 28 46    40.5900       100
10 28 50    40.5900       100
10 28 50    40.5900       100
10 28 57    40.5954       100
10 29 00    40.6300       100
10 29 00    40.6200       100
10 29 00    40.6200       200
10 29 01    40.6499       100
10 29 02    40.6400       100
10 29 05    40.6500       100
10 29 08    40.6300       100
10 29 08    40.6300       100
10 29 08    40.6300       100
10 29 08    40.6300       500
10 29 08    40.6300       100
10 29 08    40.6300       100
10 29 09    40.6100       100
10 29 09    40.6100       100
10 29 09    40.6300       400
10 29 09    40.6100       100
10 29 16    40.6100       100
10 29 23    40.6300       100
10 29 26    40.6300       100
10 29 26    40.6300       100
10 29 26    40.6300       400
10 29 26    40.6300       100
10 29 26    40.6300       100
10 29 26    40.6400       100
10 29 26    40.6400       100
10 29 27    40.6300       100
10 29 27    40.6300       100
10 29 27    40.6300       100
10 29 27    40.6300       100
10 29 29    40.6500       100
10 29 29    40.6500       100
10 29 33    40.6500       100
10 29 38    40.6400       100
10 29 40    40.6352       490
10 29 41    40.6244       375
10 29 43    40.6400       100
10 29 43    40.6300       100
10 29 43    40.6300       300
10 29 43    40.6300       100
10 29 43    40.6200       100
10 29 43    40.6300       100
10 29 43    40.6300       100
10 29 43    40.6200       100
10 29 43    40.6200       100
10 29 43    40.6200       100
10 29 43    40.6100       100
10 29 43    40.6200       500
10 29 44    40.6000       100
10 29 44    40.6000       200
10 29 48    40.6000       100
10 29 50    40.6036      2000
10 29 53    40.6100       100
10 29 55    40.6200       100
10 29 58    40.6300       100
10 30 00    40.6300       100
10 30 01    40.6300       100
10 30 01    40.6300       100
10 30 01    40.6300       300
10 30 01    40.6300       200
10 30 02    40.6300       100
10 30 02    40.6300       100
10 30 02    40.6300       100
10 30 02    40.6300       141
10 30 02    40.6200       100
10 30 02    40.6200       100
10 30 02    40.6300       100
10 30 02    40.6300       100
10 30 02    40.6300       100
10 30 02    40.6300       100
10 30 02    40.6300       100
10 30 03    40.6400       100
10 30 06    40.6244       100
10 30 07    40.6400       200
10 30 08    40.6300       100
10 30 08    40.6300       100
10 30 08    40.6300       100
10 30 08    40.6200       100
10 30 08    40.6200       100
10 30 08    40.6200       100
10 30 08    40.6100       100
10 30 08    40.6300       200
10 30 08    40.6300       100
10 30 08    40.6200       100
10 30 08    40.6100       500
10 30 08    40.6300       600
10 30 08    40.6300       600
10 30 08    40.6300       100
10 30 08    40.6200       100
10 30 08    40.6200       100
10 30 08    40.6200       100
10 30 08    40.6100       700
10 30 08    40.6000       200
10 30 08    40.6100       100
10 30 08    40.6100       100
10 30 08    40.6100       100
10 30 08    40.6000       100
10 30 08    40.6000       200
10 30 08    40.6000       800
10 30 08    40.6000       800
10 30 08    40.6200       100
10 30 08    40.6000       300
10 30 08    40.6000       700
10 30 08    40.6000       400
10 30 08    40.6200       100
10 30 08    40.6000       400
10 30 08    40.6000       100
10 30 08    40.6000       100
10 30 08    40.6200       100
10 30 08    40.6300       100
10 30 10    40.6400       100
10 30 13    40.6400       100
10 30 13    40.6400       100
10 30 15    40.6100       300
10 30 15    40.6100       300
10 30 16    40.6400       100
10 30 16    40.6400       248
10 30 16    40.6400       500
10 30 16    40.6400       200
10 30 16    40.6500       100
10 30 16    40.6500       148
10 30 16    40.6500       100
10 30 16    40.6500       148
10 30 16    40.6500       100
10 30 17    40.6600       100
10 30 17    40.6600       100
10 30 17    40.6600       200
10 30 17    40.6600       100
10 30 17    40.6800       100
10 30 17    40.6700       100
10 30 18    40.6900       100
10 30 18    40.6900       100
10 30 20    40.7300       100
10 30 21    40.7101       200
10 30 24    40.7300       100
10 30 24    40.7300       100
10 30 24    40.7200       100
10 30 24    40.7200       100
10 30 24    40.7100       100
