date             aa           sp
20010918       0.003989     -0.005805
20010919       0.009934     -0.016112
20010920      -0.061967     -0.031060
20010921      -0.010835     -0.019034
20010924       0.067138      0.038983
20010925      -0.005298      0.008790
20010926      -0.033289     -0.005167
20010927       0.041667      0.011489
20010928       0.025124      0.021922
20011001      -0.002580     -0.002296
20011002       0.032978      0.012306
20011003       0.004382      0.019927
20011004      -0.039576     -0.002471
20011005       0.023361      0.001636
20011008      -0.046925     -0.008344
20011009       0.051564     -0.005356
20011010       0.006327      0.022938
20011011       0.028607      0.015208
20011012      -0.012225     -0.005267
20011015      -0.009901     -0.001530
20011016       0.025313      0.006936
20011017      -0.023773     -0.018633
20011018      -0.004059     -0.007873
20011019      -0.007210      0.004557
20011022       0.036628      0.015296
20011023       0.028023     -0.004698
20011024       0.006519      0.000387
20011025       0.024728      0.013721
20011026       0.002011      0.004109
20011029      -0.023796     -0.023818
20011030      -0.025844     -0.017166
20011031      -0.022611     -0.000009
20011101       0.014255      0.022948
20011102       0.016193      0.002860
20011105      -0.001503      0.014386
20011106       0.024089      0.014526
20011107       0.011173     -0.002735
20011108       0.006688      0.002456
20011109       0.010688      0.001582
20011112      -0.008574     -0.001767
20011113       0.046411      0.018563
20011114       0.035813      0.001861
20011115      -0.002660      0.000903
20011116      -0.010133     -0.003143
20011119       0.036907      0.010899
20011120      -0.016888     -0.007298
20011121      -0.001321     -0.004927
20011123       0.026727      0.011706
20011126      -0.013918      0.006155
20011127       0.000523     -0.006843
20011128      -0.009143     -0.018251
20011129       0.001845      0.010350
20011130       0.015789     -0.000658
20011203      -0.019430     -0.008381
20011204       0.006605      0.013187
20011205       0.048556      0.022318
20011206      -0.010013     -0.002777
20011207      -0.017699     -0.007531
20011210      -0.008752     -0.015868
20011211       0.000519     -0.002781
20011212      -0.018427      0.000273
20011213      -0.040984     -0.015558
20011214       0.020678      0.003314
20011217      -0.013776      0.010035
20011218       0.031498      0.007546
20011219      -0.060542      0.005810
20011220      -0.013002     -0.008377
20011221      -0.020332      0.004351
20011224       0.006723     -0.000210
20011226       0.020616      0.004124
20011227       0.008535      0.006752
20011228       0.019746      0.003362
20011231      -0.016598     -0.011145
20020102       0.003657      0.005740
20020103       0.012892      0.009180
20020104       0.032097      0.006213
20020107       0.023056     -0.006499
20020108      -0.021488     -0.003588
20020109      -0.022496     -0.004799
20020110      -0.016438      0.001221
20020111      -0.006964     -0.009468
20020114      -0.018233     -0.006276
20020115      -0.013714      0.006834
20020116      -0.026651     -0.016245
20020117       0.005060      0.010030
20020118      -0.002073     -0.009922
20020122       0.007418     -0.007334
20020123       0.030928      0.007925
20020124       0.006286      0.003519
20020125       0.008802      0.000998
20020128       0.007599     -0.000194
20020129      -0.029050     -0.028613
20020130      -0.014672      0.011748
20020131       0.046715      0.014934
20020201      -0.019526     -0.007078
20020204      -0.038122     -0.024737
20020205      -0.010944     -0.004039
20020206       0.011962     -0.005972
20020207      -0.004156     -0.003083
20020208       0.025931      0.014859
20020211       0.038059      0.014340
20020212      -0.006157     -0.003993
20020213       0.021966      0.009941
20020214      -0.001378     -0.001815
20020215       0.004415     -0.011017
20020219      -0.031593     -0.018874
20020220       0.038582      0.013514
20020221       0.023764     -0.015510
20020222       0.008538      0.008224
20020225       0.006085      0.017975
20020226      -0.013936     -0.000045
20020227       0.009333      0.000460
20020228      -0.007398     -0.002847
20020301       0.009316      0.022634
20020304       0.043249      0.019491
20020305      -0.028564     -0.006673
20020306       0.026282      0.014510
20020307      -0.004057     -0.004498
20020308      -0.025458      0.005849
20020311      -0.000784      0.003393
20020312       0.017516     -0.002294
20020313      -0.014645     -0.009858
20020314       0.003651     -0.000910
20020315       0.014030      0.011379
20020318      -0.001025     -0.000523
20020319      -0.005130      0.004067
20020320      -0.013921     -0.015757
20020321      -0.013333      0.001511
20020322      -0.018018     -0.004239
20020325      -0.008365     -0.014651
20020326       0.029660      0.005849
20020327      -0.001321      0.005349
20020328      -0.001323      0.002455
20020401      -0.002650     -0.000741
20020402       0.007173     -0.008530
20020403      -0.017410     -0.009993
20020404      -0.009933      0.000835
20020405       0.030369     -0.003205
20020408      -0.003684      0.002280
20020409      -0.012678     -0.006656
20020410       0.025950      0.011335
20020411      -0.009126     -0.023689
20020412      -0.017632      0.006632
20020415      -0.016609     -0.007615
20020416       0.023699      0.023418
20020417       0.002129     -0.002038
20020418      -0.005842     -0.001421
20020419       0.001068      0.000623
20020422      -0.047225     -0.015411
20020423      -0.000840     -0.006201
20020424      -0.019339     -0.007103
20020425      -0.002001     -0.001519
20020426      -0.008018     -0.013889
20020429      -0.021363     -0.010099
20020430       0.003835      0.010765
20020501       0.003526      0.008859
20020502       0.012647     -0.001749
20020503       0.006971     -0.010262
20020506      -0.016441     -0.019340
20020507       0.009677     -0.003021
20020508       0.016555      0.037504
20020509      -0.002857     -0.014547
20020510       0.002579     -0.016794
20020513       0.010289      0.018550
20020514       0.025460      0.021144
20020515      -0.004966     -0.005659
20020516      -0.006099      0.006562
20020517      -0.005300      0.007612
20020520      -0.007852     -0.013293
20020521       0.006218     -0.010990
20020522      -0.004213      0.005686
20020523       0.012694      0.010184
20020524      -0.008914     -0.012087
20020528      -0.005059     -0.008553
20020529      -0.002825     -0.006412
20020530      -0.004249     -0.002810
20020531      -0.004836      0.002329
20020603      -0.028302     -0.024795
20020604      -0.016770      0.000010
20020605      -0.000598      0.008850
20020606      -0.038922     -0.019764
20020607      -0.009346     -0.001574
20020610       0.004717      0.003124
20020611      -0.017840     -0.016629
20020612       0.021351      0.006571
20020613      -0.004056     -0.010488
20020614      -0.017231     -0.002268
20020617       0.006694      0.028691
20020618       0.013300      0.000936
20020619      -0.021563     -0.016536
20020620      -0.003513     -0.013432
20020621      -0.020833     -0.017043
20020624       0.008183      0.003619
20020625       0.011039     -0.016702
20020626       0.006744     -0.002674
20020627       0.020096      0.017575
20020628       0.036585     -0.000838
20020701      -0.004525     -0.021378
20020702      -0.022424     -0.021225
20020703       0.005890      0.006223
20020705       0.028659      0.036730
20020708      -0.026363     -0.012184
20020709      -0.016615     -0.024719
20020710      -0.048811     -0.033962
20020711      -0.001316      0.007496
20020712      -0.007905     -0.006448
20020715      -0.030544     -0.003755
20020716      -0.015069     -0.018389
20020717       0.003477      0.005538
20020718      -0.021830     -0.027019
20020719      -0.043571     -0.038341
20020722      -0.079630     -0.032922
20020723      -0.042254     -0.027017
20020724       0.047899      0.057315
20020725      -0.029671     -0.005620
20020726       0.057851      0.016884
20020729       0.068359      0.054078
20020730      -0.044607      0.004249
20020731       0.040949      0.009792
20020801      -0.028096     -0.029574
20020802      -0.030049     -0.023082
20020805      -0.054902     -0.034296
20020806       0.036100      0.029919
20020807       0.010413      0.020010
20020808       0.013080      0.032722
20020809       0.025039      0.003512
20020812      -0.003817     -0.005327
20020813      -0.029502     -0.021675
20020814      -0.022898      0.040047
20020815       0.027475      0.011559
20020816      -0.025954     -0.001591
20020819       0.054098      0.023633
20020820      -0.012256     -0.013979
20020821       0.047693      0.012726
20020822       0.019615      0.014052
20020823      -0.024682     -0.022686
20020826       0.007443      0.007536
20020827      -0.013668     -0.013851
20020828      -0.061049     -0.018132
20020829      -0.015556     -0.000076
20020830       0.016613     -0.001885
20020903      -0.062575     -0.041536
20020904      -0.016157      0.017517
20020905      -0.042783     -0.015950
20020906       0.019865      0.016800
20020909       0.031430      0.010113
20020910       0.019743      0.007331
20020911       0.004630     -0.000143
20020912      -0.046083     -0.024784
20020913      -0.034256      0.003270
20020916       0.013643      0.001450
20020917      -0.034545     -0.019728
20020918      -0.027416     -0.004648
20020919      -0.038700     -0.030065
20020920       0.049702      0.002455
20020923      -0.038352     -0.013828
20020924      -0.036435     -0.017284
20020925       0.020950      0.024863
20020926       0.001001      0.018210
20020927      -0.035000     -0.032259
20020930       0.000000     -0.014600
20021001       0.075130      0.040010
20021002      -0.019277     -0.023587
20021003      -0.012285     -0.010822
20021004      -0.049254     -0.022431
20021007      -0.025118     -0.019111
20021008      -0.006441      0.016898
20021009      -0.025932     -0.027287
20021010       0.034387      0.034966
20021011       0.090617      0.039059
20021014      -0.006883      0.007327
20021015       0.071782      0.047336
20021016      -0.022171     -0.024113
20021017       0.062825      0.022302
20021018       0.014222      0.005903
20021021       0.039877      0.017334
20021022      -0.016435     -0.010626
20021023      -0.011140      0.006718
20021024      -0.016898     -0.015221
20021025       0.025562      0.017167
20021028      -0.021917     -0.008266
20021029      -0.017135     -0.009076
20021030       0.019222      0.009704
20021031      -0.032456     -0.005557
20021101       0.044878      0.017160
20021104       0.020391      0.008191
20021105      -0.006803      0.007761
20021106       0.027397      0.009144
20021107      -0.015933     -0.022852
20021108      -0.009374     -0.008763
20021111      -0.036559     -0.020732
20021112       0.023661      0.007715
20021113      -0.025294     -0.000476
20021114       0.041611      0.024634
20021115      -0.015034      0.006149
20021118      -0.007414     -0.010409
20021119      -0.009666     -0.004021
20021120       0.008873      0.019415
20021121       0.086631      0.021452
20021122      -0.008499     -0.003438
20021125       0.002041      0.002504
20021126      -0.002037     -0.020978
20021127       0.039592      0.027986
20021129       0.003141     -0.002727
20021202       0.001174     -0.001901
20021203      -0.031665     -0.014745
20021204      -0.018167     -0.003454
20021205      -0.016036     -0.012010
20021206      -0.000418      0.006266
20021209      -0.037625     -0.022176
20021210      -0.000434      0.013957
20021211      -0.013907      0.000564
20021212       0.024680     -0.003724
20021213      -0.009462     -0.013432
20021216       0.048632      0.023519
20021217      -0.010352     -0.008139
20021218      -0.030125     -0.013145
20021219      -0.007765     -0.007709
20021220       0.036957      0.013005
20021223      -0.018029      0.001820
20021224      -0.016225     -0.005471
20021226       0.000868     -0.003149
20021227      -0.022550     -0.016029
20021230       0.008873      0.004558
20021231       0.001759      0.000489
20030102       0.033802      0.033200
20030103       0.010616     -0.000484
20030106       0.024370      0.022474
20030107       0.000000     -0.006545
20030108      -0.103774     -0.014086
20030109       0.029748      0.019397
20030110       0.013333     -0.000011
20030113       0.003070     -0.001412
20030114       0.012680      0.005830
20030115      -0.041451     -0.014426
20030116      -0.003604     -0.003942
20030117       0.001356     -0.014017
20030121      -0.045598     -0.015702
20030122      -0.016083     -0.010432
20030123       0.043269      0.010224
20030124      -0.045622     -0.029233
20030127      -0.027040     -0.016160
20030128       0.005459      0.013050
20030129       0.003949      0.006779
20030130      -0.023107     -0.022849
20030131      -0.005033      0.013130
20030203       0.009105      0.005399
20030204      -0.031579     -0.014088
20030205       0.034679     -0.005435
20030206      -0.019153     -0.006449
20030207       0.006680     -0.010094
20030210       0.010720      0.007569
20030211       0.000505     -0.008098
20030212      -0.002019     -0.012687
20030213       0.001012     -0.001600
20030214       0.013138      0.021435
20030218       0.044888      0.019500
20030219      -0.020048     -0.007096
20030220      -0.013639     -0.009501
20030221       0.025679      0.013224
20030224      -0.039480     -0.018381
20030225       0.019549      0.007195
20030226      -0.002950     -0.013141
20030227       0.009369      0.011758
20030228       0.001466      0.004622
20030303      -0.002927     -0.007537
20030304      -0.022016     -0.015357
20030305       0.001001      0.009562
20030306      -0.039480     -0.009339
20030307      -0.004683      0.008259
20030310      -0.017250     -0.025830
20030311      -0.012234     -0.008359
20030312       0.016155      0.004321
20030313       0.053524      0.034457
20030314       0.003018      0.001647
20030317       0.043631      0.035427
20030318       0.015858      0.004242
20030319       0.005203      0.008737
20030320      -0.002353      0.001888
20030321       0.032075      0.022977
20030324      -0.047989     -0.035231
20030325       0.024004      0.012161
20030326      -0.025785     -0.005476
20030327      -0.026468     -0.001644
20030328       0.008403     -0.005780
20030331      -0.050000     -0.017742
20030401       0.001548      0.012144
20030402       0.035549      0.026116
20030403      -0.009453     -0.005052
20030404       0.006529      0.002738
20030407       0.079341      0.001229
20030408      -0.002774     -0.001864
20030409      -0.007881     -0.014004
20030410      -0.007009      0.006455
20030411       0.001412     -0.003763
20030414       0.036184      0.019498
20030415       0.024490      0.006303
20030416      -0.009739     -0.012236
20030417       0.015199      0.015536
20030421       0.001761     -0.001757
20030422      -0.003077      0.021704
20030423       0.001323      0.008394
20030424      -0.030823     -0.008259
20030425      -0.004089     -0.013846
20030428       0.025091      0.017835
20030429       0.010681      0.003279
20030430       0.016292     -0.001002
20030501      -0.006106     -0.000676
20030502       0.012725      0.015039
20030505       0.004333     -0.003795
20030506       0.002157      0.008461
20030507      -0.007318     -0.005105
20030508      -0.013877     -0.010058
20030509       0.015391      0.014278
20030512       0.007796      0.012535
20030513      -0.012892     -0.002973
20030514      -0.011319     -0.003205
20030515       0.001761      0.007868
20030516      -0.000879     -0.002504
20030519      -0.033436     -0.024918
20030520       0.008193     -0.001129
20030521       0.034763      0.004012
20030522       0.034904      0.009151
20030523       0.005059      0.001449
20030527       0.023909      0.019567
20030528      -0.002458      0.001829
20030529      -0.013142     -0.003756
20030530       0.024136      0.014690
20030602       0.028037      0.003539
20030603      -0.009091      0.004716
20030604       0.036298      0.015110
20030605      -0.005389      0.003954
20030606       0.003483     -0.002404
20030609      -0.016583     -0.011977
20030610       0.017647      0.009130
20030611       0.005010      0.012835
20030612       0.002301      0.001033
20030613      -0.021423     -0.009915
20030616       0.027365      0.022385
20030617       0.012177      0.000910
20030618       0.000000     -0.001552
20030619      -0.009398     -0.015236
20030620      -0.004175      0.000995
20030623      -0.044588     -0.014111
20030624      -0.004388      0.001834
20030625      -0.018029     -0.008267
20030626       0.029784      0.010776
20030627      -0.005943     -0.009738
20030630       0.016341     -0.001762
20030701       0.000000      0.008025
20030702       0.001176      0.011646
20030703      -0.009009     -0.008111
20030707       0.016206      0.018992
20030708       0.003890      0.003405
20030709      -0.013173     -0.005586
20030710      -0.020416     -0.013480
20030711       0.012826      0.009548
20030714      -0.006332      0.005731
20030715      -0.014337     -0.003427
20030716      -0.006061     -0.006417
20030717      -0.011789     -0.012344
20030718       0.016043      0.011806
20030721      -0.020648     -0.014618
20030722       0.028111      0.009512
20030723       0.031363      0.000506
20030724       0.007407     -0.007091
20030725       0.033669      0.017400
20030728       0.008237     -0.002163
20030729       0.000371     -0.007265
20030730       0.000371     -0.001809
20030731       0.030427      0.002856
20030801      -0.023767     -0.010259
20030804       0.009591      0.002724
20030805      -0.020095     -0.017663
20030806      -0.008203      0.001678
20030807       0.001890      0.007280
20030808       0.012453      0.003562
20030811       0.013418      0.003069
20030812      -0.003310      0.009953
20030813      -0.002952     -0.006382
20030814       0.028867      0.006585
20030815      -0.003597      0.000162
20030818       0.017329      0.009155
20030819      -0.004613      0.002611
20030820       0.007487     -0.002045
20030821       0.011677      0.002969
20030822      -0.016090     -0.010177
20030825      -0.012087      0.000655
20030826      -0.001439      0.003039
20030827      -0.004685      0.000060
20030828       0.026430      0.006069
20030829       0.007407      0.005155
20030902       0.002101      0.013869
20030903      -0.011530      0.004188
20030904      -0.007070      0.001656
20030905      -0.003560     -0.006401
20030908       0.007503      0.010035
20030909       0.013121     -0.008210
20030910      -0.022751     -0.011973
20030911       0.011103      0.005441
20030912       0.033652      0.002174
20030915      -0.021933     -0.003750
20030916      -0.014015      0.014298
20030917      -0.004620     -0.003255
20030918       0.010353      0.013266
20030919       0.005300     -0.003155
20030922      -0.027768     -0.013008
20030923      -0.000362      0.006071
20030924      -0.007233     -0.019096
20030925      -0.010565     -0.006053
20030926      -0.017673     -0.006399
20030929       0.025487      0.009761
20030930      -0.043860     -0.010541
20031001       0.020260      0.022340
20031002       0.016486      0.001984
20031003       0.037597      0.009419
20031006       0.004263      0.004370
20031007      -0.002830      0.004737
20031008       0.017027     -0.005263
20031009       0.035228      0.004788
20031010       0.001685     -0.000645
20031013       0.012782      0.007023
20031014       0.020591      0.003951
20031015       0.000976     -0.002592
20031016       0.001951      0.003162
20031017      -0.022712     -0.010237
20031020       0.002656      0.005157
20031021      -0.002318      0.001292
20031022      -0.015931     -0.014980
20031023      -0.003373      0.003310
20031024      -0.013198     -0.004701
20031027       0.028464      0.002158
20031028       0.015672      0.015187
20031029       0.027249      0.001261
20031030       0.027485     -0.001116
20031031      -0.018040      0.003601
20031103       0.019639      0.007909
20031104      -0.004970     -0.005448
20031105       0.002498     -0.001367
20031106       0.007196      0.005933
20031107       0.024231     -0.004574
20031110      -0.027298     -0.005792
20031111      -0.020268     -0.000516
20031112       0.041057      0.011456
20031113       0.012840     -0.000142
20031114      -0.022940     -0.007615
20031117       0.006796     -0.006398
20031118      -0.010433     -0.009084
20031119      -0.005581      0.008016
20031120      -0.021827     -0.008432
20031121      -0.000319      0.001577
20031124       0.010204      0.016227
20031125       0.020833      0.001720
20031126       0.008349      0.004327
20031128       0.006133     -0.000236
20031201       0.034136      0.011264
20031202       0.006484     -0.003271
20031203       0.009370     -0.001772
20031204       0.028431      0.004687
20031205      -0.013258     -0.007684
20031208       0.015437      0.007348
20031209      -0.015766     -0.008529
20031210      -0.035183     -0.001066
20031211       0.027275      0.011482
20031212       0.005195      0.002735
20031215       0.003158     -0.005679
20031216       0.001145      0.006638
20031217       0.018010      0.001256
20031218       0.021623      0.011798
20031219       0.025289     -0.000468
20031222       0.011260      0.003922
20031223      -0.009014      0.002818
20031224      -0.009631     -0.001807
20031226       0.012696      0.001691
20031229       0.037877      0.012401
20031230      -0.020560      0.000144
20031231      -0.002886      0.002055
20040102      -0.011842     -0.003094
20040105       0.032756      0.012395
20040106      -0.007478      0.001292
20040107      -0.007534      0.002367
20040108       0.012042      0.004963
20040109      -0.036472     -0.008888
20040112      -0.034362      0.004787
20040113      -0.022797     -0.005332
20040114       0.023044      0.008295
20040115      -0.013626      0.001353
20040116      -0.012123      0.006872
20040120       0.033676     -0.000930
20040121       0.002209      0.007772
20040122       0.003581     -0.003207
20040123      -0.028273     -0.002089
20040126      -0.001413      0.012106
20040127      -0.002546     -0.009798
20040128      -0.041974     -0.013610
20040129      -0.014210      0.004989
20040130       0.026426     -0.002628
20040202      -0.020480      0.003651
20040203       0.018518      0.000678
20040204       0.001466     -0.008371
20040205       0.010882      0.001838
20040206       0.020367      0.012555
20040209      -0.003707     -0.002581
20040210       0.017172      0.005027
20040211       0.052054      0.010667
20040212      -0.013105     -0.004880
20040213       0.002981     -0.005468
20040217       0.019995      0.009757
20040218       0.001060     -0.004468
20040219      -0.001323     -0.004133
20040220      -0.024112     -0.002572
20040223       0.009503     -0.002727
20040224       0.002152     -0.001665
20040225      -0.012077      0.004021
20040226       0.009780      0.001084
20040227       0.008071      0.000026
20040301       0.024820      0.009625
20040302      -0.017969     -0.005934
20040303      -0.018297      0.001688
20040304       0.002161      0.003336
20040305       0.001887      0.001723
20040308      -0.020178     -0.008350
20040309      -0.021142     -0.005779
20040310      -0.040673     -0.014633
20040311       0.002047     -0.015224
20040312       0.024803      0.012460
20040315      -0.028758     -0.014350
20040316       0.007622      0.005623
20040317       0.014548      0.011749
20040318      -0.001721     -0.001273
20040319       0.001436     -0.011173
20040322      -0.020941     -0.012958
20040323      -0.008790     -0.001324
20040324      -0.020987     -0.002395
20040325       0.041667      0.016365
20040326       0.004058     -0.001019
20040329      -0.000289      0.013005
20040330       0.012128      0.004036
20040331      -0.010271     -0.000701
20040401      -0.001730      0.005292
20040402       0.036673      0.008515
20040405      -0.000279      0.007672
20040406       0.016996     -0.002095
20040407      -0.050685     -0.006645
20040408      -0.022799     -0.001061
20040412       0.011813      0.005161
20040413      -0.024226     -0.013762
20040414      -0.012264     -0.001124
20040415      -0.000606      0.000594
20040416       0.030000      0.005111
20040419      -0.009120      0.001066
20040420      -0.017815     -0.015557
20040421      -0.040508      0.005312
20040422       0.043163      0.014091
20040423      -0.012081      0.000588
20040426      -0.011311     -0.004445
20040427      -0.001237      0.002272
20040428      -0.039938     -0.013795
20040429      -0.007094     -0.007591
20040430      -0.001299     -0.005916
20040503      -0.007154      0.009203
20040504       0.025221      0.001843
20040505      -0.005751      0.001769
20040506      -0.015103     -0.006723
20040507      -0.044590     -0.013725
20040510       0.010981     -0.010540
20040511       0.013578      0.007662
20040512       0.010047      0.001671
20040513      -0.007626     -0.000766
20040514      -0.005012     -0.000675
20040517      -0.036266     -0.010587
20040518       0.036237      0.006817
20040519      -0.006052     -0.002574
20040520      -0.008796      0.000468
20040521       0.006143      0.004012
20040524       0.024423      0.001692
20040525       0.038742      0.016104
20040526      -0.011795      0.001698
20040527       0.003871      0.005686
20040528       0.005784     -0.000535
20040601      -0.001278      0.000464
20040602      -0.000640      0.003380
20040603      -0.026569     -0.007422
20040604       0.006906      0.005248
20040607       0.022861      0.015964
20040608       0.008940      0.001543
20040609      -0.023101     -0.009499
20040610       0.007451      0.004543
20040614      -0.015434     -0.009837
20040615       0.016982      0.005972
20040616       0.002248      0.001369
20040617       0.002884     -0.001332
20040618       0.039297      0.002624
20040621      -0.016907     -0.004159
20040622       0.001251      0.003636
20040623       0.019987      0.008507
20040624       0.005817     -0.002981
20040625       0.019483     -0.005453
20040628      -0.018513     -0.000952
20040629       0.002130      0.002515
20040630       0.002732      0.004084
20040701      -0.022101     -0.010431
20040702      -0.003715     -0.003153
20040706      -0.006215     -0.008148
20040707       0.024703      0.001899
20040708      -0.006713     -0.008244
20040709      -0.003994      0.003336
20040712      -0.007711      0.001384
20040713       0.000622      0.000709
20040714       0.004970     -0.003291
20040715       0.016383     -0.004301
20040716       0.002129     -0.004789
20040719      -0.016995     -0.000445
20040720      -0.007410      0.007058
20040721      -0.031104     -0.013340
20040722      -0.007384      0.002706
20040723      -0.009056     -0.009701
20040726      -0.012076     -0.001970
20040727       0.029732      0.009935
20040728       0.011229      0.000539
20040729       0.023477      0.004574
20040730      -0.007130      0.001172
20040802       0.000312      0.004448
20040803      -0.018727     -0.006262
20040804      -0.007316     -0.000964
20040805      -0.018352     -0.016320
20040806      -0.017711     -0.015481
20040809      -0.002003      0.001175
20040810       0.014721      0.012974
20040811      -0.005935     -0.003012
20040812      -0.020232     -0.011675
20040813       0.003047      0.001477
20040816       0.039825      0.013655
20040817       0.014281      0.002196
20040818       0.012160      0.012443
20040819      -0.001581     -0.003598
20040820       0.021533      0.006525
20040823      -0.014259     -0.002431
20040824      -0.007233      0.000465
20040825       0.014888      0.008000
20040826       0.008115      0.000118
20040827       0.017028      0.002425
20040830      -0.010046     -0.007781
20040831      -0.004305      0.004631
20040901       0.001235      0.001512
20040902       0.009254      0.011212
20040903       0.003973     -0.004185
20040907       0.006697      0.006887
20040908      -0.005141     -0.004486
20040909       0.011854      0.001890
20040910      -0.076299      0.004954
20040913       0.001301      0.001691
20040914      -0.002923      0.002229
20040915      -0.009446     -0.007055
20040916      -0.001973      0.002794
20040917       0.009885      0.004495
20040920       0.005873     -0.005627
20040921       0.014272      0.006327
20040922      -0.005756     -0.013938
20040923       0.000000     -0.004670
20040924       0.004503      0.001579
20040927       0.004163     -0.005936
20040928       0.042730      0.005926
20040929       0.016820      0.004270
20040930       0.010226     -0.000197
20041001       0.012504      0.015181
20041004      -0.000588      0.003243
20041005      -0.012651     -0.000608
20041006       0.017878      0.006673
20041007      -0.002342     -0.009982
20041008      -0.019953     -0.007527
20041011      -0.001497      0.002005
20041012      -0.004798     -0.002268
20041013      -0.030130     -0.007301
20041014       0.011184     -0.009303
20041015       0.000614      0.004450
20041018      -0.002456      0.005252
20041019      -0.036627     -0.009686
20041020      -0.001278      0.000390
20041021       0.015675      0.002564
20041022      -0.002835     -0.009715
20041025       0.012634     -0.000849
20041026       0.030568      0.014870
20041027       0.009988      0.012879
20041028      -0.028768      0.001813
20041029       0.002777      0.002448
20041101       0.011385      0.000274
20041102      -0.024034      0.000027
20041103       0.005299      0.011198
20041104       0.034268      0.016156
20041105       0.004217      0.003874
20041108      -0.000600     -0.001098
20041109      -0.005102     -0.000695
20041110       0.000000     -0.001005
20041111       0.009351      0.009089
20041112       0.024208      0.009110
20041115      -0.013423     -0.000304
20041116      -0.005915     -0.007079
20041117       0.007736      0.005538
20041118       0.002657      0.001362
20041119      -0.010306     -0.011161
20041122       0.001190      0.005896
20041123      -0.002080     -0.000255
20041124       0.005062      0.004095
20041126       0.026370      0.000753
20041129      -0.004619     -0.003450
20041130      -0.014501     -0.004030
20041201       0.009123      0.014951
20041202      -0.025080     -0.000873
20041203      -0.017051      0.000706
20041206      -0.013390     -0.000772
20041207      -0.022517     -0.011073
20041208       0.005364      0.004877
20041209       0.007219      0.005436
20041210       0.000312     -0.001043
20041213       0.006542      0.008990
20041214      -0.017332      0.003921
20041215      -0.014173      0.001945
20041216      -0.007668     -0.002082
20041217      -0.009981     -0.007472
20041220       0.003577      0.000360
20041221       0.012962      0.009040
20041222       0.001280      0.003418
20041223       0.002875      0.000463
20041227       0.001911     -0.004305
20041228       0.007313      0.007154
20041229       0.006629     -0.000074
20041230      -0.013797      0.000082
20041231      -0.000954     -0.001343
20050103      -0.013686     -0.008119
20050104      -0.018070     -0.011671
20050105      -0.005915     -0.003628
20050106       0.004297      0.003506
20050107       0.010204     -0.001431
20050110      -0.007168      0.003423
20050111      -0.026912     -0.006100
20050112      -0.007420      0.003981
20050113       0.002379     -0.008630
20050114       0.013559      0.006005
20050118      -0.004348      0.009675
20050119      -0.019819     -0.009490
20050120      -0.016450     -0.007783
20050121       0.008014     -0.006415
20050124      -0.004148     -0.003528
20050125      -0.015272      0.004004
20050126       0.009517      0.004844
20050127       0.014665      0.000409
20050128      -0.003097     -0.002716
20050131       0.018640      0.008460
20050201       0.001694      0.006891
20050202       0.002368      0.003178
20050203      -0.011533     -0.002766
20050204       0.007893      0.011043
20050207       0.008512     -0.001089
20050208       0.012829      0.000483
20050209      -0.025333     -0.008575
20050210       0.007866      0.004211
20050211       0.012895      0.006926
20050214       0.001340      0.000697
20050215      -0.002676      0.003300
20050216       0.026501      0.000182
20050217       0.014379     -0.007923
20050218       0.001933      0.000700
20050222      -0.012540     -0.014506
20050223       0.009118      0.005607
20050224       0.015166      0.007894
20050225       0.005404      0.009307
20050228       0.015492     -0.006414
20050301      -0.014321      0.005658
20050302      -0.011371     -0.000273
20050303      -0.000639      0.000322
20050304       0.016624      0.009624
20050307      -0.014151      0.002610
20050308      -0.003509     -0.004799
20050309      -0.010243     -0.010185
20050310      -0.014230      0.001856
20050311       0.017060     -0.007583
20050314       0.005806      0.005625
20050315       0.013149     -0.007524
20050316      -0.006648     -0.008082
20050317       0.005736      0.001801
20050318       0.003802     -0.000471
20050321      -0.006944     -0.004934
20050322      -0.015893     -0.010196
20050323      -0.018411      0.000700
20050324      -0.000987     -0.000947
20050328      -0.010211      0.002441
20050329      -0.015973     -0.007596
20050330       0.011160      0.013773
20050331       0.016388     -0.000694
20050401      -0.003949     -0.006497
20050404      -0.006277      0.002728
20050405      -0.003324      0.004481
20050406       0.000000      0.002269
20050407       0.049700      0.005971
20050408       0.004449     -0.008345
20050411      -0.013920      0.000008
20050412       0.004812      0.005545
20050413      -0.029374     -0.011762
20050414      -0.016447     -0.010002
20050415      -0.020067     -0.016720
20050418       0.009898      0.002941
20050419      -0.006759      0.005934
20050420      -0.016672     -0.013255
20050421       0.022491      0.019736
20050422      -0.011844     -0.006750
20050425       0.008219      0.008662
20050426      -0.020041     -0.008915
20050427      -0.004159      0.004029
20050428      -0.005569     -0.011380
20050429       0.015751      0.011922
20050502       0.005858      0.004590
20050503       0.003768     -0.000852
20050504       0.010580      0.012470
20050505      -0.003734     -0.002569
20050506      -0.001022     -0.001092
20050509       0.001023      0.006394
20050510      -0.024532     -0.010705
20050511      -0.008034      0.004193
20050512      -0.029930     -0.010033
20050513      -0.030853     -0.004580
20050516      -0.003745      0.010086
20050517       0.022932      0.006957
20050518       0.023521      0.010019
20050519      -0.006463      0.004656
20050520      -0.007951     -0.001511
20050523       0.010565      0.003851
20050524      -0.010094      0.000176
20050525      -0.010925     -0.003400
20050526       0.006627      0.006395
20050527       0.004755      0.000969
20050531      -0.013469     -0.006073
20050601       0.020664      0.009039
