IBM  KMB PG CAT DE JNJ MMM AA F HPQ WFC AXP FDX SP5
-0.9181667 0.5057333 -0.4746667 6.466233 2.208033 1.619833 -0.2116667 9.141133 -4.160067 5.964933 -2.560767 1.287833 2.015233 1.678633
-1.524533 0.07476667 -0.3978333 -4.026333 -5.389333 2.149767 1.856467 -5.614433 -10.66313 5.637067 0.4789667 -5.140633 -4.073733 -2.140133
-16.64667 -5.221767 2.466433 -3.490667 -7.069167 1.957133 -10.99137 -4.739767 -18.94307 -6.931767 0.002433333 2.357433 -9.811267 -2.242567
-1.061467 2.773733 1.610033 6.645733 5.535633 -1.985167 0.5479333 -6.335867 9.313233 9.729133 1.348233 1.945533 5.025233 2.758533
-2.0344 -2.2528 -4.5993 1.0276 -0.7766 -3.3772 -5.9226 -3.8268 2.3577 4.5504 1.6893 -1.176 -9.5631 -0.2618
12.21147 1.600967 5.722167 13.38187 12.00837 -1.868333 3.466067 7.079567 5.591067 4.453067 -0.6580333 3.056867 3.533667 3.328467
-3.449867 -2.545167 -0.5562667 2.644133 -11.37057 -0.6618667 -4.859967 -4.243867 -7.456167 12.46723 -2.242967 0.1497333 -3.438067 -1.408867
-0.7812 -4.0398 6.8888 5.5899 -6.2042 -0.4585 2.8211 -9.1316 -1.3883 5.1905 -2.0462 3.6976 6.8 0.4099
1.760133 -4.827867 -5.674067 -10.36877 -1.158867 -1.352167 3.262233 -0.8414667 -14.91367 -4.281767 2.473833 -1.575867 5.199833 -2.083267
8.494467 3.441667 1.819867 9.545467 13.96477 -1.185633 3.519767 13.13897 -2.606933 5.489767 4.942467 2.991867 5.866167 3.195267
-7.860767 1.574833 0.8823333 -0.3414667 -1.549867 -2.996267 -1.572867 7.556133 -5.367267 -3.559767 -0.3559667 -0.2463667 5.668433 -0.4193667
-1.448233 -4.594733 2.462867 17.61447 5.005667 -4.612933 -6.482333 6.173567 12.08187 8.553367 -1.101433 1.803667 -2.519933 2.193367
-1.426967 3.237233 0.8126333 7.259733 5.915633 0.3955333 1.417733 -6.813567 -7.478767 4.858533 3.415333 2.357233 5.651633 -0.3238667
2.403367 -1.879733 -4.213633 -2.113633 3.780467 2.347467 2.477867 3.853367 -0.5013333 0.1422667 -0.8898333 -2.844333 5.013967 0.7306667
-0.5409333 0.8796667 1.160967 5.437567 10.66027 -1.413433 12.48497 10.15327 -11.81553 -1.690333 7.163267 2.242767 1.555767 0.8353667
-2.992333 3.262867 -7.196333 -4.077033 -2.876833 2.993467 -1.926733 -6.047533 2.628267 -0.6705333 -3.013833 0.6287667 -5.483233 -3.485033
-4.253967 2.106233 2.089333 1.698133 -2.408467 -0.8973667 -3.853667 1.618533 -3.611467 -2.313967 0.6706333 -2.496267 6.629333 -0.3904667
0.3555 -1.466 1.2242 -4.8566 -13.4919 3.9767 -13.2514 -7.86 -3.4428 0.3135 7.4289 -2.3103 -10.8096 0.0961
4.573067 3.599767 9.729067 -6.791233 7.206867 3.559467 2.086667 -4.453433 25.07397 14.15887 -3.565133 0.5086667 -3.927833 1.714067
0.7971667 3.299967 -0.2716333 -1.229733 7.537667 0.03216667 3.392767 -2.324533 -3.746133 0.1735667 3.714267 6.336867 7.260267 2.055767
12.27 1.3648 2.3651 -7.6896 1.0439 3.3781 5.5293 2.6927 1.9386 5.1774 -0.106 2.9424 4.982 2.7408
-0.5307667 -0.4868667 -1.358167 1.762633 12.35703 -2.065967 3.495033 7.924533 -2.223267 1.446833 -2.533467 1.162433 0.3653333 1.235033
5.285533 2.559533 1.952933 -1.532667 -0.9145667 -0.2372667 -4.737567 -4.125667 -8.030267 4.182733 0.5039333 2.916633 -6.225867 0.8574333
1.6437 1.7189 1.0009 4.5418 5.0652 0.7665 -5.073 7.7823 7.8407 4.659 1.3848 -4.206 1.2237 0.9909
-6.379867 -2.436467 -2.546467 0.1427333 7.568433 -5.651167 -0.06926667 3.017333 -3.125167 -9.499567 -3.815567 -2.737967 3.050033 -2.603767
1.008633 1.088333 -0.9314667 3.623733 0.3178333 -4.654467 2.760533 1.054933 -0.6644667 1.799233 -1.189767 -1.238067 -6.285767 0.5863333
8.028267 3.507167 2.111567 8.381267 0.2937667 6.165667 7.889367 4.284467 1.495267 4.576767 3.834667 7.431067 -2.258233 3.923267
4.292233 -0.6892667 -1.714067 7.812933 9.724633 -1.227267 6.456133 16.39933 3.337133 8.077633 0.9432333 6.709833 5.467033 2.860733
-1.650567 -5.372867 -4.097767 -0.7404667 0.2052333 -2.992067 -1.714267 -2.201067 12.56543 -2.593767 -2.933367 -6.232167 -0.8768667 -2.165767
4.728933 0.1664333 1.265233 0.6966333 -0.6666667 -2.219267 2.052533 -6.150467 -10.06197 2.758333 -4.382367 -4.471667 -0.6089667 -3.599867
5.4702 1.7609 5.2271 -4.1952 12.6379 2.4682 2.5177 -4.2767 -8.5756 6.8627 8.7705 -0.2133 -1.3072 0.9364
0.6270333 2.733033 7.377533 3.186433 9.127533 6.003733 2.522333 6.765933 8.382633 0.7295333 -2.841967 0.9552333 -4.727867 3.255233
-1.7511 0.5717 -0.9932 -4.7366 4.041 -1.1317 -8.0403 1.311 4.1509 3.4709 -4.8449 2.5889 -1.6711 1.1572
-9.3493 -1.796 6.1717 -3.9047 10.6378 4.3078 -3.3063 -8.4059 -15.6051 -1.2787 -4.0067 -3.5047 -4.9851 -4.6768
2.5262 -0.1641 -1.0338 0.6679 8.4462 -1.7853 1.0231 0.2449 -10.6362 -1.4228 -7.1572 -12.0506 -9.5929 -1.1128
-1.144967 -5.579567 -10.64867 -1.896767 -6.199967 -5.566467 -5.767567 -9.695667 -1.566467 -13.62057 12.65593 -5.438667 4.424833 -6.345467
6.498733 -0.8623667 0.9850333 1.710933 -2.860567 -1.388267 -1.118267 12.57643 -1.833267 9.086833 -13.49827 -14.07857 -5.738167 -3.652767
1.0192 -0.1817 5.7729 8.135 -5.4095 4.5916 0.8516 -3.0129 -12.5093 -4.3545 -0.5497 3.252 5.16 -0.701
4.7214 -0.975 -3.8466 4.9378 4.4052 3.3147 -2.9502 -3.1857 44.2981 1.4037 2.1262 10.1395 3.3456 4.6472
7.502933 -0.4410667 -1.635567 0.7840333 -3.391467 0.01983333 1.364233 16.56083 -17.81967 1.387633 -6.429867 -3.621867 -4.483367 0.9232333
-8.5765 -5.5469 -8.0884 -10.8278 -11.1336 -3.751 -10.4309 -12.3994 -29.4197 -6.0411 -14.0106 -18.8821 -14.1229 -8.7512
7.836867 -3.397833 8.201567 -5.391833 -2.867033 6.283167 1.013767 -5.385733 -0.3437333 1.198667 27.31677 -1.118033 -0.07233333 -1.121733
-4.636233 6.514067 6.408267 1.597167 0.4410667 3.391067 2.285967 -4.439633 -7.226633 4.588767 0.9798667 6.753267 4.904867 1.075767
-4.012667 5.969333 -0.2088667 -15.83007 -29.55427 -1.726967 -4.689167 -29.81717 16.49773 -1.372967 23.88993 -10.80487 -4.525467 -9.173267
-20.56713 -5.530833 -6.871733 -35.25713 -22.15683 -11.51653 -5.926133 -49.12583 -57.94043 -17.27033 -9.328433 -21.92993 -17.35083 -16.99833
-11.70773 -5.726433 -0.3102333 7.287867 -9.740933 -3.765433 4.851967 -4.972333 22.81517 -7.852833 -14.17153 -15.25223 8.061267 -7.500733
3.1348 -7.7374 -3.9341 8.9753 10.8852 2.1313 -14.0321 4.6443 -14.8724 3.0871 2.0397 -20.4229 -9.0471 0.7797
