Date      GE       IBM       SP
19831031 -0.018957 -0.000985 -0.015174
19831130 0.113527 -0.066469 0.017426
19831230 0.026258 0.039404 -0.008834
19840131 -0.072495 -0.064549 -0.009216
19840229 -0.043678 -0.02563 -0.038859
19840330 0.064904 0.034014 0.013498
19840430 0.01139 -0.002193 0.005466
19840531 -0.042793 -0.044396 -0.059356
19840629 -0.002353 -0.018561 0.017469
19840731 0 0.047281 -0.016451
19840831 0.078571 0.127314 0.106332
19840928 -0.006623 0.00404 -0.00348
19841031 0.03139 0.011871 -6e-05
19841130 -0.027391 -0.023069 -0.015112
19841231 0.022573 0.011294 0.022374
19850131 0.128035 0.107614 0.074085
19850228 0.004697 -0.009349 0.008685
19850329 -0.070727 -0.052239 -0.002925
19850430 0 -0.003937 -0.004594
19850531 0.034672 0.025494 0.054051
19850628 0.020619 -0.037901 0.012134
19850731 0.036364 0.061616 -0.004848
19850830 -0.048733 -0.027783 -0.011995
19850930 -0.048361 -0.021718 -0.034724
19851031 0.002174 0.048436 0.042509
19851129 0.138829 0.084504 0.065062
19851231 0.11741 0.112701 0.045061
19860131 -0.025773 -0.025723 0.002367
19860228 0.101658 0.003135 0.071489
19860331 0.012903 0.004143 0.052794
19860430 -0.004777 0.031353 -0.014148
19860530 0.0208 -0.01776 0.050229
19860630 0.022947 -0.038556 0.01411
19860731 -0.098765 -0.095563 -0.058683
19860829 0.077055 0.055472 0.071193
19860930 -0.078474 -0.030631 -0.085439
19861031 0.06087 -0.080855 0.054729
19861128 0.088525 0.037209 0.021477
19861231 0.043735 -0.056047 -0.028288
19870130 0.165698 0.072917 0.131767
19870227 0.031172 0.092039 0.036924
19870331 0.020605 0.076165 0.02639
19870430 -0.013111 0.066611 -0.01145
19870529 0.004831 0.006089 0.006034
19870630 0.052019 0.015625 0.047915
19870731 0.089655 -0.009231 0.048224
19870831 0.054852 0.05264 0.034959
19870930 -0.01072 -0.104677 -0.024166
19871030 -0.229675 -0.187396 -0.21763
19871130 -0.105541 -0.086939 -0.085349
19871231 0.049558 0.042889 0.072861
19880129 0.022663 -0.027056 0.040432
19880229 0.00831 0.055395 0.041817
19880331 -0.104945 -0.084043 -0.033343
19880429 0 0.053426 0.009425
19880531 0.040248 0.001985 0.003176
19880630 0.052976 0.132222 0.043256
19880729 -0.025641 -0.012758 -0.005411
19880831 -0.055556 -0.104573 -0.0386
19880930 0.082972 0.034753 0.039729
19881031 0.005764 0.062839 0.025964
19881130 0.031519 -0.024669 -0.018891
19881230 0.003556 0.028481 0.014688
19890131 0.081006 0.071795 0.071115
19890228 -0.054264 -0.061435 -0.028944
19890331 -0.018361 -0.101852 0.020806
19890428 0.098315 0.044674 0.05009
19890531 0.117647 -0.027763 0.035138
19890630 -0.047414 0.020525 -0.007925
19890731 0.133172 0.027933 0.08837
19890831 -0.014957 0.029 0.015517
19890929 -0.012408 -0.067236 -0.006544
19891031 -0.019912 -0.08238 -0.025175
19891130 0.119639 -0.014115 0.016541
19891229 0.047903 -0.035851 0.021417
19900131 -0.034884 0.047809 -0.068817
19900228 -0.000482 0.065501 0.008539
19900330 0.040486 0.021661 0.024255
19900430 -0.003891 0.027091 -0.026887
19900531 0.083516 0.112018 0.091989
19900629 0.005445 -0.020833 -0.008886
19900731 0.034296 -0.051064 -0.005223
19900831 -0.13438 -0.075471 -0.094314
19900928 -0.113387 0.044172 -0.051184
19901031 -0.045872 -0.009401 -0.006698
19901130 0.052885 0.089775 0.059934
19901231 0.05726 -0.005501 0.024828
19910131 0.115468 0.121681 0.041518
19910228 0.070469 0.025325 0.067281
19910328 0.023897 -0.115534 0.022203
19910430 0.016158 -0.095499 0.000346
19910531 0.099081 0.042087 0.038577
19910628 -0.042071 -0.084806 -0.047893
19910731 -0.010135 0.042471 0.044859
19910830 0.022184 -0.031259 0.019649
19910930 -0.066644 0.069677 -0.019144
19911031 -0.005405 -0.05187 0.01186
19911129 -0.061594 -0.046209 -0.043928
19911231 0.189961 -0.037838 0.111588
19920131 -0.01634 0.011236 -0.0199
19920228 0.04485 -0.021278 0.009565
19920331 -0.029571 -0.038849 -0.021832
19920430 0.011551 0.086826 0.027893
19920529 -0.003263 0.013333 0.000964
19920630 0.025205 0.078512 -0.017359
19920731 -0.016077 -0.031928 0.039374
19920831 -0.03268 -0.072982 -0.023998
19920930 0.065405 -0.067821 0.009106
19921030 -0.019169 -0.171827 0.002106
19921130 0.084691 0.038654 0.030262
19921231 0.034595 -0.261905 0.010108
19930129 0.00731 0.022333 0.007046
19930226 -0.023222 0.066311 0.010484
19930331 0.066924 -0.064368 0.018697
19930430 0.01683 -0.044226 -0.025417
19930528 0.023448 0.095938 0.022717
19930630 0.039137 -0.063981 0.000755
19930730 0.028721 -0.098734 -0.005327
19930831 -0.002538 0.033708 0.034432
19930930 -0.017761 -0.081967 -0.009988
19931029 0.011734 0.095238 0.019393
19931130 0.014175 0.17663 -0.012911
19931231 0.073393 0.048724 0.010091
19940131 0.027414 0 0.032501
19940228 -0.022042 -0.059735 -0.030045
19940331 -0.044176 0.033097 -0.045746
19940429 -0.0475 0.052632 0.011531
19940531 0.044619 0.1 0.012419
19940630 -0.055578 -0.06746 -0.026812
19940729 0.080429 0.053191 0.031467
19940831 -0.012407 0.111111 0.037643
19940930 -0.025427 0.016423 -0.026898
19941031 0.015584 0.070018 0.020834
19941130 -0.058824 -0.04698 -0.039505
19941230 0.117609 0.038869 0.012299
19950131 0.009804 -0.018707 0.024278
19950228 0.063107 0.046794 0.036074
19950331 -0.00621 0.091362 0.027329
19950428 0.037037 0.152207 0.02796
19950531 0.035714 -0.014531 0.036312
19950630 -0.020948 0.032258 0.021279
19950731 0.046563 0.134115 0.031776
19950831 -0.002119 -0.04822 -0.00032
19950929 0.089766 -0.085852 0.040098
19951031 -0.007843 0.029101 -0.004979
19951130 0.061265 -0.003856 0.041049
19951229 0.079479 -0.054334 0.017444
19960131 0.065972 0.187414 0.032617
19960229 -0.016287 0.132488 0.006934
19960329 0.03755 -0.092762 0.007917
19960430 -0.008026 -0.031461 0.013431
19960531 0.071197 -0.006032 0.022853
19960628 0.048338 -0.0726 0.002257
19960731 -0.046571 0.085859 -0.045748
19960830 0.010638 0.067209 0.018814
19960930 0.100271 0.088525 0.054173
19961031 0.063187 0.036145 0.026131
19961129 0.074935 0.238178 0.073376
19961231 -0.044279 -0.049412 -0.021505
19970131 0.046776 0.035479 0.061317
19970228 -0.006039 -0.081434 0.005928
19970331 -0.030182 -0.045217 -0.042614
19970430 0.118388 0.169399 0.058406
19970530 0.087838 0.080374 0.058577
19970630 0.076605 0.043353 0.043453
19970731 0.082846 0.171745 0.078123
19970829 -0.107843 -0.03948 -0.057446
19970930 0.092068 0.045623 0.053154
19971031 -0.050505 -0.070755 -0.034478
19971128 0.143133 0.113706 0.044587
19971231 -0.002707 -0.044521 0.015732
19980130 0.056218 -0.056153 0.01015
19980227 0.003226 0.05962 0.070449
19980331 0.112379 -0.005386 0.049946
19980430 -0.011603 0.115523 0.009076
19980529 -0.021277 0.015922 -0.018826
19980630 0.089955 -0.022872 0.039438
19980731 -0.012517 0.154056 -0.011615
19980831 -0.105521 -0.14834 -0.145797
19980930 -0.001719 0.140954 0.062396
19981030 0.099764 0.155642 0.080294
19981130 0.032857 0.113434 0.059126
19981231 0.132503 0.116578 0.056375
19990129 0.028186 -0.006102 0.041009
19990226 -0.043504 -0.072469 -0.032283
19990331 0.106293 0.044183 0.038794
19990430 -0.047458 0.180183 0.037944
19990528 -0.034994 0.1102 -0.02497
19990630 0.111248 0.114224 0.054438
19990730 -0.032301 -0.027563 -0.032046
19990831 0.03039 -0.007996 -0.006254
19990930 0.058765 -0.0286 -0.028552
19991029 0.142857 -0.188017 0.062539
19991130 -0.039668 0.050204 0.019062
19991231 0.192392 0.046695 0.057844
20000131 -0.136511 0.040556 -0.050904
20000229 -0.009355 -0.083563 -0.020108
20000331 0.178735 0.148418 0.09672
20000428 0.010442 -0.055085 -0.030796
20000531 0.005167 -0.03583 -0.021915
20000630 0.005931 0.020373 0.023934
20000731 -0.026903 0.026241 -0.016341
20000831 0.140948 0.175142 0.060699
20000929 -0.014711 -0.147727 -0.053483
20001031 -0.049837 -0.124444 -0.004949
20001130 -0.095781 -0.049442 -0.080069
20001229 -0.029559 -0.090909 0.004053
20010131 -0.040834 0.317647 0.034637
20010228 0.011309 -0.106875 -0.092291
20010330 -0.096344 -0.037237 -0.064205
20010430 0.159341 0.19713 0.076814
20010531 0.009685 -0.027792 0.00509
20010629 -0.005102 0.010733 -0.025004
20010731 -0.10441 -0.068938 -0.010772
20010831 -0.057931 -0.048665 -0.064108
20010928 -0.088336 -0.082341 -0.081723
20011031 -0.021237 0.17826 0.018099
20011130 0.057402 0.07088 0.075176
20011231 0.045714 0.046457 0.007574
20020131 -0.073104 -0.108052 -0.015574
20020228 0.041184 -0.089258 -0.020766
20020328 -0.027273 0.059927 0.036739
20020430 -0.157543 -0.194615 -0.061418
20020531 -0.012995 -0.037727 -0.009081
20020628 -0.061336 -0.105034 -0.072465
20020731 0.108434 -0.022222 -0.078995
20020830 -0.063665 0.072869 0.004881
20020930 -0.176451 -0.226453 -0.110013
20021031 0.024341 0.353799 0.086436
20021129 0.074059 0.10299 0.05707
20021231 -0.095133 -0.108375 -0.060333
20030131 -0.049692 0.009032 -0.027415
20030228 0.047537 -0.001279 -0.017004
20030331 0.060291 0.006158 0.008358
20030430 0.154902 0.082494 0.081044
20030530 -0.025467 0.038869 0.050899
20030630 0.005923 -0.062926 0.011322
20030731 -0.008368 -0.015152 0.016224
20030829 0.039733 0.011323 0.017873
20030930 0.014542 0.077064 -0.011944
20031031 -0.026837 0.013019 0.054962
20031128 -0.01172 0.013634 0.007129
20031231 0.087548 0.023636 0.050765
20040130 0.085539 0.070673 0.017276
20040227 -0.027059 -0.025899 0.012209
20040331 -0.061501 -0.04829 -0.016359
20040430 -0.018676 -0.039961 -0.016791
20040528 0.039065 0.006805 0.012083
20040630 0.047558 -0.004967 0.017989
20040730 0.026235 -0.012252 -0.034291
20040831 -0.013835 -0.025267 0.002287
20040930 0.030192 0.012398 0.009364
20041029 0.016081 0.046769 0.014014
20041130 0.036342 0.052033 0.038595
20041231 0.038462 0.046053 0.032458
20050131 -0.010137 -0.052343 -0.02529
20050228 -0.019651 -0.007065 0.018903
20050331 0.024432 -0.012962 -0.019118
20050429 0.003882 -0.16415 -0.020109
20050531 0.007735 -0.008248 0.029952
20050630 -0.044134 -0.017869 -0.000143
20050729 -0.004329 0.124798 0.035968
20050831 -0.025797 -0.031632 -0.011222
20050930 0.008331 -0.004962 0.006949
20051031 0.007128 0.020693 -0.017741
20051130 0.053377 0.088178 0.035186
20051230 -0.011758 -0.075366 -0.000952
20060131 -0.065621 -0.010949 0.025467
20060228 0.011298 -0.010578 0.000453
20060331 0.058108 0.027792 0.011065
20060428 -0.005463 -0.001576 0.012187
20060531 -0.00954 -0.02599 -0.030917
20060630 -0.030648 -0.038548 8.7e-05
20060731 -0.008192 0.00768 0.005086
20060831 0.041909 0.049864 0.021274
20060929 0.043746 0.01198 0.024566
20061031 -0.005382 0.1268 0.031508
20061130 0.004842 -0.001191 0.016467
20061229 0.062642 0.056897 0.012616
20070131 -0.031174 0.020587 0.014059
20070228 -0.023856 -0.059607 -0.021846
20070330 0.01289 0.014203 0.00998
20070430 0.042421 0.084341 0.043291
20070531 0.019533 0.046864 0.032549
20070629 0.026078 -0.012664 -0.017816
20070731 0.012539 0.051306 -0.031982
20070831 0.002838 0.058202 0.012864
20070928 0.072292 0.009512 0.035794
20071031 -0.005797 -0.014261 0.014822
20071130 -0.069728 -0.090768 -0.044043
20071231 -0.023766 0.027762 -0.008628
20080131 -0.046129 -0.009158 -0.061163
20080229 -0.054016 0.066754 -0.034761
20080331 0.116777 0.011242 -0.00596
20080430 -0.116455 0.048289 0.047547
20080530 -0.060551 0.076471 0.010674
20080630 -0.121094 -0.084215 -0.085962
20080731 0.059948 0.079727 -0.009859
20080829 -0.006716 -0.044929 0.012191
20080930 -0.081495 -0.039185 -0.090791
20081031 -0.234902 -0.205113 -0.169425
20081128 -0.119939 -0.116919 -0.074849
20081231 -0.038439 0.031373 0.007822
