date            hpq           vw            eq            sp
20000925      -0.022905     -0.004893     -0.004181     -0.006689
20000926      -0.030228     -0.009174     -0.009656     -0.008214
20000927       0.045802     -0.002466     -0.007019     -0.000448
20000928       0.040146      0.022756      0.014458      0.022235
20000929      -0.092398     -0.012394      0.000786     -0.014935
20001002      -0.032861     -0.005936     -0.011844     -0.000195
20001003      -0.003331     -0.012146     -0.009393     -0.006803
20001004       0.022727      0.006372     -0.001494      0.005510
20001005      -0.077124     -0.001086     -0.005789      0.001367
20001006      -0.012040     -0.021723     -0.017421     -0.019000
20001009       0.043011     -0.003410     -0.005916     -0.004940
20001010      -0.016495     -0.014348     -0.011686     -0.010706
20001011      -0.043326     -0.017158     -0.017646     -0.016171
20001012      -0.021914     -0.027430     -0.020824     -0.025509
20001013       0.082898      0.038676      0.021626      0.033381
20001016       0.022759      0.002310      0.002160      0.000327
20001017      -0.023601     -0.019824     -0.018508     -0.017932
20001018      -0.054558     -0.008637     -0.011112     -0.005808
20001019       0.062820      0.037063      0.025740      0.034743
20001020       0.055670      0.009703      0.013467      0.005883
20001023       0.024740      0.000102      0.006072     -0.000823
20001024      -0.059720     -0.001014      0.001388      0.001684
20001025      -0.061486     -0.027433     -0.015696     -0.023767
20001026      -0.009359      0.000560      0.000792     -0.000337
20001027       0.013808      0.008625      0.005717      0.011096
20001030       0.050896      0.006713     -0.000093      0.013830
20001031       0.015007      0.028375      0.021836      0.021978
20001101      -0.044355     -0.004347      0.001616     -0.005723
20001102       0.014065      0.010059      0.014668      0.004996
20001103       0.026352      0.000549      0.004923     -0.001141
20001106      -0.006757      0.001255      0.000191      0.003855
20001107       0.032653     -0.000970      0.001541     -0.000223
20001108      -0.036891     -0.018933     -0.009601     -0.015777
20001109      -0.060192     -0.009782     -0.011638     -0.006486
20001110      -0.088792     -0.026421     -0.017455     -0.024398
20001113      -0.127796     -0.013350     -0.012666     -0.010776
20001114       0.084249      0.026106      0.015989      0.023452
20001115      -0.045608      0.005509     -0.000128      0.004960
20001116      -0.007080     -0.016443     -0.013758     -0.012584
20001117       0.016043     -0.004514     -0.001548     -0.003352
20001120      -0.029825     -0.023903     -0.020702     -0.018352
20001121      -0.018083      0.000308     -0.011465      0.003523
20001122      -0.007366     -0.020918     -0.019101     -0.018548
20001124       0.055659      0.021120      0.020298      0.014678
20001127       0.003515      0.003652     -0.004653      0.005366
20001128      -0.028021     -0.016955     -0.022896     -0.009548
20001129      -0.003604      0.000657     -0.013990      0.004371
20001130      -0.084991     -0.019245     -0.019428     -0.020105
20001201       0.017787      0.006238      0.018332      0.000213
20001204       0.025243      0.003669     -0.010942      0.007406
20001205       0.060606      0.045341      0.027514      0.038922
20001206      -0.085714     -0.016472     -0.007811     -0.018220
20001207      -0.023438     -0.005914     -0.007393     -0.005853
20001208       0.070000      0.028484      0.025981      0.019605
20001211      -0.009346      0.011954      0.012063      0.007526
20001212       0.064151     -0.010888     -0.006370     -0.006535
20001213      -0.058511     -0.011581     -0.006032     -0.008161
20001214       0.009416     -0.016918     -0.013283     -0.014015
20001215      -0.055970     -0.017724     -0.010911     -0.021463
20001218      -0.013281      0.005368     -0.009958      0.008071
20001219       0.006024     -0.015867     -0.014533     -0.012958
20001220      -0.027944     -0.035194     -0.037614     -0.031296
20001221      -0.034908      0.005425     -0.005027      0.008002
20001222       0.095745      0.030173      0.026264      0.024403
20001226      -0.013592      0.005482     -0.005791      0.007060
20001227       0.021654      0.013929      0.010869      0.010440
20001228       0.000000      0.009421      0.022114      0.003988
20001229      -0.026975     -0.011276      0.016047     -0.010448
20010102      -0.041584     -0.034274     -0.001138     -0.028032
20010103       0.126033      0.052930      0.046221      0.050099
20010104       0.016514     -0.011816      0.011364     -0.010552
20010105      -0.115523     -0.028843     -0.008607     -0.026242
20010108       0.024490     -0.003427     -0.005051     -0.001918
20010109       0.005976      0.004890      0.011808      0.003812
20010110       0.005941      0.013831      0.020657      0.009586
20010111       0.019685      0.014963      0.027183      0.010318
20010112      -0.052124     -0.003516      0.019473     -0.006406
20010116      -0.010183      0.006231      0.019410      0.006319
20010117       0.041152      0.004520      0.012757      0.002126
20010118       0.096838      0.012314      0.008504      0.013915
20010119       0.030631     -0.004103      0.003892     -0.004028
20010122      -0.034965      0.000283      0.005431      0.000268
20010123      -0.005435      0.015823      0.014520      0.013032
20010124       0.020036      0.003288      0.007313      0.002867
20010125      -0.016071     -0.007556     -0.003242     -0.004977
20010126       0.000000     -0.000697      0.001972     -0.001886
20010129       0.089800      0.008972      0.010237      0.006805
20010130       0.007194      0.006588      0.009543      0.007008
20010131      -0.025132     -0.006670     -0.000180     -0.005620
20010201       0.000271      0.003836      0.001991      0.005461
20010202      -0.030114     -0.018616     -0.009213     -0.017474
20010205      -0.012587      0.002063     -0.003784      0.003587
20010206       0.042493      0.000511      0.002474     -0.001514
20010207      -0.021739     -0.008783     -0.004362     -0.008408
20010208      -0.032222     -0.006507     -0.003159     -0.006235
20010209      -0.038462     -0.014262     -0.009423     -0.013336
20010212      -0.026866      0.010379      0.004847      0.011827
20010213       0.018405     -0.008674     -0.003473     -0.008652
20010214       0.035843     -0.000103     -0.000491     -0.002184
20010215       0.056993      0.008958      0.009205      0.008124
20010216      -0.088583     -0.020634     -0.014242     -0.018905
20010220      -0.079384     -0.018813     -0.012359     -0.017357
20010221      -0.016066     -0.018364     -0.015700     -0.018508
20010222      -0.007997     -0.004519     -0.010742     -0.001952
20010223       0.007726     -0.003907     -0.002983     -0.005555
20010226       0.000000      0.019193      0.016211      0.017490
20010227      -0.046667     -0.011440     -0.011558     -0.007660
20010228       0.008741     -0.013736     -0.008440     -0.014309
20010301       0.005199      0.000356     -0.005543      0.001040
20010302       0.017931     -0.004946      0.004569     -0.005680
20010305       0.029133      0.005445      0.001908      0.005858
20010306       0.058262      0.011474      0.009968      0.009981
20010307       0.006221      0.006061      0.005586      0.006452
20010308      -0.021020     -0.001264     -0.004225      0.002259
20010309      -0.044837     -0.024348     -0.015029     -0.024764
20010312      -0.012231     -0.042303     -0.030868     -0.043181
20010313       0.057564      0.014921      0.005284      0.014829
20010314      -0.020570     -0.025044     -0.017747     -0.025842
20010315      -0.008078      0.003325     -0.000251      0.005871
20010316      -0.084691     -0.020821     -0.017626     -0.019624
20010319       0.088256      0.018593      0.009299      0.017627
20010320      -0.039016     -0.023066     -0.008486     -0.024077
20010321      -0.002729     -0.018689     -0.015953     -0.017924
20010322       0.056791     -0.004422     -0.011255     -0.004064
20010323       0.009064      0.020520      0.020753      0.019909
20010326       0.015399      0.011144      0.007496      0.011282
20010327       0.019905      0.023008      0.009026      0.025575
20010328      -0.060719     -0.026043     -0.017876     -0.024430
20010329       0.010554     -0.005374     -0.006626     -0.004630
20010330       0.020561      0.012110      0.016042      0.010784
20010402      -0.075152     -0.015547     -0.021405     -0.012462
20010403      -0.052213     -0.035923     -0.034225     -0.034393
20010404       0.001459     -0.003300     -0.008306     -0.002901
20010405       0.120947      0.045921      0.039432      0.043680
20010406      -0.065648     -0.020136     -0.012896     -0.019984
20010409      -0.008696      0.009220      0.006249      0.008117
20010410       0.046667      0.028974      0.023254      0.027066
20010411       0.014080     -0.000804      0.006673     -0.002131
20010412       0.012231      0.015922      0.014542      0.015104
20010416      -0.020575     -0.004953     -0.003690     -0.003228
20010417      -0.024675      0.010468      0.004965      0.010282
20010418       0.090598      0.039685      0.028615      0.038890
20010419       0.018809      0.014680      0.015582      0.012551
20010420      -0.024615     -0.008432      0.001176     -0.008551
20010423      -0.023344     -0.016731     -0.008232     -0.014980
20010424      -0.049742     -0.010835      0.001786     -0.012161
20010425      -0.007478      0.016347      0.011507      0.015941
20010426      -0.042808      0.005004      0.007508      0.004696
20010427       0.015742      0.014506      0.011156      0.015010
20010430       0.001409      0.000756      0.010085     -0.002865
20010501       0.000703      0.013255      0.010495      0.013590
20010502       0.007030      0.003373      0.012484      0.000782
20010503      -0.037696     -0.015242     -0.005439     -0.014873
20010504       0.006166      0.013957      0.010749      0.014440
20010507      -0.002523     -0.003172      0.001494     -0.002447
20010508      -0.012288     -0.000642      0.004887     -0.001828
20010509      -0.012075     -0.004364      0.000598     -0.004488
20010510      -0.015556     -0.000443      0.003118     -0.000287
20010511      -0.014673     -0.007489     -0.001821     -0.007577
20010514      -0.011073      0.000959     -0.002795      0.002609
20010515      -0.019305      0.001440      0.004047      0.000416
20010516       0.052756      0.027258      0.009954      0.028453
20010517       0.155572      0.005840      0.010523      0.002724
20010518      -0.033981      0.002707      0.004567      0.002693
20010521       0.030151      0.018576      0.015978      0.016154
20010522       0.001626     -0.001666      0.007118     -0.002628
20010523      -0.039610     -0.016694     -0.007040     -0.015526
20010524       0.017241      0.004132      0.005509      0.003196
20010525      -0.001329     -0.009914      0.002663     -0.011816
20010529       0.005324     -0.010364     -0.008245     -0.007794
20010530      -0.045680     -0.017551     -0.016164     -0.015655
20010531       0.016996      0.007631      0.007395      0.006202
20010601      -0.002387      0.005379      0.006181      0.003862
20010604       0.011966      0.005080      0.005380      0.005108
20010605       0.015203      0.014237      0.011546      0.012990
20010606      -0.044592     -0.009444     -0.003241     -0.010549
20010607       0.018809      0.005328      0.005451      0.005457
20010608      -0.024273     -0.009533     -0.002056     -0.009397
20010611      -0.025929     -0.009606     -0.005670     -0.008356
20010612       0.017986      0.000183     -0.001292      0.001164
20010613      -0.014134     -0.009971     -0.002346     -0.011347
20010614      -0.039427     -0.019202     -0.014887     -0.017502
20010615       0.007463     -0.004877     -0.004950     -0.004517
20010618      -0.007778     -0.006658     -0.012844     -0.004883
20010619      -0.026582      0.001781     -0.005602      0.003434
20010620       0.035769      0.009774      0.001334      0.008709
20010621      -0.010397      0.009871      0.003729      0.011364
20010622      -0.010507     -0.009014     -0.002537     -0.009450
20010625       0.018582     -0.004875     -0.000223     -0.005509
20010626      -0.013031     -0.000127      0.004977     -0.001510
20010627      -0.002263     -0.002064      0.004318     -0.004676
20010628       0.030246      0.012579      0.007562      0.012493
20010629       0.049541      0.004356      0.018683     -0.001452
20010702       0.003497      0.005352     -0.005534      0.010037
20010703      -0.010453     -0.001755     -0.000217     -0.001827
20010705      -0.027113     -0.012122     -0.007388     -0.012321
20010706      -0.043431     -0.022167     -0.011844     -0.023498
20010709       0.010216      0.005704      0.002084      0.006879
20010710      -0.046816     -0.014278     -0.009420     -0.014398
20010711       0.013360     -0.002273     -0.005388     -0.001134
20010712       0.047693      0.023569      0.014742      0.023691
20010713       0.035529      0.005366      0.003936      0.006241
20010716      -0.056469     -0.011622     -0.007309     -0.010883
20010717       0.000000      0.010635      0.005250      0.009971
20010718      -0.006061     -0.006834     -0.008032     -0.005542
20010719       0.010290      0.005165      0.005491      0.006053
20010720      -0.003395     -0.002923      0.000336     -0.003432
20010723      -0.008327     -0.014661     -0.005580     -0.016369
20010724      -0.017176     -0.016260     -0.011498     -0.016272
20010725      -0.002718      0.013694      0.002768      0.016080
20010726      -0.065421      0.011504      0.007670      0.010449
20010727       0.015000      0.003287      0.003519      0.002402
20010730      -0.006158     -0.001184     -0.001138     -0.001078
20010731       0.018587      0.004894      0.003221      0.005571
20010801       0.034469      0.005032      0.006442      0.003880
20010802       0.015680      0.003236      0.002534      0.003964
20010803      -0.023929     -0.004633      0.000534     -0.005243
20010806      -0.002373     -0.011011     -0.005900     -0.011422
20010807      -0.004360      0.002236     -0.000389      0.003265
20010808      -0.014729     -0.016755     -0.010004     -0.017328
20010809      -0.002020     -0.000160     -0.001149     -0.000084
20010810       0.016194      0.004284      0.000756      0.005687
20010813      -0.009163      0.002352      0.002532      0.000949
20010814      -0.000402     -0.002463      0.001611     -0.003828
20010815      -0.030571     -0.006809     -0.004716     -0.007339
20010816       0.001245      0.001908     -0.002087      0.003090
20010817      -0.003315     -0.015942     -0.006830     -0.016663
20010820       0.028690      0.006821     -0.000437      0.008124
20010821      -0.001617     -0.011468     -0.008022     -0.012079
20010822      -0.008097      0.007421      0.004417      0.006956
20010823      -0.020000     -0.002822     -0.003713     -0.002763
20010824       0.046647      0.018235      0.010825      0.019654
20010827      -0.004377     -0.003733     -0.001755     -0.004827
20010828      -0.016387     -0.014384     -0.007405     -0.015010
20010829      -0.026818     -0.009596     -0.002918     -0.011115
20010830      -0.022965     -0.015608     -0.009203     -0.017038
20010831      -0.008120      0.004098      0.005746      0.004030
20010904      -0.186988     -0.001661     -0.005708     -0.000565
20010905      -0.034976     -0.003243     -0.008926     -0.001059
20010906      -0.028006     -0.020733     -0.014187     -0.022390
20010907       0.021469     -0.017770     -0.011476     -0.018637
20010910      -0.010509      0.003510     -0.007368      0.006226
20010917      -0.100056     -0.050713     -0.042398     -0.049216
20010918       0.011236     -0.008294     -0.009884     -0.005805
20010919      -0.049383     -0.017057     -0.024000     -0.016112
20010920      -0.058442     -0.030635     -0.032695     -0.031060
20010921       0.031724     -0.018605     -0.020146     -0.019034
20010924       0.076203      0.037776      0.033194      0.038983
20010925      -0.005590      0.007598      0.003964      0.008790
20010926      -0.000625     -0.006032     -0.009979     -0.005167
20010927       0.012500      0.010701     -0.000605      0.011489
20010928      -0.009259      0.022761      0.025098      0.021922
20011001      -0.028037     -0.004433     -0.010057     -0.002296
20011002      -0.022436      0.011565      0.007002      0.012306
20011003       0.049180      0.022155      0.020665      0.019927
20011004       0.000000     -0.000260      0.011085     -0.002471
20011005       0.028125      0.000417      0.000515      0.001636
20011008       0.030395     -0.007693     -0.001940     -0.008344
20011009      -0.013569     -0.004818     -0.004086     -0.005356
20011010       0.016746      0.023160      0.019419      0.022938
20011011       0.064706      0.017374      0.019492      0.015208
20011012       0.013812     -0.005377      0.000107     -0.005267
20011015      -0.012534     -0.000688      0.002547     -0.001530
20011016       0.020971      0.007845      0.011373      0.006936
20011017      -0.026486     -0.019382     -0.006450     -0.018633
20011018      -0.022765     -0.006961     -0.004979     -0.007873
20011019       0.039205      0.004916      0.004694      0.004557
20011022       0.000547      0.014528      0.008013      0.015296
20011023      -0.020765     -0.004331      0.000496     -0.004698
20011024       0.005580      0.001009      0.003921      0.000387
20011025       0.006659      0.013803      0.011118      0.013721
20011026      -0.015987      0.004247      0.007219      0.004109
20011029      -0.025210     -0.022656     -0.008933     -0.023818
20011030      -0.024713     -0.017211     -0.011457     -0.017166
20011031      -0.008250      0.002246      0.010749     -0.000009
20011101       0.027926      0.020692      0.008796      0.022948
20011102      -0.021965      0.002176     -0.000779      0.002860
20011105      -0.001773      0.013974      0.008455      0.014386
20011106       0.172883      0.014142      0.007038      0.014526
20011107      -0.031802     -0.001912      0.000713     -0.002735
20011108      -0.043274      0.001070      0.002989      0.002456
20011109       0.034877      0.000937      0.003391      0.001582
20011112       0.016324     -0.000560      0.001351     -0.001767
20011113       0.048187      0.018551      0.013954      0.018563
20011114       0.091448      0.003489      0.007525      0.001861
20011115       0.000453      0.000043      0.000388      0.000903
20011116      -0.026709     -0.001694      0.006130     -0.003143
20011119       0.002326      0.011673      0.011591      0.010899
20011120      -0.027842     -0.008250     -0.004841     -0.007298
20011121      -0.020525     -0.004482      0.000342     -0.004927
20011123       0.020468      0.011704      0.010424      0.011706
20011126       0.009073      0.007422      0.005665      0.006155
20011127      -0.039281     -0.005081      0.001708     -0.006843
20011128      -0.006404     -0.017361     -0.009929     -0.018251
20011129       0.060982      0.011215      0.009191      0.010350
20011130       0.027570     -0.000942      0.001063     -0.000658
20011203      -0.022738     -0.008420     -0.007398     -0.008381
20011204       0.046999      0.014748      0.011957      0.013187
20011205       0.036444      0.023126      0.016936      0.022318
20011206       0.000429     -0.001086      0.006299     -0.002777
20011207       0.008144     -0.007337      0.001813     -0.007531
20011210      -0.022109     -0.015034     -0.007343     -0.015868
20011211      -0.043913     -0.001749      0.002873     -0.002781
20011212      -0.008186      0.000533      0.002107      0.000273
20011213      -0.033929     -0.015391     -0.008347     -0.015558
20011214      -0.003322      0.003489      0.002313      0.003314
20011217      -0.007619      0.010376      0.005081      0.010035
20011218      -0.012524      0.008039      0.007067      0.007546
20011219       0.009756      0.003683     -0.002734      0.005810
20011220       0.000000     -0.009350     -0.008643     -0.008377
20011221       0.014493      0.006058      0.010192      0.004351
20011224      -0.010952      0.000231      0.003548     -0.000210
20011226       0.006259      0.005232      0.007186      0.004124
20011227      -0.004785      0.006922      0.008021      0.006752
20011228       0.000962      0.004374      0.009319      0.003362
20011231      -0.013449     -0.009727      0.006617     -0.011145
20020102       0.054041      0.003861      0.007918      0.005740
20020103       0.060508      0.009824      0.012917      0.009180
20020104       0.008711      0.006973      0.011262      0.006213
20020107      -0.006045     -0.006549     -0.000112     -0.006499
20020108      -0.010426     -0.002452      0.004921     -0.003588
20020109       0.029851     -0.004265      0.000727     -0.004799
20020110      -0.005541      0.000597      0.000376      0.001221
20020111      -0.019289     -0.008776     -0.003945     -0.009468
20020114      -0.015734     -0.008139     -0.010397     -0.006276
20020115       0.024867      0.005725      0.001003      0.006834
20020116      -0.028596     -0.016276     -0.011005     -0.016245
20020117       0.049509      0.010149      0.006986      0.010030
20020118      -0.039099     -0.010135     -0.006146     -0.009922
20020122      -0.035383     -0.007824     -0.008101     -0.007334
20020123       0.016048      0.008837      0.007762      0.007925
20020124       0.021209      0.004045      0.005587      0.003519
20020125      -0.007070      0.000953      0.000237      0.000998
20020128      -0.017801      0.000098      0.000445     -0.000194
20020129      -0.051201     -0.025348     -0.011386     -0.028613
20020130       0.048711      0.010247      0.003630      0.011748
20020131       0.006831      0.013189      0.009543      0.014934
20020201      -0.004975     -0.006436     -0.002154     -0.007078
20020204       0.001818     -0.023839     -0.016156     -0.024737
20020205      -0.029492     -0.004844     -0.007864     -0.004039
20020206      -0.025245     -0.007177     -0.009993     -0.005972
20020207      -0.002398     -0.003570     -0.005935     -0.003083
20020208      -0.019231      0.015817      0.011971      0.014859
20020211       0.022059      0.013412      0.007842      0.014340
20020212      -0.003837     -0.003408     -0.000153     -0.003993
20020213       0.010111      0.009552      0.005813      0.009941
20020214      -0.004766     -0.002462     -0.004788     -0.001815
20020215      -0.024904     -0.010283     -0.003774     -0.011017
20020219      -0.029470     -0.018891     -0.014655     -0.018874
20020220       0.003036      0.012908      0.004968      0.013514
20020221      -0.018164     -0.014495     -0.008789     -0.015510
20020222      -0.008736      0.007244      0.003895      0.008224
20020225       0.035770      0.016479      0.005126      0.017975
20020226       0.001502      0.001055      0.003447     -0.000045
20020227       0.001000      0.001076      0.002708      0.000460
20020228       0.004493     -0.002919     -0.001050     -0.002847
20020301       0.004473      0.021879      0.012219      0.022634
20020304       0.020782      0.020407      0.015146      0.019491
20020305       0.002433     -0.004813      0.002754     -0.006673
20020306      -0.020388      0.013941      0.012605      0.014510
20020307      -0.008920     -0.003776      0.003764     -0.004498
20020308       0.029500      0.006940      0.008687      0.005849
20020311       0.018941      0.002798      0.004547      0.003393
20020312      -0.020019     -0.002865     -0.002666     -0.002294
20020313      -0.021887     -0.009098     -0.003446     -0.009858
20020314      -0.035306     -0.000026      0.003730     -0.000910
20020315      -0.018041      0.010226      0.004629      0.011379
20020318       0.010499      0.001271      0.004768     -0.000523
20020319      -0.023377      0.003375      0.002590      0.004067
20020320      -0.031915     -0.014429     -0.005623     -0.015757
20020321       0.016483      0.003157      0.006352      0.001511
20020322      -0.018919     -0.004251     -0.000429     -0.004239
20020325      -0.001653     -0.014354     -0.007031     -0.014651
20020326      -0.002208      0.005793      0.004707      0.005849
20020327      -0.017146      0.005501      0.005685      0.005349
20020328       0.009567      0.003005      0.005548      0.002455
20020401      -0.002230     -0.001031     -0.001193     -0.000741
20020402      -0.025140     -0.008666     -0.004700     -0.008530
20020403      -0.004585     -0.009515     -0.005966     -0.009993
20020404      -0.006909      0.000926      0.000767      0.000835
20020405      -0.015072     -0.002546     -0.000043     -0.003205
20020408       0.007652      0.002957      0.002514      0.002280
20020409       0.016939     -0.005545     -0.001593     -0.006656
20020410       0.017806      0.011455      0.008543      0.011335
20020411       0.010158     -0.021330     -0.010047     -0.023689
20020412      -0.005587      0.008230      0.011353      0.006632
20020415       0.004494     -0.006005     -0.001132     -0.007615
20020416       0.040269      0.021980      0.016456      0.023418
20020417       0.002688     -0.001978      0.001004     -0.002038
20020418      -0.024129     -0.001515      0.003124     -0.001421
20020419       0.026923      0.000706      0.002048      0.000623
20020422      -0.022472     -0.014745     -0.008461     -0.015411
20020423      -0.012589     -0.005247     -0.001445     -0.006201
20020424      -0.046009     -0.006101     -0.002370     -0.007103
20020425       0.009878     -0.001795     -0.002208     -0.001519
20020426      -0.024166     -0.013435     -0.009094     -0.013889
20020429       0.000590     -0.008783     -0.006308     -0.010099
20020430       0.007661      0.012132      0.009809      0.010765
20020501      -0.014035      0.007540      0.001008      0.008859
20020502       0.013642     -0.001713      0.000093     -0.001749
20020503       0.020480     -0.008925     -0.001775     -0.010262
20020506       0.044725     -0.018276     -0.011319     -0.019340
20020507       0.010428     -0.003726     -0.005558     -0.003021
20020508       0.086366      0.034509      0.019042      0.037504
20020509       0.000500     -0.013946     -0.008017     -0.014547
20020510      -0.037481     -0.015413     -0.008235     -0.016794
20020513       0.037383      0.017058      0.007366      0.018550
20020514       0.026026      0.020970      0.015261      0.021144
20020515      -0.056098     -0.003353      0.000829     -0.005659
20020516       0.012920      0.003523     -0.000967      0.006562
20020517       0.004082      0.006993      0.003753      0.007612
20020520      -0.009654     -0.011939     -0.005637     -0.013293
20020521      -0.025141     -0.011171     -0.008594     -0.010990
20020522       0.012632      0.003712     -0.002238      0.005686
20020523       0.003118      0.010491      0.007425      0.010184
20020524      -0.031606     -0.011318     -0.004770     -0.012087
20020528       0.000535     -0.006829     -0.001733     -0.008553
20020529      -0.006952     -0.006580     -0.005691     -0.006412
20020530       0.033926     -0.002332     -0.000976     -0.002810
20020531      -0.005729      0.002109      0.003404      0.002329
20020603      -0.012572     -0.023893     -0.017752     -0.024795
20020604       0.006366     -0.001436     -0.003785      0.000010
20020605      -0.009489      0.007668      0.000200      0.008850
20020606      -0.023417     -0.018331     -0.014824     -0.019764
20020607       0.018529     -0.000232      0.001636     -0.001574
20020610      -0.021402      0.001732     -0.002960      0.003124
20020611       0.003280     -0.015944     -0.008842     -0.016629
20020612      -0.021253      0.004636     -0.004264      0.006571
20020613      -0.025612     -0.010337     -0.006959     -0.010488
20020614      -0.008571     -0.000918      0.000334     -0.002268
20020617       0.027089      0.026844      0.014616      0.028691
20020618       0.007328      0.000335     -0.000402      0.000936
20020619      -0.051483     -0.015507     -0.014483     -0.016536
20020620      -0.017699     -0.012607     -0.003521     -0.013432
20020621      -0.011411     -0.014392     -0.002232     -0.017043
20020624      -0.034022      0.001282     -0.005019      0.003619
20020625      -0.057233     -0.015439     -0.007741     -0.016702
20020626      -0.011341     -0.003260     -0.008433     -0.002674
20020627       0.024292      0.016344      0.011496      0.017575
20020628       0.006588      0.002100      0.011970     -0.000838
20020701      -0.011780     -0.021973     -0.018510     -0.021378
20020702      -0.031788     -0.022417     -0.022557     -0.021225
20020703       0.041040      0.003609     -0.004777      0.006223
20020705       0.070959      0.034444      0.022114      0.036730
20020708      -0.017178     -0.011235     -0.007741     -0.012184
20020709      -0.012484     -0.021883     -0.006818     -0.024719
20020710      -0.036030     -0.029819     -0.016331     -0.033962
20020711      -0.001312      0.005019     -0.004136      0.007496
20020712       0.002626     -0.005821     -0.001544     -0.006448
20020715      -0.017682     -0.004889     -0.010128     -0.003755
20020716      -0.049333     -0.014203     -0.000385     -0.018389
20020717      -0.048387      0.005975      0.005131      0.005538
20020718      -0.016212     -0.025060     -0.013686     -0.027019
20020719      -0.041199     -0.032929     -0.019195     -0.038341
20020722      -0.062500     -0.032117     -0.021154     -0.032922
20020723      -0.040000     -0.029576     -0.031139     -0.027017
20020724       0.041667      0.052341      0.017954      0.057315
20020725      -0.016667     -0.005701     -0.003157     -0.005620
20020726      -0.011864      0.014902      0.007119      0.016884
20020729       0.113208      0.053158      0.034957      0.054078
20020730       0.067797      0.004748      0.005459      0.004249
20020731       0.020924      0.005613     -0.003660      0.009792
20020801      -0.032509     -0.025856     -0.008909     -0.029574
20020802      -0.065011     -0.022522     -0.017869     -0.023082
20020805      -0.054687     -0.032875     -0.021302     -0.034296
20020806       0.045454      0.030135      0.021542      0.029919
20020807       0.021344      0.016778      0.004274      0.020010
20020808       0.048762      0.029327      0.010702      0.032722
20020809      -0.010332      0.003411      0.002451      0.003512
20020812      -0.007457     -0.003854      0.000035     -0.005327
20020813      -0.006762     -0.020223     -0.011727     -0.021675
20020814       0.106657      0.035454      0.016210      0.040047
20020815       0.025290      0.011746      0.004772      0.011559
20020816       0.004000      0.000813      0.006803     -0.001591
20020819      -0.003984      0.020995      0.011822      0.023633
20020820      -0.032667     -0.012103     -0.004417     -0.013979
20020821       0.013094      0.013575      0.016576      0.012726
20020822       0.040816      0.012738      0.011882      0.014052
20020823      -0.039216     -0.021590     -0.009216     -0.022686
20020826       0.010204      0.008395      0.010780      0.007536
20020827      -0.043098     -0.014282     -0.010767     -0.013851
20020828       0.004222     -0.017672     -0.013288     -0.018132
20020829      -0.030834      0.001898      0.003511     -0.000076
20020830      -0.028923     -0.002301      0.002642     -0.001885
20020903      -0.065525     -0.038212     -0.023499     -0.041536
20020904       0.042231      0.017210      0.011731      0.017517
20020905      -0.017584     -0.015448     -0.013083     -0.015950
20020906       0.050584      0.017540      0.014925      0.016800
20020909       0.000000      0.008652      0.000339      0.010113
20020910       0.048889      0.006441      0.002800      0.007331
20020911       0.014124      0.000671      0.002429     -0.000143
20020912      -0.052925     -0.022891     -0.010854     -0.024784
20020913      -0.007353      0.003226      0.002254      0.003270
20020916       0.017037     -0.000152     -0.006230      0.001450
20020917      -0.021978     -0.018425     -0.012222     -0.019728
20020918       0.002996     -0.005141     -0.006676     -0.004648
20020919      -0.040329     -0.028746     -0.017938     -0.030065
20020920       0.007004      0.002183      0.000695      0.002455
20020923      -0.004637     -0.014834     -0.019453     -0.013828
20020924      -0.045807     -0.015065     -0.011324     -0.017284
20020925       0.044752      0.023958      0.015988      0.024863
20020926      -0.059969      0.017229      0.007838      0.018210
20020927      -0.003314     -0.028396     -0.014741     -0.032259
20020930      -0.029925     -0.012031     -0.003513     -0.014600
20021001       0.065124      0.033727      0.008315      0.040010
20021002      -0.042639     -0.022599     -0.011971     -0.023587
20021003       0.005882     -0.011210     -0.006104     -0.010822
20021004      -0.043442     -0.022233     -0.016284     -0.022431
20021007       0.008734     -0.020385     -0.021464     -0.019111
20021008      -0.000866      0.014057     -0.002010      0.016898
20021009      -0.032929     -0.027465     -0.024272     -0.027287
20021010       0.058244      0.033889      0.015295      0.034966
20021011       0.017782      0.036808      0.025612      0.039059
20021014       0.016639      0.006547      0.003361      0.007327
20021015       0.104746      0.045165      0.031362      0.047336
20021016      -0.041482     -0.023013     -0.011603     -0.024113
20021017       0.004637      0.023709      0.025593      0.022302
20021018       0.006923      0.004826      0.002479      0.005903
20021021       0.067991      0.016408      0.010109      0.017334
20021022      -0.007153     -0.011260     -0.005768     -0.010626
20021023       0.036744      0.007431      0.012537      0.006718
20021024      -0.041001     -0.013226      0.001435     -0.015221
20021025       0.059420      0.016336      0.013771      0.017167
20021028       0.044460     -0.007503      0.000284     -0.008266
20021029      -0.017682     -0.009318     -0.004004     -0.009076
20021030       0.043333      0.010546      0.012305      0.009704
20021031       0.009585     -0.003721      0.005764     -0.005557
20021101       0.032278      0.017049      0.017765      0.017160
20021104       0.085224      0.008636      0.014831      0.008191
20021105      -0.031638      0.006156      0.002024      0.007761
20021106       0.021587      0.009797      0.015740      0.009144
20021107      -0.045117     -0.021776     -0.010876     -0.022852
20021108      -0.002392     -0.008823     -0.003371     -0.008763
20021111      -0.109712     -0.020450     -0.014164     -0.020732
20021112       0.043771      0.008300      0.008828      0.007715
20021113       0.039355     -0.000289      0.000303     -0.000476
