date              gm          sp
20020917      -0.015019     -0.019728
20020918      -0.004552     -0.004648
20020919      -0.029492     -0.030065
20020920       0.011307      0.002455
20020923      -0.031447     -0.013828
20020924      -0.082251     -0.017284
20020925       0.036950      0.024863
20020926       0.049280      0.018210
20020927      -0.041667     -0.032259
20020930      -0.022367     -0.014600
20021001       0.044730      0.040010
20021002      -0.047244     -0.023587
20021003      -0.024535     -0.010822
20021004      -0.035743     -0.022431
20021007      -0.014827     -0.019111
20021008      -0.063545      0.016898
20021009      -0.077083     -0.027287
20021010       0.068043      0.034966
20021011       0.051329      0.039059
20021014      -0.044802      0.007327
20021015       0.103428      0.047336
20021016      -0.069755     -0.024113
20021017       0.036907      0.022302
20021018      -0.030791      0.005903
20021021       0.078403      0.017334
20021022      -0.032432     -0.010626
20021023       0.019553      0.006718
20021024      -0.023836     -0.015221
20021025      -0.002526      0.017167
20021028      -0.018571     -0.008266
20021029      -0.032970     -0.009076
20021030      -0.034984      0.009704
20021031       0.021505     -0.005557
20021101       0.023158      0.017160
20021104      -0.004409      0.008191
20021105       0.030410      0.007761
20021106       0.047564      0.009144
20021107      -0.054158     -0.022852
20021108      -0.004627     -0.008763
20021111       0.004358     -0.020732
20021112      -0.008967      0.007715
20021113       0.005628     -0.000476
20021114       0.029455      0.024634
20021115       0.003433      0.006149
20021118       0.002851     -0.010409
20021119      -0.004265     -0.004021
20021120       0.007995      0.019415
20021121       0.090652      0.021452
20021122      -0.023896     -0.003438
20021125       0.029803      0.002504
20021126      -0.026873     -0.020978
20021127       0.061869      0.027986
20021129      -0.007252     -0.002727
20021202       0.006297     -0.001901
20021203      -0.051314     -0.014745
20021204       0.013456     -0.003454
20021205      -0.011976     -0.012010
20021206      -0.018445      0.006266
20021209      -0.028993     -0.022176
20021210       0.021565      0.013957
20021211      -0.003248      0.000564
20021212       0.016562     -0.003724
20021213      -0.024573     -0.013432
20021216       0.021906      0.023519
20021217      -0.017685     -0.008139
20021218      -0.007911     -0.013145
20021219      -0.007149     -0.007709
20021220       0.026309      0.013005
20021223      -0.006206      0.001820
20021224      -0.000543     -0.005471
20021226       0.008150     -0.003149
20021227      -0.015360     -0.016029
20021230       0.011768      0.004558
20021231      -0.002975      0.000489
20030102       0.056701      0.033200
20030103      -0.010526     -0.000484
20030106       0.024650      0.022474
20030107       0.008863     -0.006545
20030108      -0.040914     -0.014086
20030109       0.033761      0.019397
20030110      -0.009873     -0.000011
20030113       0.016108     -0.001412
20030114       0.019124      0.005830
20030115      -0.007407     -0.014426
20030116      -0.011692     -0.003942
20030117       0.006796     -0.014017
20030121      -0.009250     -0.015702
20030122      -0.046682     -0.010432
20030123       0.026998      0.010224
20030124      -0.032216     -0.029233
20030127      -0.014913     -0.016160
20030128       0.011084      0.013050
20030129      -0.003209      0.006779
20030130      -0.036749     -0.022849
20030131       0.011696      0.013130
20030203       0.011836      0.005399
20030204      -0.017410     -0.014088
20030205       0.009690     -0.005435
20030206      -0.010145     -0.006449
20030207      -0.002216     -0.010094
20030210       0.009439      0.007569
20030211      -0.008526     -0.008098
20030212      -0.042441     -0.012687
20030213      -0.010876     -0.001600
20030214      -0.016345      0.021435
20030218       0.041088      0.019500
20030219      -0.016831     -0.007096
20030220      -0.007674     -0.009501
20030221       0.011303      0.013224
20030224      -0.021177     -0.018381
20030225       0.011118      0.007195
20030226      -0.008024     -0.013141
20030227       0.012582      0.011758
20030228      -0.000888      0.004622
20030303      -0.018063     -0.007537
20030304      -0.056996     -0.015357
20030305       0.011193      0.009562
20030306      -0.013283     -0.009339
20030307      -0.002885      0.008259
20030310      -0.013822     -0.025830
20030311      -0.024772     -0.008359
20030312       0.023730      0.004321
20030313       0.064316      0.034457
20030314      -0.018405      0.001647
20030317       0.037812      0.035427
20030318       0.027401      0.004242
20030319      -0.001758      0.008737
20030320       0.004404      0.001888
20030321       0.030400      0.022977
20030324      -0.038865     -0.035231
20030325       0.011511      0.012161
20030326       0.001751     -0.005476
20030327      -0.003496     -0.001644
20030328      -0.006431     -0.005780
20030331      -0.010886     -0.017742
20030401       0.005354      0.012144
20030402       0.026627      0.026116
20030403       0.008934     -0.005052
20030404      -0.003142      0.002738
20030407       0.014327      0.001229
20030408      -0.018927     -0.001864
20030409      -0.007198     -0.014004
20030410       0.000580      0.006455
20030411       0.009565     -0.003763
20030414       0.037037      0.019498
20030415      -0.026301      0.006303
20030416      -0.003128     -0.012236
20030417       0.008842      0.015536
20030421       0.010461     -0.001757
20030422       0.038892      0.021704
20030423       0.010234      0.008394
20030424      -0.022661     -0.008259
20030425      -0.028369     -0.013846
20030428       0.023863      0.017835
20030429      -0.004936      0.003279
20030430      -0.006613     -0.001002
20030501      -0.015257     -0.000676
20030502       0.008451      0.015039
20030505      -0.001676     -0.003795
20030506       0.013710      0.008461
20030507      -0.004140     -0.005105
20030508      -0.008315     -0.010058
20030509       0.005310      0.014278
20030512       0.020017      0.012535
20030513      -0.010630     -0.002973
20030514       0.003030     -0.003205
20030515      -0.028683      0.007868
20030516      -0.013475     -0.002504
20030519      -0.023249     -0.024918
20030520      -0.008331     -0.001129
20030521       0.006301      0.004012
20030522       0.002087      0.009151
20030523      -0.010414      0.001449
20030527       0.049309      0.019567
20030528      -0.005731      0.001829
20030529      -0.003458     -0.003756
20030530       0.021689      0.014690
20030602       0.028588      0.003539
20030603      -0.010732      0.004716
20030604      -0.002782      0.015110
20030605      -0.007252      0.003954
20030606       0.004215     -0.002404
20030609      -0.012311     -0.011977
20030610       0.028329      0.009130
20030611       0.022865      0.012835
20030612      -0.000269      0.001033
20030613      -0.024784     -0.009915
20030616       0.025138      0.022385
20030617       0.054702      0.000910
20030618      -0.015074     -0.001552
20030619      -0.012451     -0.015236
20030620       0.013659      0.000995
20030623      -0.031355     -0.014111
20030624      -0.012841      0.001834
20030625      -0.007859     -0.008267
20030626      -0.018301      0.010776
20030627       0.004730     -0.009738
20030630      -0.003046     -0.001762
20030701      -0.007222      0.008025
20030702       0.005596      0.011646
20030703      -0.004452     -0.008111
20030707       0.003354      0.018992
20030708       0.018942      0.003405
20030709      -0.011755     -0.005586
20030710      -0.012448     -0.013480
20030711       0.001120      0.009548
20030714       0.015669      0.005731
20030715      -0.001377     -0.003427
20030716      -0.009103     -0.006417
20030717      -0.005011     -0.012344
20030718       0.003637      0.011806
20030721       0.003067     -0.014618
20030722       0.001668      0.009512
20030723       0.004440      0.000506
20030724       0.001934     -0.007091
20030725       0.015715      0.017400
20030728       0.011129     -0.002163
20030729      -0.009128     -0.007265
20030730      -0.001084     -0.001809
20030731       0.015189      0.002856
20030801      -0.004275     -0.010259
20030804      -0.007513      0.002724
20030805      -0.021357     -0.017663
20030806       0.009945      0.001678
20030807       0.004103      0.007280
20030808       0.007355      0.003562
20030811       0.003515      0.003069
20030812       0.014012      0.009953
20030813      -0.000797     -0.006382
20030814       0.005930      0.006585
20030815      -0.005895      0.000162
20030818       0.025606      0.009155
20030819       0.013141      0.002611
20030820      -0.001038     -0.002045
20030821       0.016100      0.002969
20030822      -0.011500     -0.010177
20030825      -0.005688      0.000655
20030826       0.015601      0.003039
20030827       0.008705      0.000060
20030828       0.025634      0.006069
20030829       0.017075      0.005155
20030902       0.033577      0.013869
20030903       0.003060      0.004188
20030904      -0.003286      0.001656
20030905      -0.017895     -0.006401
20030908       0.019180      0.010035
20030909      -0.021171     -0.008210
20030910      -0.017304     -0.011973
20030911       0.001467      0.005441
20030912       0.014164      0.002174
20030915      -0.006742     -0.003750
20030916       0.015273      0.014298
20030917      -0.004537     -0.003255
20030918       0.006476      0.013266
20030919      -0.001907     -0.003155
20030922      -0.012894     -0.013008
20030923       0.007983      0.006071
20030924      -0.020398     -0.019096
20030925      -0.000735     -0.006053
20030926      -0.008581     -0.006399
20030929       0.004451      0.009761
20030930       0.007632     -0.010541
20031001      -0.009040      0.022340
20031002       0.006410      0.001984
20031003       0.015189      0.009419
20031006       0.009170      0.004370
20031007       0.006695      0.004737
20031008       0.001188     -0.005263
20031009       0.005931      0.004788
20031010       0.009198     -0.000645
20031013       0.017527      0.007023
20031014       0.009876      0.003951
20031015      -0.009552     -0.002592
20031016       0.006429      0.003162
20031017      -0.015743     -0.010237
20031020       0.004868      0.005157
20031021      -0.013841      0.001292
20031022      -0.020351     -0.014980
20031023       0.004537      0.003310
20031024      -0.005467     -0.004701
20031027       0.010277      0.002158
20031028       0.020819      0.015187
20031029      -0.004635      0.001261
20031030      -0.001397     -0.001116
20031031      -0.005129      0.003601
20031103       0.005390      0.007909
20031104       0.000000     -0.005448
20031105       0.001165     -0.001367
20031106      -0.001630      0.005933
20031107       0.001166     -0.004574
20031110      -0.008619     -0.005792
20031111       0.000000     -0.000516
20031112       0.015692      0.011456
20031113       0.002341     -0.000142
20031114      -0.012844     -0.007615
20031117      -0.009226     -0.006398
20031118      -0.006208     -0.009084
20031119       0.014176      0.008016
20031120      -0.012793     -0.008432
20031121      -0.001440      0.001577
20031124       0.018745      0.016227
20031125       0.004954      0.001720
20031126       0.001174      0.004327
20031128       0.003048     -0.000236
20031201       0.008181      0.011264
20031202       0.003478     -0.003271
20031203       0.052218     -0.001772
20031204       0.020422      0.004687
20031205      -0.009038     -0.007684
20031208       0.023670      0.007348
20031209       0.026941     -0.008529
20031210      -0.000413     -0.001066
20031211       0.011159      0.011482
20031212       0.017576      0.002735
20031215      -0.017273     -0.005679
20031216       0.013693      0.006638
20031217       0.005242      0.001256
20031218       0.010630      0.011798
20031219      -0.000595     -0.000468
20031222       0.040707      0.003922
20031223      -0.008205      0.002818
20031224       0.026356     -0.001807
20031226      -0.007123      0.001691
20031229       0.013781      0.012401
20031230      -0.002793      0.000144
20031231      -0.002801      0.002055
20040102       0.004494     -0.003094
20040105       0.017711      0.012395
20040106      -0.006045      0.001292
20040107       0.013638      0.002367
20040108      -0.000182      0.004963
20040109      -0.021458     -0.008888
20040112       0.000929      0.004787
20040113      -0.009840     -0.005332
20040114       0.008626      0.008295
20040115       0.003904      0.001353
20040116       0.001296      0.006872
20040120      -0.003699     -0.000930
20040121       0.004641      0.007772
20040122       0.002772     -0.003207
20040123      -0.009766     -0.002089
20040126       0.000558      0.012106
20040127      -0.006509     -0.009798
20040128      -0.017971     -0.013610
20040129      -0.033359      0.004989
20040130      -0.020312     -0.002628
20040202      -0.019726      0.003651
20040203      -0.017248      0.000678
20040204       0.002298     -0.008371
20040205       0.011257      0.001838
20040206       0.002680      0.012555
20040209       0.009663     -0.002581
20040210       0.003258      0.005027
20040211       0.020905      0.010667
20040212      -0.005020     -0.004880
20040213      -0.013522     -0.005468
20040217       0.012275      0.009757
20040218      -0.011924     -0.004468
20040219       0.014522     -0.004133
20040220      -0.021976     -0.002572
20040223      -0.020614     -0.002727
20040224      -0.001894     -0.001665
20040225       0.010333      0.004021
20040226      -0.002713      0.001084
20040227       0.007116      0.000026
20040301       0.011014      0.009625
20040302      -0.001028     -0.005934
20040303      -0.013374      0.001688
20040304       0.007299      0.003336
20040305       0.001656      0.001723
20040308      -0.015502     -0.008350
20040309      -0.017846     -0.005779
20040310      -0.014964     -0.014633
20040311      -0.025608     -0.015224
20040312       0.010913      0.012460
20040315      -0.009253     -0.014350
20040316       0.012230      0.005623
20040317       0.021309      0.011749
20040318      -0.003227     -0.001273
20040319      -0.026759     -0.011173
20040322      -0.001996     -0.012958
20040323       0.001555     -0.001324
20040324       0.002662     -0.002395
20040325       0.009071      0.016365
20040326       0.003508     -0.001019
20040329       0.018134      0.013005
20040330       0.021459      0.004036
20040331      -0.010504     -0.000701
20040401      -0.000212      0.005292
20040402      -0.010406      0.008515
20040405       0.022532      0.007672
20040406       0.002308     -0.002095
20040407      -0.022194     -0.006645
20040408      -0.003854     -0.001061
20040412       0.005374      0.005161
20040413      -0.010263     -0.013762
20040414      -0.007129     -0.001124
20040415      -0.012402      0.000594
20040416       0.017184      0.005111
20040419      -0.000433      0.001066
20040420       0.035103     -0.015557
20040421       0.010467      0.005312
20040422       0.011809      0.014091
20040423       0.006962      0.000588
20040426       0.003050     -0.004445
20040427       0.003446      0.002272
20040428      -0.020202     -0.013795
20040429      -0.018144     -0.007591
20040430      -0.004200     -0.005916
20040503       0.018347      0.009203
20040504      -0.007248      0.001843
20040505      -0.007927      0.001769
20040506      -0.027124     -0.006723
20040507      -0.036093     -0.013725
20040510      -0.012780     -0.010540
20040511       0.013173      0.007662
20040512       0.008294      0.001671
20040513      -0.007419     -0.000766
20040514       0.004530     -0.000675
20040517      -0.021420     -0.010587
20040518       0.016359      0.006817
20040519      -0.010655     -0.002574
20040520      -0.004125      0.000468
20040521      -0.008744      0.004012
20040524       0.016017      0.001692
20040525       0.022161      0.016104
20040526       0.008940      0.001698
20040527       0.006646      0.005686
20040528      -0.001100     -0.000535
20040601      -0.008152      0.000464
20040602       0.007996      0.003380
20040603       0.005289     -0.007422
20040604       0.013152      0.005248
20040607       0.019256      0.015964
20040608       0.007854      0.001543
20040609      -0.002949     -0.009499
20040610       0.015209      0.004543
20040614      -0.020183     -0.009837
20040615       0.011680      0.005972
20040616       0.005038      0.001369
20040617      -0.002297     -0.001332
20040618       0.004396      0.002624
20040621      -0.012922     -0.004159
20040622       0.005490      0.003636
20040623       0.013440      0.008507
20040624      -0.009739     -0.002981
20040625      -0.002929     -0.005453
20040628      -0.023925     -0.000952
20040629       0.006665      0.002515
20040630      -0.004912      0.004084
20040701      -0.023825     -0.010431
20040702      -0.005277     -0.003153
20040706      -0.015252     -0.008148
20040707      -0.007407      0.001899
20040708      -0.010403     -0.008244
20040709       0.010969      0.003336
20040712       0.001582      0.001384
20040713       0.008350      0.000709
20040714      -0.012086     -0.003291
20040715      -0.004531     -0.004301
20040716      -0.007738     -0.004789
20040719       0.003899     -0.000445
20040720      -0.003884      0.007058
20040721      -0.005734     -0.013340
20040722      -0.004614      0.002706
20040723      -0.005099     -0.009701
20040726      -0.006289     -0.001970
20040727       0.018753      0.009935
20040728       0.015186      0.000539
20040729      -0.031052      0.004574
20040730       0.009123      0.001172
20040802       0.003709      0.004448
20040803      -0.005312     -0.006262
20040804       0.001393     -0.000964
20040805      -0.013680     -0.016320
20040806      -0.024683     -0.015481
20040809      -0.001205      0.001175
20040810       0.017616      0.012974
20040811       0.001660     -0.003012
20040812      -0.022041     -0.011675
20040813      -0.003185      0.001477
20040816       0.017941      0.013655
20040817       0.003863      0.002196
20040818       0.009139      0.012443
20040819      -0.010009     -0.003598
20040820      -0.005055      0.006525
20040823       0.000726     -0.002431
20040824       0.003143      0.000465
20040825       0.006026      0.008000
20040826       0.003833      0.000118
20040827      -0.003580      0.002425
20040830      -0.015569     -0.007781
20040831       0.005110      0.004631
20040901      -0.002421      0.001512
20040902       0.041010      0.011212
20040903      -0.008625     -0.004185
20040907       0.014343      0.006887
20040908       0.001623     -0.004486
20040909      -0.009026      0.001890
20040910      -0.003269      0.004954
20040913       0.007498      0.001691
20040914      -0.008139      0.002229
20040915      -0.012661     -0.007055
20040916      -0.001900      0.002794
20040917       0.000476      0.004495
20040920      -0.004994     -0.005627
20040921       0.005019      0.006327
20040922      -0.013555     -0.013938
20040923      -0.006991     -0.004670
20040924       0.004127      0.001579
20040927      -0.005077     -0.005936
20040928       0.002430      0.005926
20040929      -0.003636      0.004270
20040930       0.033577     -0.000197
20041001       0.015537      0.015181
20041004      -0.015299      0.003243
20041005      -0.007533     -0.000608
20041006      -0.001897      0.006673
20041007      -0.012833     -0.009982
20041008      -0.001204     -0.007527
20041011      -0.001687      0.002005
20041012       0.009174     -0.002268
20041013      -0.011962     -0.007301
20041014      -0.059564     -0.009303
20041015       0.002832      0.004450
20041018      -0.001027      0.005252
20041019      -0.023387     -0.009686
20041020      -0.004211      0.000390
20041021       0.006343      0.002564
20041022      -0.007090     -0.009715
20041025      -0.020365     -0.000849
20041026       0.014309      0.014870
20041027       0.013575      0.012879
20041028       0.019170      0.001813
20041029      -0.006699      0.002448
20041101       0.020493      0.000274
20041102      -0.004067      0.000027
20041103      -0.009699      0.011198
20041104       0.030928      0.016156
20041105       0.007595      0.003874
20041108      -0.001759     -0.001098
20041109       0.006041     -0.000695
20041110      -0.015261     -0.001005
20041111       0.013720      0.009089
20041112       0.007769      0.009110
20041115       0.000995     -0.000304
20041116      -0.014658     -0.007079
20041117       0.002774      0.005538
20041118       0.002766      0.001362
20041119      -0.024574     -0.011161
20041122       0.003856      0.005896
20041123      -0.008195     -0.000255
20041124       0.021430      0.004095
20041126      -0.008342      0.000753
20041129      -0.010196     -0.003450
20041130      -0.006181     -0.004030
20041201       0.003887      0.014951
20041202      -0.008260     -0.000873
20041203       0.003904      0.000706
20041206      -0.008297     -0.000772
20041207      -0.001830     -0.011073
20041208       0.002095      0.004877
20041209       0.002352      0.005436
20041210       0.015124     -0.001043
20041213      -0.003853      0.008990
20041214      -0.003868      0.003921
20041215       0.008543      0.001945
20041216       0.006930     -0.002082
20041217      -0.015549     -0.007472
20041220       0.007509      0.000360
20041221       0.016191      0.009040
20041222       0.015174      0.003418
20041223      -0.007723      0.000463
20041227      -0.004519     -0.004305
20041228       0.008071      0.007154
20041229       0.007506     -0.000074
20041230      -0.002483      0.000082
20041231      -0.002738     -0.001343
20050103       0.005991     -0.008119
20050104      -0.010174     -0.011671
20050105      -0.019303     -0.003628
20050106       0.008436      0.003506
20050107      -0.011407     -0.001431
20050110      -0.013077      0.003423
20050111      -0.001039     -0.006100
20050112      -0.001561      0.003981
20050113      -0.027872     -0.008630
20050114      -0.005091      0.006005
20050118      -0.009696      0.009675
20050119      -0.001632     -0.009490
20050120      -0.012531     -0.007783
20050121      -0.008000     -0.006415
20050124       0.012792     -0.003528
20050125       0.002197      0.004004
20050126       0.013151      0.004844
20050127      -0.007572      0.000409
20050128      -0.001635     -0.002716
20050131       0.004640      0.008460
20050201       0.001902      0.006891
20050202       0.018167      0.003178
20050203      -0.006391     -0.002766
20050204      -0.002412      0.011043
20050207       0.016389     -0.001089
20050208      -0.008988      0.000483
20050209      -0.010403     -0.008575
20050210       0.002186      0.004211
20050211       0.012541      0.006926
20050214       0.002693      0.000697
20050215      -0.000537      0.003300
20050216      -0.001075      0.000182
20050217       0.000807     -0.007923
20050218       0.002419      0.000700
20050222      -0.014477     -0.014506
20050223       0.000000      0.005607
20050224      -0.001904      0.007894
20050225       0.005451      0.009307
20050228      -0.033613     -0.006414
20050301       0.009257      0.005658
20050302      -0.018899     -0.000273
20050303      -0.003683      0.000322
20050304      -0.009383      0.009624
20050307       0.002296      0.002610
20050308      -0.013746     -0.004799
20050309      -0.010453     -0.010185
20050310       0.015552      0.001856
20050311      -0.007801     -0.007583
20050314      -0.000291      0.005625
20050315      -0.017769     -0.007524
20050316      -0.139680     -0.008082
20050317      -0.022751      0.001801
20050318       0.009524     -0.000471
20050321       0.037386     -0.004934
20050322      -0.005052     -0.010196
20050323      -0.029790      0.000700
20050324       0.022331     -0.000947
20050328      -0.031741      0.002441
20050329       0.008460     -0.007596
20050330       0.031108      0.013773
20050331      -0.003729     -0.000694
20050401      -0.000340     -0.006497
20050404      -0.011232      0.002728
20050405      -0.000344      0.004481
20050406       0.028237      0.002269
20050407       0.022438      0.005971
20050408      -0.033737     -0.008345
20050411      -0.008475      0.000008
20050412      -0.008547      0.005545
20050413      -0.023103     -0.011762
20050414      -0.058948     -0.010002
20050415      -0.039760     -0.016720
20050418       0.023047      0.002941
20050419      -0.003818      0.005934
20050420      -0.010349     -0.013255
20050421       0.007359      0.019736
20050422       0.028066     -0.006750
20050425       0.000374      0.008662
20050426      -0.008598     -0.008915
20050427       0.016591      0.004029
20050428      -0.007789     -0.011380
20050429      -0.002617      0.011922
20050502       0.017991      0.004590
20050503       0.022460     -0.000852
20050504       0.181131      0.012470
20050505      -0.059146     -0.002569
20050506      -0.003240     -0.001092
20050509       0.018531      0.006394
20050510       0.006384     -0.010705
20050511      -0.016809      0.004193
20050512      -0.012258     -0.010033
20050513       0.011757     -0.004580
20050516       0.000968      0.010086
20050517       0.010964      0.006957
20050518       0.024635      0.010019
20050519       0.036065      0.004656
20050520       0.007023     -0.001511
20050523      -0.011825      0.003851
20050524      -0.027616      0.000176
20050525      -0.006311     -0.003400
20050526       0.014608      0.006395
20050527      -0.003756      0.000969
20050531      -0.009425     -0.006073
20050601      -0.004440      0.009039
20050602      -0.004779      0.001680
20050603      -0.009923     -0.006867
20050606      -0.016489      0.001246
20050607       0.010191     -0.000209
20050608       0.041979     -0.002163
20050609      -0.006558      0.005240
20050610       0.084879     -0.002348
20050613      -0.001739      0.002262
20050614       0.041219      0.002573
20050615       0.013103      0.002218
20050616      -0.019813      0.003630
20050617       0.001684      0.004955
20050620       0.003924     -0.000707
20050621       0.002513     -0.002048
20050622      -0.030354      0.000222
20050623      -0.028432     -0.010833
20050624       0.007390     -0.007629
20050627      -0.017899     -0.000739
20050628       0.026591      0.009138
20050629      -0.005530     -0.001431
20050630      -0.004975     -0.007101
20050701       0.019118      0.002611
20050705       0.003463      0.008833
20050706      -0.015818     -0.008340
20050707      -0.011689      0.002452
20050708       0.025429      0.011679
20050711       0.032295      0.006255
20050712       0.001676      0.002272
20050713       0.000279      0.000884
20050714       0.031503      0.002624
20050715      -0.007027      0.001158
20050718      -0.006260     -0.005530
20050719       0.008765      0.006731
20050720      -0.006788      0.004759
20050721      -0.016129     -0.006606
20050722       0.007224      0.005411
20050725      -0.010483     -0.003769
20050726       0.030388      0.001733
20050727      -0.001623      0.004573
20050728       0.016802      0.005603
20050729      -0.018657     -0.007671
20050801       0.001086      0.000948
20050802      -0.008953      0.007099
20050803      -0.001095      0.000739
20050804      -0.012058     -0.007373
20050805      -0.023856     -0.007638
20050808      -0.006820     -0.002683
20050809       0.012589      0.006745
20050810       0.003391     -0.001827
20050811      -0.002856      0.007062
20050812      -0.010312     -0.005994
20050815      -0.000289      0.002828
20050816      -0.013897     -0.011776
20050817       0.000294      0.000738
20050818      -0.014382     -0.001000
20050819      -0.002085      0.000566
20050822       0.001791      0.001656
20050823      -0.001489     -0.003405
20050824       0.022375     -0.006554
20050825      -0.005252      0.002315
20050826       0.001467     -0.006013
20050829      -0.002929      0.005958
20050830       0.012045     -0.003192
20050831      -0.007547      0.009864
20050901      -0.035683      0.001033
20050902      -0.001820     -0.002922
20050906       0.005773      0.012619
20050907      -0.003021      0.002408
20050908      -0.018182     -0.003793
20050909       0.001234      0.007965
20050912       0.008323     -0.000741
20050913      -0.000611     -0.007545
20050914       0.002447     -0.003281
20050915      -0.006713      0.000464
20050916      -0.002151      0.008292
20050919      -0.036022     -0.005566
20050920      -0.007346     -0.007863
20050921      -0.012226     -0.009121
20050922      -0.008795      0.003652
20050923       0.021032      0.000552
20050926       0.002575      0.000280
20050927      -0.012199      0.000025
20050928       0.002275      0.001012
20050929      -0.004864      0.008867
20050930      -0.002607      0.000920
20051003       0.014048     -0.001717
20051004      -0.030928     -0.009970
20051005      -0.048205     -0.014887
20051006      -0.009780     -0.004096
20051007      -0.002116      0.003701
20051010      -0.099328     -0.007166
20051011       0.036892     -0.002072
20051012       0.010598     -0.006068
20051013       0.016854     -0.000713
20051014       0.030571      0.008268
20051017       0.075411      0.002975
20051018      -0.032237     -0.010050
20051019      -0.025412      0.014956
20051020       0.000000     -0.015020
20051021      -0.004228      0.001520
20051024       0.042817      0.016777
20051025      -0.006447     -0.002368
20051026      -0.003757     -0.004312
20051027      -0.067878     -0.010475
20051028       0.002574      0.016549
20051031       0.005136      0.007176
20051101      -0.007664     -0.003521
20051102      -0.023906      0.009977
20051103       0.002638      0.004264
20051104       0.006013      0.000164
20051107       0.017931      0.002188
20051108      -0.032661     -0.003451
20051109      -0.047564      0.001690
20051110      -0.045473      0.008446
20051111       0.041259      0.003055
20051114      -0.030229     -0.000778
20051115      -0.047599     -0.003850
20051116      -0.058381      0.001790
20051117       0.062940      0.009414
20051118       0.062749      0.004401
20051121      -0.019543      0.005271
20051122      -0.013147      0.005084
20051123       0.010743      0.003473
20051125      -0.028061      0.002086
20051128       0.015748     -0.008508
20051129      -0.009475      0.000016
20051130      -0.047826     -0.006362
20051201       0.032420      0.012157
20051202      -0.023441      0.000324
20051205       0.002264     -0.002363
20051206       0.011749      0.001276
20051207       0.029031     -0.005009
20051208      -0.045139     -0.001217
20051209       0.041818      0.002811
20051212       0.005672      0.000842
20051213      -0.032538      0.005554
20051214       0.006278      0.004190
20051215      -0.013815     -0.001414
20051216      -0.010845     -0.002848
20051219      -0.038374     -0.005839
20051220      -0.057007     -0.000238
20051221      -0.040302      0.002517
20051222      -0.021522      0.004221
20051223       0.010193      0.000426
20051227       0.008497     -0.009553
20051228      -0.020010      0.001297
20051229       0.021494     -0.002981
20051230       0.021568     -0.004887
20060103      -0.026777      0.016430
20060104       0.026984      0.003673
20060105       0.057187      0.000016
20060106       0.013645      0.009399
20060109       0.077404      0.003656
20060110      -0.015618     -0.000357
20060111      -0.009066      0.003481
20060112      -0.041171     -0.006274
20060113      -0.028149      0.001205
20060117      -0.027001     -0.003635
20060118       0.016145     -0.003897
20060119       0.005958      0.005564
20060120      -0.010365     -0.018326
20060123       0.089776      0.001847
20060124       0.054920      0.002405
20060125       0.034707     -0.001721
20060126      -0.033543      0.007235
20060127       0.032538      0.007764
20060130       0.022689      0.001153
20060131      -0.011504     -0.003984
20060201       0.018288      0.001859
20060202      -0.036735     -0.009061
20060203      -0.019068     -0.005359
20060206       0.008207      0.000783
20060207      -0.022708     -0.008095
20060208      -0.035949      0.008663
20060209       0.006821     -0.001478
20060210      -0.012195      0.002540
20060213       0.005944     -0.003260
20060214       0.007727      0.010033
20060215       0.002737      0.003504
20060216       0.013649      0.007328
20060217      -0.016158     -0.001660
20060221      -0.023266     -0.003271
20060222      -0.010276      0.007513
20060223      -0.028315     -0.003775
20060224      -0.029140      0.001274
20060227       0.006003      0.003637
20060228       0.009945     -0.010401
20060301      -0.020187      0.008261
20060302      -0.024623     -0.001626
20060303      -0.010304     -0.001482
20060306       0.031234     -0.006968
20060307       0.024230     -0.001862
20060308       0.006407      0.002030
20060309       0.045054     -0.004881
20060310       0.014058      0.007349
20060313      -0.012477      0.001990
20060314      -0.010763      0.010396
20060315       0.017029      0.004270
20060316       0.033488      0.001773
20060317      -0.049055      0.001471
20060320      -0.013251     -0.001660
20060321       0.055156     -0.006015
20060322       0.000455      0.006021
20060323      -0.000454     -0.002582
20060324       0.029545      0.000983
20060327       0.012362     -0.001028
20060328      -0.007850     -0.006438
20060329      -0.026374      0.007470
20060330      -0.049210     -0.002026
20060331       0.009972     -0.004168
20060403      -0.053127      0.002301
20060404      -0.029791      0.006257
20060405       0.018935      0.004311
20060406      -0.018081     -0.001921
20060407      -0.002046     -0.010343
20060410      -0.005638      0.000849
20060411      -0.009278     -0.007736
20060412       0.042144      0.001205
20060413       0.018472      0.000776
20060417      -0.017647     -0.002940
20060418       0.026946      0.017365
20060419      -0.000486      0.001744
20060420       0.100632      0.001168
20060421      -0.037544     -0.000137
20060424      -0.015603     -0.002417
20060425      -0.001865     -0.004870
20060426       0.081270      0.002819
20060427       0.002160      0.003302
20060428      -0.013793      0.000680
20060501      -0.010490     -0.004135
20060502       0.025177      0.006145
20060503      -0.031021     -0.004082
20060504       0.004002      0.003364
20060505       0.026572      0.010295
20060508       0.015962     -0.000830
20060509       0.095541      0.000362
20060510       0.040310     -0.001728
20060511      -0.029334     -0.012798
20060512       0.010849     -0.011241
20060515       0.004216      0.002525
20060516      -0.025573     -0.001869
20060517      -0.041912     -0.016841
20060518      -0.016353     -0.006699
20060519       0.025769      0.004137
20060522      -0.009724     -0.003915
20060523       0.001637     -0.004350
20060524       0.082925      0.001584
20060525       0.052433      0.011370
20060526       0.006452      0.005719
20060530      -0.053775     -0.015873
20060531       0.013549      0.008136
20060601      -0.001114      0.012298
